# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-11-04 00:00:00 PDT,+2.44937e+06-954259i,+952232-339533i,+667226-414367j,+829913-200359j
2016-11-04 01:00:00 PDT,+2.36855e+06-959318i,+919296-341413i,+645237-416147j,+804013-201759j
2016-11-04 02:00:00 PDT,+2.33538e+06-961357i,+904860-342230i,+636292-416858j,+794226-202269j
2016-11-04 03:00:00 PDT,+2.346e+06-960756i,+906673-342201i,+639262-416622j,+800067-201932j
2016-11-04 04:00:00 PDT,+2.40469e+06-957227i,+926042-341569i,+654000-415131j,+824649-200527j
2016-11-04 05:00:00 PDT,+2.57295e+06-946497i,+987189-338833i,+697343-410976j,+888418-196689j
2016-11-04 06:00:00 PDT,+2.80557e+06-930382i,+1.07364e+06-334035i,+757048-405424j,+974882-190923j
2016-11-04 07:00:00 PDT,+2.73048e+06-935492i,+1.05262e+06-334208i,+737762-407977j,+940093-193307j
2016-11-04 08:00:00 PDT,+2.44994e+06-954002i,+945203-339785i,+661324-415123j,+843413-199094j
2016-11-04 09:00:00 PDT,+2.12208e+06-973224i,+820257-345489i,+572696-422636j,+729129-205100j
2016-11-04 10:00:00 PDT,+1.92929e+06-983181i,+754017-347673i,+523324-426779j,+651953-208728j
2016-11-04 11:00:00 PDT,+1.82992e+06-987958i,+721122-348730i,+498311-428733j,+610486-210495j
2016-11-04 12:00:00 PDT,+1.75443e+06-991445i,+696756-349568i,+479935-430044j,+577736-211833j
2016-11-04 13:00:00 PDT,+1.8357e+06-987711i,+721634-348836i,+499342-428581j,+614723-210294j
2016-11-04 14:00:00 PDT,+1.86276e+06-986406i,+731769-348479i,+506495-428032j,+624496-209894j
2016-11-04 15:00:00 PDT,+2.16502e+06-970792i,+838330-344601i,+584488-421737j,+742199-204454j
2016-11-04 16:00:00 PDT,+3.03137e+06-913001i,+1.15038e+06-328836i,+808319-401117j,+1.07267e+06-183048j
2016-11-04 17:00:00 PDT,+3.61198e+06-863919i,+1.38745e+06-310906i,+971073-384093j,+1.25345e+06-168920j
2016-11-04 18:00:00 PDT,+3.81729e+06-844460i,+1.47563e+06-302601i,+1.02951e+06-377851j,+1.31214e+06-164007j
2016-11-04 19:00:00 PDT,+3.77501e+06-848563i,+1.46053e+06-303867i,+1.01857e+06-379137j,+1.29591e+06-165559j
2016-11-04 20:00:00 PDT,+3.69845e+06-855888i,+1.43138e+06-306457i,+998394-381361j,+1.26867e+06-168070j
2016-11-04 21:00:00 PDT,+3.443e+06-879172i,+1.33566e+06-314046i,+931464-388882j,+1.17587e+06-176244j
2016-11-04 22:00:00 PDT,+3.05516e+06-911382i,+1.18922e+06-324802i,+828750-399480j,+1.03719e+06-187100j
2016-11-04 23:00:00 PDT,+2.72305e+06-936007i,+1.06112e+06-333095i,+740645-407952j,+921281-194960j
2016-11-05 00:00:00 PDT,+2.49321e+06-951456i,+969687-338593i,+678672-413360j,+844847-199503j
2016-11-05 01:00:00 PDT,+2.40386e+06-957142i,+932865-340756i,+654306-415333j,+816687-201053j
2016-11-05 02:00:00 PDT,+2.37665e+06-958822i,+922028-341364i,+646901-415923j,+807717-201535j
2016-11-05 03:00:00 PDT,+2.38021e+06-958625i,+922183-341468i,+647525-415794j,+810507-201364j
2016-11-05 04:00:00 PDT,+2.46082e+06-953654i,+950007-340409i,+667983-413761j,+842826-199484j
2016-11-05 05:00:00 PDT,+2.6412e+06-941897i,+1.01553e+06-337360i,+714866-409229j,+910797-195308j
2016-11-05 06:00:00 PDT,+2.86396e+06-926155i,+1.10081e+06-332364i,+773956-403679j,+989193-190111j
2016-11-05 07:00:00 PDT,+2.741e+06-934714i,+1.07329e+06-332577i,+746300-407029j,+921415-195108j
2016-11-05 08:00:00 PDT,+2.40788e+06-956557i,+954227-338662i,+660367-415165j,+793291-202730j
2016-11-05 09:00:00 PDT,+2.08537e+06-975130i,+833027-344260i,+575771-422477j,+676572-208392j
2016-11-05 10:00:00 PDT,+1.89963e+06-984523i,+766956-346571i,+528454-426555j,+604218-211397j
2016-11-05 11:00:00 PDT,+1.80682e+06-988887i,+734636-347667i,+504904-428456j,+567280-212764j
2016-11-05 12:00:00 PDT,+1.76436e+06-990867i,+718235-348410i,+493491-429199j,+552632-213259j
2016-11-05 13:00:00 PDT,+1.78768e+06-989775i,+727666-347979i,+499884-428786j,+560129-213010j
2016-11-05 14:00:00 PDT,+1.79561e+06-989386i,+731453-347808i,+502184-428626j,+561973-212952j
2016-11-05 15:00:00 PDT,+2.14868e+06-971650i,+859622-343119i,+593722-420902j,+695340-207630j
2016-11-05 16:00:00 PDT,+3.05032e+06-911847i,+1.18921e+06-325647i,+827960-398644j,+1.03315e+06-187555j
2016-11-05 17:00:00 PDT,+3.70396e+06-855231i,+1.43729e+06-306277i,+998136-380826j,+1.26854e+06-168127j
2016-11-05 18:00:00 PDT,+3.92551e+06-833474i,+1.52496e+06-297737i,+1.05628e+06-374717j,+1.34426e+06-161021j
2016-11-05 19:00:00 PDT,+3.87985e+06-838040i,+1.50885e+06-299168i,+1.04461e+06-376084j,+1.32639e+06-162788j
2016-11-05 20:00:00 PDT,+3.79081e+06-846793i,+1.47464e+06-302252i,+1.02126e+06-378784j,+1.29491e+06-165757j
2016-11-05 21:00:00 PDT,+3.52721e+06-871547i,+1.37211e+06-310792i,+953391-386623j,+1.2017e+06-174131j
2016-11-05 22:00:00 PDT,+3.12417e+06-905870i,+1.21682e+06-322698i,+846837-397777j,+1.06051e+06-185394j
2016-11-05 23:00:00 PDT,+2.7759e+06-932237i,+1.08192e+06-331745i,+754524-406699j,+939454-193792j
