# file...... node150_swingbus.csv
# date...... Fri Oct 27 14:53:00 2017
# user...... mast9
# host...... (null)
# target.... node 185
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,voltage_A,voltage_B,voltage_C
2016-10-07 00:00:00 PDT,-24.2126-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-10-07 01:00:00 PDT,-24.1842-2396.77i,-2063.57+1219.33j,+2087.76+1177.44j
2016-10-07 02:00:00 PDT,-24.1828-2396.77i,-2063.57+1219.33j,+2087.76+1177.44j
2016-10-07 03:00:00 PDT,-24.2304-2396.77i,-2063.55+1219.37j,+2087.78+1177.4j
2016-10-07 04:00:00 PDT,-24.3663-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-10-07 05:00:00 PDT,-24.6042-2396.73i,-2063.33+1219.67j,+2087.93+1177.06j
2016-10-07 06:00:00 PDT,-24.6846-2396.73i,-2063.29+1219.74j,+2087.97+1176.99j
2016-10-07 07:00:00 PDT,-24.3813-2396.75i,-2063.46+1219.49j,+2087.84+1177.26j
2016-10-07 08:00:00 PDT,-24.0494-2396.79i,-2063.66+1219.22j,+2087.71+1177.57j
2016-10-07 09:00:00 PDT,-23.8021-2396.81i,-2063.8+1219.02j,+2087.6+1177.79j
2016-10-07 10:00:00 PDT,-23.7508-2396.81i,-2063.82+1218.97j,+2087.58+1177.84j
2016-10-07 11:00:00 PDT,-23.7218-2396.81i,-2063.84+1218.95j,+2087.56+1177.86j
2016-10-07 12:00:00 PDT,-23.7134-2396.81i,-2063.84+1218.94j,+2087.56+1177.87j
2016-10-07 13:00:00 PDT,-23.7374-2396.81i,-2063.83+1218.96j,+2087.57+1177.85j
2016-10-07 14:00:00 PDT,-23.9008-2396.79i,-2063.73+1219.09j,+2087.63+1177.7j
2016-10-07 15:00:00 PDT,-24.3035-2396.75i,-2063.5+1219.42j,+2087.8+1177.33j
2016-10-07 16:00:00 PDT,-24.7113-2396.73i,-2063.27+1219.77j,+2087.98+1176.96j
2016-10-07 17:00:00 PDT,-25.1481-2396.69i,-2063.02+1220.12j,+2088.17+1176.57j
2016-10-07 18:00:00 PDT,-25.2796-2396.67i,-2062.94+1220.23j,+2088.22+1176.44j
2016-10-07 19:00:00 PDT,-25.3116-2396.67i,-2062.92+1220.25j,+2088.23+1176.41j
2016-10-07 20:00:00 PDT,-25.1058-2396.69i,-2063.04+1220.09j,+2088.15+1176.6j
2016-10-07 21:00:00 PDT,-24.7946-2396.71i,-2063.21+1219.83j,+2088.01+1176.88j
2016-10-07 22:00:00 PDT,-24.5134-2396.75i,-2063.39+1219.6j,+2087.9+1177.15j
2016-10-07 23:00:00 PDT,-24.2733-2396.77i,-2063.53+1219.41j,+2087.8+1177.36j
2016-10-08 00:00:00 PDT,-24.2312-2396.77i,-2063.55+1219.37j,+2087.78+1177.4j
2016-10-08 01:00:00 PDT,-24.2011-2396.77i,-2063.56+1219.34j,+2087.76+1177.43j
2016-10-08 02:00:00 PDT,-24.1974-2396.77i,-2063.57+1219.34j,+2087.76+1177.43j
2016-10-08 03:00:00 PDT,-24.2499-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-10-08 04:00:00 PDT,-24.3948-2396.75i,-2063.45+1219.5j,+2087.84+1177.25j
2016-10-08 05:00:00 PDT,-24.6382-2396.73i,-2063.31+1219.7j,+2087.95+1177.03j
2016-10-08 06:00:00 PDT,-24.7012-2396.73i,-2063.28+1219.76j,+2087.98+1176.97j
2016-10-08 07:00:00 PDT,-24.3472-2396.75i,-2063.47+1219.46j,+2087.82+1177.29j
2016-10-08 08:00:00 PDT,-24.0211-2396.79i,-2063.67+1219.2j,+2087.69+1177.59j
2016-10-08 09:00:00 PDT,-23.7762-2396.81i,-2063.81+1219j,+2087.59+1177.82j
2016-10-08 10:00:00 PDT,-23.7485-2396.81i,-2063.83+1218.97j,+2087.57+1177.84j
2016-10-08 11:00:00 PDT,-23.7296-2396.81i,-2063.84+1218.96j,+2087.56+1177.86j
2016-10-08 12:00:00 PDT,-23.7253-2396.81i,-2063.84+1218.95j,+2087.56+1177.86j
2016-10-08 13:00:00 PDT,-23.727-2396.81i,-2063.84+1218.95j,+2087.56+1177.86j
2016-10-08 14:00:00 PDT,-23.8095-2396.81i,-2063.8+1219.03j,+2087.6+1177.79j
2016-10-08 15:00:00 PDT,-24.253-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-10-08 16:00:00 PDT,-24.8006-2396.71i,-2063.21+1219.83j,+2088.01+1176.88j
2016-10-08 17:00:00 PDT,-25.2135-2396.69i,-2062.99+1220.18j,+2088.2+1176.51j
2016-10-08 18:00:00 PDT,-25.3523-2396.67i,-2062.9+1220.29j,+2088.25+1176.38j
2016-10-08 19:00:00 PDT,-25.3983-2396.67i,-2062.88+1220.33j,+2088.27+1176.34j
2016-10-08 20:00:00 PDT,-25.1889-2396.69i,-2063+1220.16j,+2088.19+1176.53j
2016-10-08 21:00:00 PDT,-24.8636-2396.71i,-2063.18+1219.89j,+2088.04+1176.82j
2016-10-08 22:00:00 PDT,-24.5761-2396.73i,-2063.34+1219.65j,+2087.92+1177.08j
2016-10-08 23:00:00 PDT,-24.3275-2396.75i,-2063.48+1219.44j,+2087.81+1177.31j
