# file...... underground_lines_power_in_A.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# group..... class= underground_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O60-62,O62-63,O63-64,O64-65,O65-66
2016-10-07 00:00:00 PDT,+60053+47606.6i,+60000.2+47596.2i,+45543.5+47589.1i,+45489.4+47578.9i,+2.75775e-09+1.07411e-09i
2016-10-07 01:00:00 PDT,+61466.6+48836.9i,+61411.7+48827.4i,+47833.5+48821i,+47775.3+48811.4i,+7.69017e-09+2.09672e-09i
2016-10-07 02:00:00 PDT,+61467.6+48837.9i,+61412.7+48828.4i,+47834.4+48822i,+47776.3+48812.4i,-9.1514e-09+2.0887e-09i
2016-10-07 03:00:00 PDT,+61040.1+48806.9i,+60985.6+48797.5i,+47797.7+48791.2i,+47739.6+48781.5i,-3.56944e-09+2.40024e-09i
2016-10-07 04:00:00 PDT,+62234.8+48682.8i,+62179.1+48673.1i,+47690.3+48666.6i,+47632.3+48656.9i,-1.5611e-08+1.34707e-09i
2016-10-07 05:00:00 PDT,+65605.4+48448.1i,+65545.9+48437.6i,+47504.3+48430.6i,+47446.7+48420.8i,-2.06042e-08+6.77493e-10i
2016-10-07 06:00:00 PDT,+69578+48287.1i,+69513.6+48275.7i,+47418.7+48267.9i,+47361.2+48258i,-6.22172e-09-5.62889e-10i
2016-10-07 07:00:00 PDT,+67475.8+48392.6i,+67414.1+48381.5i,+47471+48374i,+47413.5+48364i,-1.34465e-08-1.45134e-09i
2016-10-07 08:00:00 PDT,+63203.9+48597.2i,+63147.2+48587i,+47607.7+48580i,+47550+48569.9i,+7.33688e-09-1.08266e-09i
2016-10-07 09:00:00 PDT,+62362.4+48681.8i,+62306.6+48671.7i,+47677.8+48664.9i,+47620+48654.8i,-2.21703e-08-1.36692e-09i
2016-10-07 10:00:00 PDT,+62312.5+48685.3i,+62256.8+48675.2i,+47678+48668.4i,+47620.2+48658.3i,-1.33647e-08-1.0885e-09i
2016-10-07 11:00:00 PDT,+61887.9+48707.5i,+61832.7+48697.6i,+47694.2+48690.9i,+47636.4+48680.8i,+1.5997e-08+1.75065e-09i
2016-10-07 12:00:00 PDT,+62258.7+48707.6i,+62203+48697.5i,+47694.3+48690.7i,+47636.5+48680.6i,-9.6055e-09-7.02701e-10i
2016-10-07 13:00:00 PDT,+62655.8+48699.9i,+62599.7+48689.7i,+47690.6+48682.8i,+47632.8+48672.7i,+1.13827e-08+3.44987e-10i
2016-10-07 14:00:00 PDT,+63067+48653.3i,+63010.5+48643i,+47651.1+48636.1i,+47593.3+48626i,+4.71176e-09+4.59556e-09i
2016-10-07 15:00:00 PDT,+65915.8+48410i,+65855.9+48399.1i,+47454.2+48391.8i,+47396.8+48381.6i,+2.00424e-08+3.7229e-09i
2016-10-07 16:00:00 PDT,+70601.4+48120.1i,+70535.6+48108.6i,+47259.8+48100.7i,+47202.5+48091.1i,+1.81066e-09-3.41042e-09i
2016-10-07 17:00:00 PDT,+75261.3+47831.9i,+75189.3+47819.2i,+47049.1+47810.7i,+46992.1+47801i,+1.21065e-08+2.62062e-09i
2016-10-07 18:00:00 PDT,+80053.7+47645.1i,+79974.8+47631.2i,+46939.9+47621.7i,+46883+47612i,-1.18848e-09-4.45728e-09i
2016-10-07 19:00:00 PDT,+81810.5+47585.7i,+81729+47571.3i,+46912.2+47561.5i,+46855.4+47551.8i,+1.3293e-08+3.04203e-09i
2016-10-07 20:00:00 PDT,+79303.1+47798.3i,+79225.4+47784.6i,+47081.2+47775.3i,+47024.1+47765.6i,+3.36289e-09+1.87869e-09i
2016-10-07 21:00:00 PDT,+74252+48133.7i,+74181.4+48121.4i,+47342.2+48113i,+47284.8+48103.3i,-8.97034e-09+4.95091e-10i
2016-10-07 22:00:00 PDT,+69588.8+48438.9i,+69524.4+48427.6i,+47569.5+48420i,+47511.7+48410.3i,-1.45855e-08-4.38902e-09i
2016-10-07 23:00:00 PDT,+64050.3+48722.7i,+63992.5+48712.6i,+47762.2+48705.9i,+47704.2+48696.2i,+9.33791e-09+3.31255e-09i
