# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:53:00 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-12-02 00:00:00 PST,+2.51982e+06-949698i,+981881-337765i,+686326-412782j,+851612-199151j
2016-12-02 01:00:00 PST,+2.44097e+06-954783i,+948698-339747i,+664919-414553j,+827351-200483j
2016-12-02 02:00:00 PST,+2.4079e+06-956918i,+933328-340671i,+656354-415271j,+818219-200977j
2016-12-02 03:00:00 PST,+2.40696e+06-956972i,+932721-340698i,+655906-415317j,+818329-200957j
2016-12-02 04:00:00 PST,+2.45888e+06-953770i,+949873-340111i,+669016-413967j,+839993-199692j
2016-12-02 05:00:00 PST,+2.62672e+06-942856i,+1.01109e+06-337250i,+712352-409780j,+903274-195827j
2016-12-02 06:00:00 PST,+2.91684e+06-922182i,+1.11997e+06-330911i,+787466-402669j,+1.0094e+06-188602j
2016-12-02 07:00:00 PST,+3.05914e+06-911032i,+1.17468e+06-326571i,+822654-399911j,+1.0618e+06-184549j
2016-12-02 08:00:00 PST,+2.62925e+06-942252i,+1.01627e+06-335696i,+709623-411024j,+903362-195532j
2016-12-02 09:00:00 PST,+2.31518e+06-962146i,+893627-342124i,+623847-418495j,+797701-201527j
2016-12-02 10:00:00 PST,+2.05492e+06-976659i,+803590-345539i,+557076-424258j,+694256-206862j
2016-12-02 11:00:00 PST,+2.0113e+06-978948i,+787753-346194i,+545730-425134j,+677815-207621j
2016-12-02 12:00:00 PST,+2.08933e+06-974913i,+815539-345249i,+566789-423341j,+707003-206323j
2016-12-02 13:00:00 PST,+1.95231e+06-981937i,+767080-346991i,+530484-426304j,+654743-208643j
2016-12-02 14:00:00 PST,+1.90091e+06-984401i,+752158-347353i,+517985-427360j,+630771-209688j
2016-12-02 15:00:00 PST,+2.23124e+06-966939i,+867968-342890i,+603146-420451j,+760125-203598j
2016-12-02 16:00:00 PST,+3.20668e+06-898851i,+1.2177e+06-324050i,+853605-396841j,+1.13538e+06-177959j
2016-12-02 17:00:00 PST,+3.74777e+06-851021i,+1.44492e+06-305301i,+1.00777e+06-380479j,+1.29509e+06-165241j
2016-12-02 18:00:00 PST,+3.96041e+06-830100i,+1.53645e+06-296307i,+1.06851e+06-373738j,+1.35546e+06-160055j
2016-12-02 19:00:00 PST,+3.87523e+06-838656i,+1.50371e+06-299488i,+1.04584e+06-376267j,+1.32567e+06-162901j
2016-12-02 20:00:00 PST,+3.81694e+06-844426i,+1.48097e+06-301735i,+1.03036e+06-377906j,+1.30561e+06-164784j
2016-12-02 21:00:00 PST,+3.56465e+06-868194i,+1.38603e+06-309666i,+964141-385474j,+1.21447e+06-173054j
2016-12-02 22:00:00 PST,+3.16086e+06-902894i,+1.23329e+06-321465i,+857233-396703j,+1.07034e+06-184727j
2016-12-02 23:00:00 PST,+2.81421e+06-929446i,+1.09898e+06-330565i,+765129-405743j,+950097-193138j
2016-12-03 00:00:00 PST,+2.61239e+06-943570i,+1.01825e+06-335670i,+710667-410646j,+883477-197254j
2016-12-03 01:00:00 PST,+2.52306e+06-949515i,+981211-337972i,+686272-412686j,+855574-198857j
2016-12-03 02:00:00 PST,+2.48495e+06-951990i,+965617-338908i,+675977-413533j,+843353-199549j
2016-12-03 03:00:00 PST,+2.48502e+06-951985i,+965413-338920i,+675906-413544j,+843703-199521j
2016-12-03 04:00:00 PST,+2.54209e+06-948364i,+984163-338226i,+690259-412072j,+867670-198066j
2016-12-03 05:00:00 PST,+2.7234e+06-936160i,+1.05119e+06-334865i,+737395-407468j,+934814-193827j
2016-12-03 06:00:00 PST,+3.02685e+06-913805i,+1.16557e+06-327848i,+817767-399693j,+1.04352e+06-186264j
2016-12-03 07:00:00 PST,+3.15376e+06-903595i,+1.22463e+06-322763i,+853731-396650j,+1.0754e+06-184182j
2016-12-03 08:00:00 PST,+2.63536e+06-941757i,+1.04327e+06-333456i,+720956-409907j,+871130-198394j
2016-12-03 09:00:00 PST,+2.29968e+06-963025i,+913732-340526i,+631222-417829j,+754728-204670j
2016-12-03 10:00:00 PST,+2.04035e+06-977300i,+822031-344182i,+565122-423694j,+653201-209424j
2016-12-03 11:00:00 PST,+1.99353e+06-979725i,+804898-344918i,+553155-424641j,+635479-210166j
2016-12-03 12:00:00 PST,+2.06727e+06-975972i,+830804-344047i,+572582-422915j,+663884-209010j
2016-12-03 13:00:00 PST,+1.92264e+06-983243i,+781276-345849i,+536032-425987j,+605333-211408j
2016-12-03 14:00:00 PST,+1.86581e+06-985924i,+762241-346437i,+521663-427209j,+581908-212278j
2016-12-03 15:00:00 PST,+2.19013e+06-969140i,+881715-341590i,+606274-420157j,+702142-207393j
2016-12-03 16:00:00 PST,+3.17748e+06-901569i,+1.2382e+06-321780i,+859558-395835j,+1.07972e+06-183954j
2016-12-03 17:00:00 PST,+3.84967e+06-840960i,+1.49793e+06-300118i,+1.03639e+06-377002j,+1.31535e+06-163841j
2016-12-03 18:00:00 PST,+4.09229e+06-816263i,+1.59421e+06-290420i,+1.10141e+06-369810j,+1.39667e+06-156033j
2016-12-03 19:00:00 PST,+4.01688e+06-824252i,+1.56116e+06-293910i,+1.08248e+06-372028j,+1.37323e+06-158314j
2016-12-03 20:00:00 PST,+3.95861e+06-830222i,+1.53788e+06-296314i,+1.06677e+06-373756j,+1.35396e+06-160152j
2016-12-03 21:00:00 PST,+3.69677e+06-855813i,+1.43997e+06-304868i,+998478-381720j,+1.25832e+06-169225j
2016-12-03 22:00:00 PST,+3.27983e+06-893057i,+1.27871e+06-318017i,+888173-393621j,+1.11295e+06-181419j
2016-12-03 23:00:00 PST,+2.91822e+06-921788i,+1.1393e+06-327891i,+792668-403182j,+986255-190714j
