# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-01-01 00:00:00 PST,+2.53568e+06-948652i,+988419-337369i,+690527-412428j,+856734-198855j
2016-01-01 01:00:00 PST,+2.44569e+06-954487i,+950128-339682i,+666075-414450j,+829491-200355j
2016-01-01 02:00:00 PST,+2.42071e+06-956103i,+938886-340348i,+659732-414990j,+822093-200765j
2016-01-01 03:00:00 PST,+2.41217e+06-956638i,+934671-340594i,+657124-415206j,+820374-200838j
2016-01-01 04:00:00 PST,+2.46362e+06-953459i,+951622-340014i,+670086-413869j,+841909-199576j
2016-01-01 05:00:00 PST,+2.63517e+06-942270i,+1.01517e+06-336986i,+714661-409574j,+905337-195709j
2016-01-01 06:00:00 PST,+2.92941e+06-921224i,+1.12557e+06-330507i,+790856-402356j,+1.01299e+06-188361j
2016-01-01 07:00:00 PST,+3.11118e+06-906915i,+1.19561e+06-325101i,+836751-398516j,+1.07882e+06-183298j
2016-01-01 08:00:00 PST,+2.63252e+06-942001i,+1.01878e+06-335436i,+710736-410985j,+903005-195579j
2016-01-01 09:00:00 PST,+2.33057e+06-961216i,+899012-341842i,+627735-418192j,+803823-201183j
2016-01-01 10:00:00 PST,+2.14256e+06-971946i,+834074-344325i,+579584-422447j,+728897-205174j
2016-01-01 11:00:00 PST,+2.08006e+06-975329i,+812008-345232i,+563380-423736j,+704676-206361j
2016-01-01 12:00:00 PST,+2.05346e+06-976784i,+804020-345576i,+557735-424147j,+691701-207062j
2016-01-01 13:00:00 PST,+1.9795e+06-980542i,+777561-346515i,+537722-425796j,+664221-208232j
2016-01-01 14:00:00 PST,+2.0247e+06-978219i,+793487-345938i,+549333-424854j,+681881-207428j
2016-01-01 15:00:00 PST,+2.13981e+06-972029i,+837505-344079i,+579831-422413j,+722470-205537j
