# file...... node150_swingbus.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# target.... node 185
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,voltage_A,voltage_B,voltage_C
2016-03-04 00:00:00 PST,-24.3209-2396.75i,-2063.49+1219.44j,+2087.81+1177.31j
2016-03-04 01:00:00 PST,-24.2544-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-03-04 02:00:00 PST,-24.2284-2396.77i,-2063.55+1219.37j,+2087.78+1177.4j
2016-03-04 03:00:00 PST,-24.2565-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-03-04 04:00:00 PST,-24.3357-2396.75i,-2063.48+1219.45j,+2087.81+1177.3j
2016-03-04 05:00:00 PST,-24.4911-2396.75i,-2063.4+1219.58j,+2087.89+1177.17j
2016-03-04 06:00:00 PST,-24.5584-2396.73i,-2063.35+1219.63j,+2087.91+1177.1j
2016-03-04 07:00:00 PST,-24.4929-2396.75i,-2063.4+1219.59j,+2087.89+1177.16j
2016-03-04 08:00:00 PST,-24.2433-2396.77i,-2063.54+1219.38j,+2087.79+1177.39j
2016-03-04 09:00:00 PST,-23.963-2396.79i,-2063.7+1219.15j,+2087.66+1177.64j
2016-03-04 10:00:00 PST,-23.871-2396.79i,-2063.75+1219.07j,+2087.62+1177.72j
2016-03-04 11:00:00 PST,-23.8306-2396.79i,-2063.77+1219.03j,+2087.6+1177.76j
2016-03-04 12:00:00 PST,-23.7902-2396.81i,-2063.81+1219.01j,+2087.59+1177.8j
2016-03-04 13:00:00 PST,-23.8443-2396.79i,-2063.76+1219.05j,+2087.6+1177.75j
2016-03-04 14:00:00 PST,-23.9242-2396.79i,-2063.72+1219.11j,+2087.64+1177.68j
2016-03-04 15:00:00 PST,-24.1553-2396.77i,-2063.59+1219.3j,+2087.74+1177.47j
2016-03-04 16:00:00 PST,-24.4681-2396.75i,-2063.41+1219.57j,+2087.88+1177.19j
2016-03-04 17:00:00 PST,-24.9215-2396.71i,-2063.15+1219.94j,+2088.07+1176.77j
2016-03-04 18:00:00 PST,-25.2207-2396.67i,-2062.97+1220.18j,+2088.19+1176.49j
2016-03-04 19:00:00 PST,-25.3389-2396.67i,-2062.91+1220.28j,+2088.24+1176.39j
2016-03-04 20:00:00 PST,-25.2811-2396.67i,-2062.94+1220.23j,+2088.22+1176.44j
2016-03-04 21:00:00 PST,-25.05-2396.69i,-2063.07+1220.04j,+2088.12+1176.65j
2016-03-04 22:00:00 PST,-24.7532-2396.73i,-2063.25+1219.8j,+2088.01+1176.93j
2016-03-04 23:00:00 PST,-24.5112-2396.75i,-2063.39+1219.6j,+2087.9+1177.15j
2016-03-05 00:00:00 PST,-24.3776-2396.75i,-2063.46+1219.49j,+2087.84+1177.26j
2016-03-05 01:00:00 PST,-24.3096-2396.75i,-2063.49+1219.43j,+2087.8+1177.32j
2016-03-05 02:00:00 PST,-24.2889-2396.77i,-2063.52+1219.42j,+2087.81+1177.35j
2016-03-05 03:00:00 PST,-24.3213-2396.75i,-2063.49+1219.44j,+2087.81+1177.31j
2016-03-05 04:00:00 PST,-24.4028-2396.75i,-2063.45+1219.51j,+2087.85+1177.24j
2016-03-05 05:00:00 PST,-24.557-2396.73i,-2063.35+1219.63j,+2087.91+1177.1j
2016-03-05 06:00:00 PST,-24.6144-2396.73i,-2063.32+1219.68j,+2087.94+1177.05j
2016-03-05 07:00:00 PST,-24.504-2396.75i,-2063.39+1219.6j,+2087.9+1177.15j
2016-03-05 08:00:00 PST,-24.2218-2396.77i,-2063.55+1219.36j,+2087.78+1177.41j
2016-03-05 09:00:00 PST,-23.9332-2396.79i,-2063.72+1219.12j,+2087.65+1177.67j
2016-03-05 10:00:00 PST,-23.8349-2396.79i,-2063.76+1219.04j,+2087.6+1177.75j
2016-03-05 11:00:00 PST,-23.797-2396.81i,-2063.8+1219.01j,+2087.6+1177.8j
2016-03-05 12:00:00 PST,-23.7385-2396.81i,-2063.83+1218.96j,+2087.57+1177.85j
2016-03-05 13:00:00 PST,-23.7885-2396.81i,-2063.81+1219.01j,+2087.59+1177.8j
2016-03-05 14:00:00 PST,-23.8692-2396.79i,-2063.75+1219.07j,+2087.62+1177.72j
2016-03-05 15:00:00 PST,-24.1013-2396.77i,-2063.61+1219.26j,+2087.71+1177.51j
2016-03-05 16:00:00 PST,-24.481-2396.75i,-2063.41+1219.58j,+2087.89+1177.17j
2016-03-05 17:00:00 PST,-24.99-2396.71i,-2063.12+1220j,+2088.11+1176.71j
2016-03-05 18:00:00 PST,-25.3082-2396.67i,-2062.92+1220.25j,+2088.23+1176.42j
2016-03-05 19:00:00 PST,-25.4313-2396.65i,-2062.84+1220.35j,+2088.27+1176.3j
2016-03-05 20:00:00 PST,-25.3806-2396.67i,-2062.89+1220.31j,+2088.27+1176.35j
2016-03-05 21:00:00 PST,-25.1409-2396.69i,-2063.02+1220.12j,+2088.16+1176.57j
2016-03-05 22:00:00 PST,-24.8285-2396.71i,-2063.2+1219.86j,+2088.03+1176.85j
2016-03-05 23:00:00 PST,-24.5648-2396.73i,-2063.35+1219.64j,+2087.91+1177.09j
