# file...... underground_lines_power_out_A.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= underground_line
# property.. power_out_A
# limit..... -1
# interval.. 3600
# timestamp,O60-62,O62-63,O63-64,O64-65,O65-66
2016-03-04 00:00:00 PST,+63834.3+47440.1i,+63794.5+47432.4i,+45400.5+47422.1i,+45333.1+47408.9i,-1.84993e-08-1.64461e-09i
2016-03-04 01:00:00 PST,+63941.8+48723.5i,+63901.6+48716.8i,+47713.5+48707.1i,+47643.7+48693.4i,-7.22349e-09+2.12564e-09i
2016-03-04 02:00:00 PST,+63082.6+48759.4i,+63043.1+48752.8i,+47735+48743.1i,+47665.2+48729.4i,-1.34006e-08-1.03123e-09i
2016-03-04 03:00:00 PST,+63050.5+48738.9i,+63011+48732.2i,+47712.9+48722.5i,+47643.2+48708.9i,+1.21853e-08+1.11982e-09i
2016-03-04 04:00:00 PST,+62588.3+48685.1i,+62549.2+48678.5i,+47651.2+48668.9i,+47581.5+48655.2i,-2.40476e-08-7.43434e-11i
2016-03-04 05:00:00 PST,+64176.2+48543i,+64135.8+48536.2i,+47528+48526.5i,+47458.6+48512.8i,+1.93242e-08+4.34161e-10i
2016-03-04 06:00:00 PST,+66766.8+48444.7i,+66724.3+48437.4i,+47476.6+48427.6i,+47407.3+48413.8i,-8.43225e-09-1.00348e-10i
2016-03-04 07:00:00 PST,+69269.7+48471.7i,+69225.1+48463.9i,+47527.4+48453.9i,+47458.1+48439.8i,+2.11968e-08-1.76186e-09i
2016-03-04 08:00:00 PST,+66256.5+48730.2i,+66214.4+48722.9i,+47726.5+48712.7i,+47656.8+48698.5i,-5.35287e-09+2.93864e-09i
2016-03-04 09:00:00 PST,+63223.3+49001.2i,+63183.8+48994.3i,+47945.5+48984.1i,+47875.5+48969.8i,-4.80237e-09+2.87592e-09i
2016-03-04 10:00:00 PST,+62764.2+49080.3i,+62725+49073.5i,+48016.6+49063.3i,+47946.4+49049i,+1.67782e-08-5.96708e-10i
2016-03-04 11:00:00 PST,+62324.1+49116.9i,+62285.2+49110.1i,+48046.8+49100i,+47976.5+49085.8i,+1.07096e-08+1.24855e-09i
2016-03-04 12:00:00 PST,+62285.1+49151.8i,+62246.3+49145i,+48077.8+49134.9i,+48007.5+49120.7i,+3.84593e-09+4.05206e-10i
2016-03-04 13:00:00 PST,+62294.6+49112.5i,+62255.8+49105.7i,+48037.4+49095.5i,+47967.2+49081.3i,-1.24587e-08+2.77766e-11i
2016-03-04 14:00:00 PST,+62712.7+49044.6i,+62673.6+49037.7i,+47975.3+49027.6i,+47905.2+49013.3i,-1.92293e-08+2.31007e-09i
2016-03-04 15:00:00 PST,+63534.8+48851.7i,+63495+48844.7i,+47797+48834.5i,+47727.2+48820.3i,-2.46654e-08+1.39578e-09i
2016-03-04 16:00:00 PST,+66535.7+48534.9i,+66493.4+48527.7i,+47545.6+48517.8i,+47476.2+48504i,-1.0607e-08+3.7128e-09i
2016-03-04 17:00:00 PST,+73073.9+48039.8i,+73025.8+48031.6i,+47178.5+48022i,+47109.6+48008.4i,+5.21806e-11+1.01608e-09i
2016-03-04 18:00:00 PST,+78233.4+47710.2i,+78180.3+47701.1i,+46933.3+47691.4i,+46865+47677.8i,+6.19038e-09+2.82368e-11i
2016-03-04 19:00:00 PST,+82607.1+47532.9i,+82549.4+47522.9i,+46832.6+47513.2i,+46764.4+47499.5i,-1.59345e-08+3.66562e-09i
2016-03-04 20:00:00 PST,+83574.7+47561.4i,+83516+47551.2i,+46879.1+47541.5i,+46810.8+47527.7i,-8.29728e-09+3.5297e-09i
2016-03-04 21:00:00 PST,+81082.5+47788.6i,+81026.5+47779i,+47069.4+47769.2i,+47000.7+47755.4i,-3.39624e-09+1.32671e-11i
2016-03-04 22:00:00 PST,+75990.6+48115.2i,+75939.7+48106.4i,+47312.2+48096.7i,+47243.2+48082.9i,-8.72302e-09-1.02014e-09i
2016-03-04 23:00:00 PST,+71292.7+48392.4i,+71246.2+48384.5i,+47508.5+48374.7i,+47439+48361i,+6.77828e-09-7.5164e-10i
2016-03-05 00:00:00 PST,+66987.5+48572.3i,+66944.8+48565.1i,+47616.9+48555.3i,+47547.3+48541.6i,+9.6487e-10-1.87182e-09i
2016-03-05 01:00:00 PST,+64829.9+48663.1i,+64789+48656.2i,+47671+48646.4i,+47601.2+48632.8i,+1.47924e-08-9.00968e-10i
2016-03-05 02:00:00 PST,+64375.7+48688.1i,+64335.2+48681.3i,+47687.1+48671.6i,+47617.4+48657.9i,+7.50213e-09+1.72243e-09i
2016-03-05 03:00:00 PST,+64351.1+48664.4i,+64310.6+48657.5i,+47662.6+48647.8i,+47592.9+48634.2i,-4.2112e-10+2.64824e-09i
2016-03-05 04:00:00 PST,+63876.3+48607.4i,+63836.1+48600.6i,+47598.2+48590.9i,+47528.7+48577.3i,+1.07828e-08-5.35751e-10i
2016-03-05 05:00:00 PST,+65054.9+48469.6i,+65013.7+48462.7i,+47476+48453i,+47406.7+48439.4i,-1.81628e-08+5.21594e-10i
2016-03-05 06:00:00 PST,+68079+48365.1i,+68035.3+48357.7i,+47427.6+48348.1i,+47358.3+48334.5i,-2.63337e-09+3.04872e-09i
2016-03-05 07:00:00 PST,+70626.7+48408.1i,+70580.8+48400.3i,+47513+48390.6i,+47443.5+48377i,+1.28987e-08-3.05874e-09i
2016-03-05 08:00:00 PST,+67618+48683.7i,+67574.8+48676.4i,+47736.6+48666.7i,+47666.8+48653i,+8.51002e-09-1.84635e-09i
2016-03-05 09:00:00 PST,+64182+48965.8i,+64141.6+48959i,+47963.1+48949.3i,+47892.9+48935.7i,-2.47638e-08+5.97051e-10i
2016-03-05 10:00:00 PST,+63728.3+49049.4i,+63688.2+49042.7i,+48039.6+49033.1i,+47969.2+49019.4i,+1.95977e-08+1.02227e-09i
