# file...... node150_swingbus.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# target.... node 185
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,voltage_A,voltage_B,voltage_C
2016-12-02 00:00:00 PST,-24.37-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-12-02 01:00:00 PST,-24.3059-2396.75i,-2063.49+1219.42j,+2087.8+1177.33j
2016-12-02 02:00:00 PST,-24.2791-2396.77i,-2063.53+1219.41j,+2087.8+1177.36j
2016-12-02 03:00:00 PST,-24.2782-2396.77i,-2063.53+1219.41j,+2087.8+1177.36j
2016-12-02 04:00:00 PST,-24.3205-2396.75i,-2063.49+1219.44j,+2087.81+1177.31j
2016-12-02 05:00:00 PST,-24.457-2396.75i,-2063.42+1219.56j,+2087.88+1177.19j
2016-12-02 06:00:00 PST,-24.692-2396.73i,-2063.28+1219.75j,+2087.97+1176.98j
2016-12-02 07:00:00 PST,-24.8067-2396.71i,-2063.21+1219.84j,+2088.01+1176.87j
2016-12-02 08:00:00 PST,-24.4589-2396.75i,-2063.42+1219.56j,+2087.88+1177.19j
2016-12-02 09:00:00 PST,-24.2033-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-12-02 10:00:00 PST,-23.9907-2396.79i,-2063.69+1219.17j,+2087.68+1177.62j
2016-12-02 11:00:00 PST,-23.955-2396.79i,-2063.7+1219.14j,+2087.66+1177.65j
2016-12-02 12:00:00 PST,-24.0188-2396.79i,-2063.67+1219.2j,+2087.69+1177.59j
2016-12-02 13:00:00 PST,-23.9065-2396.79i,-2063.73+1219.1j,+2087.64+1177.69j
2016-12-02 14:00:00 PST,-23.8645-2396.79i,-2063.75+1219.06j,+2087.61+1177.73j
2016-12-02 15:00:00 PST,-24.1348-2396.77i,-2063.6+1219.29j,+2087.73+1177.48j
2016-12-02 16:00:00 PST,-24.9254-2396.71i,-2063.15+1219.94j,+2088.07+1176.77j
2016-12-02 17:00:00 PST,-25.3595-2396.67i,-2062.9+1220.3j,+2088.26+1176.37j
2016-12-02 18:00:00 PST,-25.5292-2396.65i,-2062.79+1220.43j,+2088.32+1176.21j
2016-12-02 19:00:00 PST,-25.4613-2396.65i,-2062.83+1220.37j,+2088.29+1176.27j
2016-12-02 20:00:00 PST,-25.4149-2396.67i,-2062.87+1220.34j,+2088.28+1176.32j
2016-12-02 21:00:00 PST,-25.2131-2396.69i,-2062.99+1220.18j,+2088.2+1176.51j
2016-12-02 22:00:00 PST,-24.8886-2396.71i,-2063.17+1219.91j,+2088.06+1176.8j
2016-12-02 23:00:00 PST,-24.6087-2396.73i,-2063.32+1219.68j,+2087.93+1177.05j
2016-12-03 00:00:00 PST,-24.4451-2396.75i,-2063.42+1219.55j,+2087.87+1177.21j
2016-12-03 01:00:00 PST,-24.3727-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-12-03 02:00:00 PST,-24.3417-2396.75i,-2063.48+1219.46j,+2087.82+1177.29j
2016-12-03 03:00:00 PST,-24.3417-2396.75i,-2063.48+1219.46j,+2087.82+1177.29j
2016-12-03 04:00:00 PST,-24.3882-2396.75i,-2063.45+1219.5j,+2087.84+1177.25j
2016-12-03 05:00:00 PST,-24.5354-2396.75i,-2063.38+1219.62j,+2087.91+1177.13j
2016-12-03 06:00:00 PST,-24.7809-2396.71i,-2063.22+1219.82j,+2088+1176.89j
2016-12-03 07:00:00 PST,-24.8831-2396.71i,-2063.17+1219.9j,+2088.05+1176.81j
2016-12-03 08:00:00 PST,-24.4638-2396.75i,-2063.41+1219.56j,+2087.88+1177.19j
2016-12-03 09:00:00 PST,-24.1906-2396.77i,-2063.57+1219.33j,+2087.76+1177.44j
2016-12-03 10:00:00 PST,-23.9786-2396.79i,-2063.69+1219.16j,+2087.67+1177.63j
2016-12-03 11:00:00 PST,-23.9404-2396.79i,-2063.71+1219.13j,+2087.65+1177.66j
2016-12-03 12:00:00 PST,-24.0008-2396.79i,-2063.68+1219.18j,+2087.68+1177.61j
2016-12-03 13:00:00 PST,-23.8821-2396.79i,-2063.74+1219.08j,+2087.62+1177.71j
2016-12-03 14:00:00 PST,-23.8356-2396.79i,-2063.76+1219.04j,+2087.6+1177.75j
2016-12-03 15:00:00 PST,-24.1011-2396.77i,-2063.61+1219.26j,+2087.71+1177.51j
2016-12-03 16:00:00 PST,-24.9022-2396.71i,-2063.16+1219.92j,+2088.06+1176.79j
2016-12-03 17:00:00 PST,-25.4407-2396.65i,-2062.84+1220.36j,+2088.28+1176.29j
2016-12-03 18:00:00 PST,-25.6339-2396.65i,-2062.74+1220.52j,+2088.37+1176.12j
2016-12-03 19:00:00 PST,-25.574-2396.65i,-2062.77+1220.47j,+2088.34+1176.18j
2016-12-03 20:00:00 PST,-25.5278-2396.65i,-2062.79+1220.43j,+2088.32+1176.22j
2016-12-03 21:00:00 PST,-25.3188-2396.67i,-2062.92+1220.26j,+2088.23+1176.41j
2016-12-03 22:00:00 PST,-24.9845-2396.71i,-2063.12+1219.99j,+2088.1+1176.72j
2016-12-03 23:00:00 PST,-24.6928-2396.73i,-2063.28+1219.75j,+2087.98+1176.98j
