# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:52:41 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-04-01 00:00:00 PDT,+2.34037e+06-961015i,+908763-341922i,+638248-416734j,+793354-202359j
2016-04-01 01:00:00 PDT,+2.31202e+06-962720i,+897591-342509i,+630616-417353j,+783809-202858j
2016-04-01 02:00:00 PDT,+2.31082e+06-962791i,+897146-342512i,+630310-417398j,+783365-202881j
2016-04-01 03:00:00 PDT,+2.36762e+06-959427i,+915779-341892i,+644477-415995j,+807367-201540j
2016-04-01 04:00:00 PDT,+2.53508e+06-948920i,+977080-339167i,+687937-411867j,+870066-197887j
2016-04-01 05:00:00 PDT,+2.70138e+06-937691i,+1.04189e+06-335406i,+731726-407998j,+927758-194287j
2016-04-01 06:00:00 PDT,+2.76277e+06-933124i,+1.06269e+06-333752i,+743636-407324j,+956443-192048j
2016-04-01 07:00:00 PDT,+2.47831e+06-952157i,+953021-339679i,+666286-414447j,+859004-198031j
2016-04-01 08:00:00 PDT,+2.10878e+06-973956i,+815183-345822i,+569273-422785j,+724322-205349j
2016-04-01 09:00:00 PDT,+1.85577e+06-986725i,+727548-348632i,+503714-428239j,+624505-209853j
2016-04-01 10:00:00 PDT,+1.78066e+06-990217i,+702596-349423i,+484583-429684j,+593482-211110j
2016-04-01 11:00:00 PDT,+1.73688e+06-992228i,+689682-349916i,+474680-430313j,+572513-211999j
2016-04-01 12:00:00 PDT,+1.73666e+06-992242i,+686233-350099i,+473042-430425j,+577385-211719j
2016-04-01 13:00:00 PDT,+1.76557e+06-990935i,+696144-349764i,+480539-429902j,+588892-211270j
2016-04-01 14:00:00 PDT,+1.88565e+06-985329i,+737933-348545i,+511429-427423j,+636289-209362j
2016-04-01 15:00:00 PDT,+2.29416e+06-963469i,+885150-343266i,+617661-418323j,+791347-201880j
2016-04-01 16:00:00 PDT,+2.67245e+06-939520i,+1.04487e+06-334883i,+727156-408295j,+900428-196341j
2016-04-01 17:00:00 PDT,+3.04572e+06-912339i,+1.18405e+06-326715i,+826971-398251j,+1.0347e+06-187373j
2016-04-01 18:00:00 PDT,+3.38051e+06-884813i,+1.30584e+06-318015i,+913317-389507j,+1.16135e+06-177291j
2016-04-01 19:00:00 PDT,+3.60555e+06-864609i,+1.39426e+06-310406i,+972658-383528j,+1.23864e+06-170675j
2016-04-01 20:00:00 PDT,+3.45982e+06-877666i,+1.34419e+06-313566i,+935781-388141j,+1.17986e+06-175958j
2016-04-01 21:00:00 PDT,+3.06045e+06-910995i,+1.19045e+06-324932i,+830254-399146j,+1.03975e+06-186918j
2016-04-01 22:00:00 PDT,+2.7163e+06-936483i,+1.05908e+06-333291i,+739450-407972j,+917762-195220j
2016-04-01 23:00:00 PDT,+2.42543e+06-955759i,+944102-339938i,+661578-414853j,+819745-200967j
2016-04-02 00:00:00 PDT,+2.40019e+06-957320i,+933854-340585i,+653871-415407j,+812465-201328j
2016-04-02 01:00:00 PDT,+2.36086e+06-959747i,+917778-341483i,+643153-416272j,+799931-201993j
2016-04-02 02:00:00 PDT,+2.35932e+06-959839i,+917172-341506i,+642708-416316j,+799436-202017j
2016-04-02 03:00:00 PDT,+2.4206e+06-956132i,+937390-340788i,+658059-414797j,+825150-200547j
2016-04-02 04:00:00 PDT,+2.59398e+06-945010i,+1.00069e+06-337899i,+702963-410466j,+890325-196645j
2016-04-02 05:00:00 PDT,+2.75302e+06-934070i,+1.06617e+06-333908i,+747106-406487j,+939749-193676j
2016-04-02 06:00:00 PDT,+2.79688e+06-930774i,+1.09205e+06-331665i,+760221-405567j,+944609-193543j
2016-04-02 07:00:00 PDT,+2.45968e+06-953366i,+971060-338072i,+673105-413821j,+815514-201474j
2016-04-02 08:00:00 PDT,+2.09051e+06-974863i,+833784-344376i,+576165-422308j,+680557-208179j
2016-04-02 09:00:00 PDT,+1.83836e+06-987407i,+745721-347344i,+512287-427790j,+580349-212273j
2016-04-02 10:00:00 PDT,+1.78022e+06-990111i,+724778-348150i,+497599-428878j,+557847-213083j
2016-04-02 11:00:00 PDT,+1.7527e+06-991367i,+714729-348605i,+490322-429337j,+547647-213425j
2016-04-02 12:00:00 PDT,+1.74659e+06-991644i,+712528-348694i,+488773-429447j,+545289-213504j
2016-04-02 13:00:00 PDT,+1.75934e+06-991046i,+718115-348435i,+492413-429218j,+548809-213392j
2016-04-02 14:00:00 PDT,+1.78999e+06-989618i,+730210-347888i,+500714-428677j,+559070-213053j
2016-04-02 15:00:00 PDT,+2.24479e+06-966284i,+895296-341968i,+618269-418375j,+731229-205941j
2016-04-02 16:00:00 PDT,+2.83509e+06-928025i,+1.1123e+06-330955i,+771744-403757j,+951047-193313j
2016-04-02 17:00:00 PDT,+3.16532e+06-902712i,+1.23547e+06-322989i,+858197-394985j,+1.07165e+06-184738j
2016-04-02 18:00:00 PDT,+3.47365e+06-876539i,+1.35082e+06-314246i,+938911-386601j,+1.18392e+06-175692j
2016-04-02 19:00:00 PDT,+3.70797e+06-854906i,+1.44221e+06-306109i,+1.00029e+06-380254j,+1.26547e+06-168542j
2016-04-02 20:00:00 PDT,+3.58319e+06-866322i,+1.39842e+06-308789i,+967034-384732j,+1.21774e+06-172802j
2016-04-02 21:00:00 PDT,+3.18307e+06-900968i,+1.24539e+06-320631i,+861609-396028j,+1.07607e+06-184309j
2016-04-02 22:00:00 PDT,+2.80885e+06-929723i,+1.10137e+06-330426i,+762725-405767j,+944758-193530j
2016-04-02 23:00:00 PDT,+2.51386e+06-950051i,+980876-337847i,+684511-412859j,+848472-199345j
