# file...... underground_lines_power_in_C.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# group..... class= underground_line
# property.. power_in_C
# limit..... -1
# interval.. 3600
# timestamp,O60-62,O62-63,O63-64,O64-65,O65-66
2016-01-01 00:00:00 PST,+148632+50313.9j,+106540+29334j,+106464+29318.8j,+106312+29288.6j,+44732.9+4.04669j
2016-01-01 01:00:00 PST,+147117+50897.6j,+104927+29866.4j,+104855+29851.8j,+104711+29822.6j,+42420.6+3.62922j
2016-01-01 02:00:00 PST,+146152+50908.8j,+103946+29868.8j,+103876+29854.5j,+103735+29825.8j,+41419.6+3.45821j
2016-01-01 03:00:00 PST,+146184+50907j,+103974+29865.1j,+103903+29850.7j,+103762+29822j,+41439.6+3.46124j
2016-01-01 04:00:00 PST,+145060+50854j,+102888+29829.7j,+102819+29815.6j,+102680+29787.4j,+40398.7+3.292j
2016-01-01 05:00:00 PST,+147689+50711.7j,+105629+29746j,+105556+29731.2j,+105410+29701.6j,+43281.5+3.79016j
2016-01-01 06:00:00 PST,+158178+50460.5j,+116311+29600.1j,+116223+29582.5j,+116047+29547.3j,+54193.9+5.97843j
2016-01-01 07:00:00 PST,+178053+50278.1j,+136301+29494j,+136182+29470.4j,+135943+29423.3j,+74284+11.2954j
2016-01-01 08:00:00 PST,+180146+50637.6j,+138077+29696.6j,+137955+29672.6j,+137712+29624.7j,+75645.9+11.6265j
2016-01-01 09:00:00 PST,+183073+50783.2j,+140823+29754.1j,+140697+29729.3j,+140446+29679.8j,+78130+12.3532j
2016-01-01 10:00:00 PST,+180714+50968j,+138336+29872.6j,+138215+29848.6j,+137973+29800.8j,+75495.2+11.4946j
2016-01-01 11:00:00 PST,+178998+51027j,+136579+29909.3j,+136462+29885.9j,+136225+29839.3j,+73692+10.9385j
2016-01-01 12:00:00 PST,+172759+51082.3j,+130321+29949.2j,+130213+29927.8j,+129998+29885j,+67431.9+9.14696j
2016-01-01 13:00:00 PST,+177826+51126.2j,+135337+29972.6j,+135222+29949.6j,+134990+29903.8j,+72369.7+10.5302j
2016-01-01 14:00:00 PST,+179408+51082.4j,+136949+29944.8j,+136830+29921.4j,+136593+29874.5j,+74012.5+11.0238j
2016-01-01 15:00:00 PST,+182149+51001.1j,+139760+29901.2j,+139636+29876.8j,+139389+29828.1j,+76907.6+11.9277j
2016-01-01 16:00:00 PST,+200001+50155.6j,+158219+29379.8j,+158060+29348.8j,+157741+29286.8j,+96057.4+18.9356j
2016-01-01 17:00:00 PST,+177859+49922.4j,+136478+29324.8j,+136358+29301j,+136117+29253.4j,+74965.8+11.6095j
2016-01-01 18:00:00 PST,+172642+49869.6j,+131406+29339.1j,+131293+29316.8j,+131068+29272.3j,+70127.8+10.188j
2016-01-01 19:00:00 PST,+174964+49886.7j,+133716+29352.8j,+133600+29329.8j,+133368+29283.9j,+72421.6+10.866j
2016-01-01 20:00:00 PST,+172181+49944.8j,+130875+29378.7j,+130764+29356.6j,+130541+29312.5j,+69506.6+9.99029j
2016-01-01 21:00:00 PST,+170227+50133.9j,+128755+29482.4j,+128647+29461j,+128432+29418.3j,+67172.7+9.28963j
2016-01-01 22:00:00 PST,+162460+50436j,+120728+29647.1j,+120633+29628.2j,+120444+29590.4j,+58820.1+7.07008j
2016-01-01 23:00:00 PST,+157091+50671.6j,+115137+29767.1j,+115051+29749.8j,+114879+29715.2j,+52942.3+5.69269j
2016-01-02 00:00:00 PST,+151454+50820j,+109349+29835j,+109271+29819.3j,+109116+29787.8j,+46955.3+4.45828j
2016-01-02 01:00:00 PST,+148724+50870.6j,+106562+29854.9j,+106488+29839.9j,+106340+29809.9j,+44092.2+3.92439j
2016-01-02 02:00:00 PST,+147755+50889.9j,+105571+29862.2j,+105499+29847.5j,+105353+29818j,+43071.2+3.74225j
2016-01-02 03:00:00 PST,+147817+50890.9j,+105633+29862.8j,+105560+29848j,+105414+29818.5j,+43131.3+3.75264j
2016-01-02 04:00:00 PST,+147230+50830.6j,+105085+29821.9j,+105013+29807.2j,+104869+29778j,+42630.8+3.6693j
2016-01-02 05:00:00 PST,+149336+50684.2j,+107309+29736.3j,+107234+29721.1j,+107083+29690.6j,+45003.3+4.10186j
2016-01-02 06:00:00 PST,+154221+50453.8j,+112392+29609.2j,+112310+29592.6j,+112145+29559.5j,+50339.3+5.16032j
2016-01-02 07:00:00 PST,+157466+50413.4j,+115730+29618.4j,+115643+29600.9j,+115468+29565.8j,+53813.5+5.91322j
2016-01-02 08:00:00 PST,+143491+50971.2j,+101377+29975.2j,+101310+29961.4j,+101175+29933.9j,+39017.4+3.07449j
2016-01-02 09:00:00 PST,+138553+51170.2j,+96244.2+30072.5j,+96183.2+30060j,+96061+30034.9j,+33622.9+2.27098j
2016-01-02 10:00:00 PST,+136384+51344.2j,+93951.7+30183.2j,+93893.6+30171.2j,+93776.9+30147.2j,+31181+1.94683j
2016-01-02 11:00:00 PST,+134083+51404.2j,+91609.3+30220.9j,+91553.8+30209.4j,+91442.5+30186.5j,+28789.4+1.65753j
2016-01-02 12:00:00 PST,+129823+51450j,+87331.7+30254.7j,+87280.8+30244.1j,+87178.9+30223j,+24496.8+1.19896j
2016-01-02 13:00:00 PST,+129836+51532.9j,+87280.6+30305.5j,+87229.9+30295j,+87128.1+30273.8j,+24366.7+1.18446j
2016-01-02 14:00:00 PST,+130358+51502.6j,+87827.9+30288.5j,+87776.6+30277.8j,+87673.6+30256.4j,+24947+1.24238j
2016-01-02 15:00:00 PST,+132523+51428.9j,+90060+30250.1j,+90006.2+30238.9j,+89898.3+30216.6j,+27268.4+1.48713j
2016-01-02 16:00:00 PST,+145426+50617j,+103584+29758.6j,+103513+29744.2j,+103372+29715.5j,+41559.9+3.51216j
2016-01-02 17:00:00 PST,+167583+49988.3j,+126242+29400.8j,+126139+29380.1j,+125931+29338.8j,+64829.2+8.67794j
2016-01-02 18:00:00 PST,+176647+49820.7j,+135480+29328.5j,+135361+29304.9j,+135121+29257.7j,+74285+11.4579j
2016-01-02 19:00:00 PST,+177803+49837.7j,+136628+29342.8j,+136507+29318.8j,+136264+29271j,+75427+11.8127j
2016-01-02 20:00:00 PST,+176758+49865.3j,+135530+29342.9j,+135411+29319.3j,+135172+29272.1j,+74254.8+11.4316j
2016-01-02 21:00:00 PST,+172225+50081.4j,+130815+29463.7j,+130704+29441.6j,+130482+29397.6j,+69316.2+9.91036j
2016-01-02 22:00:00 PST,+165823+50367.9j,+124147+29610.3j,+124047+29590.3j,+123847+29550.5j,+62305.1+7.94728j
2016-01-02 23:00:00 PST,+157863+50637.7j,+115943+29751j,+115856+29733.4j,+115682+29698.4j,+53793.4+5.88268j
2016-01-03 00:00:00 PST,+151454+50820j,+109349+29835j,+109271+29819.3j,+109116+29787.8j,+46955.3+4.45827j
