# file...... node150_swingbus.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# target.... node 185
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,voltage_A,voltage_B,voltage_C
2016-06-03 00:00:00 PDT,-24.1701-2396.77i,-2063.58+1219.32j,+2087.75+1177.45j
2016-06-03 01:00:00 PDT,-24.1266-2396.77i,-2063.6+1219.28j,+2087.73+1177.49j
2016-06-03 02:00:00 PDT,-24.1194-2396.77i,-2063.6+1219.27j,+2087.72+1177.5j
2016-06-03 03:00:00 PDT,-24.1615-2396.77i,-2063.58+1219.31j,+2087.75+1177.46j
2016-06-03 04:00:00 PDT,-24.2319-2396.77i,-2063.55+1219.37j,+2087.78+1177.4j
2016-06-03 05:00:00 PDT,-24.3749-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-06-03 06:00:00 PDT,-24.4379-2396.75i,-2063.43+1219.54j,+2087.87+1177.21j
2016-06-03 07:00:00 PDT,-24.2497-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-06-03 08:00:00 PDT,-24.0217-2396.79i,-2063.67+1219.2j,+2087.69+1177.59j
2016-06-03 09:00:00 PDT,-23.8679-2396.79i,-2063.75+1219.07j,+2087.62+1177.73j
2016-06-03 10:00:00 PDT,-23.8487-2396.79i,-2063.76+1219.05j,+2087.61+1177.74j
2016-06-03 11:00:00 PDT,-23.837-2396.79i,-2063.76+1219.04j,+2087.6+1177.75j
2016-06-03 12:00:00 PDT,-23.8811-2396.79i,-2063.74+1219.08j,+2087.62+1177.71j
2016-06-03 13:00:00 PDT,-23.9753-2396.79i,-2063.69+1219.16j,+2087.67+1177.63j
2016-06-03 14:00:00 PDT,-24.1411-2396.77i,-2063.59+1219.29j,+2087.73+1177.48j
2016-06-03 15:00:00 PDT,-24.5142-2396.75i,-2063.39+1219.6j,+2087.9+1177.15j
2016-06-03 16:00:00 PDT,-24.8507-2396.71i,-2063.19+1219.88j,+2088.04+1176.83j
2016-06-03 17:00:00 PDT,-25.0577-2396.69i,-2063.06+1220.04j,+2088.12+1176.64j
2016-06-03 18:00:00 PDT,-25.1128-2396.69i,-2063.04+1220.09j,+2088.15+1176.6j
2016-06-03 19:00:00 PDT,-25.2484-2396.67i,-2062.95+1220.2j,+2088.2+1176.47j
2016-06-03 20:00:00 PDT,-25.1981-2396.69i,-2062.99+1220.17j,+2088.19+1176.52j
2016-06-03 21:00:00 PDT,-24.8578-2396.71i,-2063.18+1219.88j,+2088.04+1176.83j
2016-06-03 22:00:00 PDT,-24.528-2396.75i,-2063.38+1219.62j,+2087.91+1177.13j
2016-06-03 23:00:00 PDT,-24.2592-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-06-04 00:00:00 PDT,-24.2076-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-06-04 01:00:00 PDT,-24.1674-2396.77i,-2063.58+1219.31j,+2087.75+1177.46j
2016-06-04 02:00:00 PDT,-24.158-2396.77i,-2063.59+1219.31j,+2087.74+1177.46j
2016-06-04 03:00:00 PDT,-24.2085-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-06-04 04:00:00 PDT,-24.2805-2396.77i,-2063.52+1219.41j,+2087.8+1177.36j
2016-06-04 05:00:00 PDT,-24.419-2396.75i,-2063.44+1219.52j,+2087.86+1177.23j
2016-06-04 06:00:00 PDT,-24.4742-2396.75i,-2063.41+1219.57j,+2087.88+1177.18j
2016-06-04 07:00:00 PDT,-24.2091-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-06-04 08:00:00 PDT,-23.9716-2396.79i,-2063.7+1219.16j,+2087.67+1177.64j
2016-06-04 09:00:00 PDT,-23.8068-2396.81i,-2063.8+1219.02j,+2087.6+1177.79j
2016-06-04 10:00:00 PDT,-23.7869-2396.81i,-2063.81+1219.01j,+2087.59+1177.81j
2016-06-04 11:00:00 PDT,-23.7879-2396.81i,-2063.81+1219.01j,+2087.59+1177.81j
2016-06-04 12:00:00 PDT,-23.8041-2396.81i,-2063.8+1219.02j,+2087.6+1177.79j
2016-06-04 13:00:00 PDT,-23.8961-2396.79i,-2063.73+1219.09j,+2087.63+1177.7j
2016-06-04 14:00:00 PDT,-24.0808-2396.77i,-2063.62+1219.24j,+2087.7+1177.53j
2016-06-04 15:00:00 PDT,-24.4831-2396.75i,-2063.41+1219.58j,+2087.89+1177.17j
2016-06-04 16:00:00 PDT,-24.9486-2396.71i,-2063.14+1219.96j,+2088.09+1176.75j
2016-06-04 17:00:00 PDT,-25.1766-2396.69i,-2063.01+1220.15j,+2088.18+1176.54j
2016-06-04 18:00:00 PDT,-25.2511-2396.67i,-2062.95+1220.2j,+2088.2+1176.47j
2016-06-04 19:00:00 PDT,-25.3925-2396.67i,-2062.88+1220.32j,+2088.27+1176.34j
2016-06-04 20:00:00 PDT,-25.334-2396.67i,-2062.91+1220.27j,+2088.24+1176.39j
2016-06-04 21:00:00 PDT,-24.9666-2396.71i,-2063.13+1219.98j,+2088.09+1176.73j
2016-06-04 22:00:00 PDT,-24.6066-2396.73i,-2063.33+1219.67j,+2087.93+1177.05j
2016-06-04 23:00:00 PDT,-24.3078-2396.75i,-2063.49+1219.43j,+2087.8+1177.32j
