# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-01-01 00:00:00 PST,+2.53535e+06-948673i,+988318-337373i,+690443-412436j,+856586-198864j
2016-01-01 01:00:00 PST,+2.44252e+06-954663i,+950029-339665i,+665056-414520j,+827431-200479j
2016-01-01 02:00:00 PST,+2.41383e+06-956477i,+938892-340300i,+657476-415138j,+817466-201039j
2016-01-01 03:00:00 PST,+2.40547e+06-957002i,+934676-340547i,+654929-415349j,+815870-201105j
2016-01-01 04:00:00 PST,+2.45675e+06-953845i,+951526-339971i,+667853-414020j,+837366-199854j
2016-01-01 05:00:00 PST,+2.62945e+06-942614i,+1.01518e+06-336942i,+712783-409705j,+901493-195967j
2016-01-01 06:00:00 PST,+2.92861e+06-921278i,+1.12557e+06-330500i,+790595-402375j,+1.01245e+06-188403j
2016-01-01 07:00:00 PST,+3.10972e+06-907025i,+1.19592e+06-325064i,+836432-398528j,+1.07737e+06-183433j
2016-01-01 08:00:00 PST,+2.68335e+06-938593i,+1.03211e+06-334941i,+723274-409803j,+927960-193849j
2016-01-01 09:00:00 PST,+2.39283e+06-957488i,+915439-341346i,+643056-416828j,+834338-199313j
2016-01-01 10:00:00 PST,+2.21756e+06-967810i,+853904-343795i,+598021-420855j,+765633-203160j
2016-01-01 11:00:00 PST,+2.16222e+06-970927i,+833744-344678i,+583574-422013j,+744903-204236j
2016-01-01 12:00:00 PST,+2.13411e+06-972543i,+825361-345046i,+577562-422465j,+731187-205032j
2016-01-01 13:00:00 PST,+2.06954e+06-975968i,+801408-345958i,+559846-423948j,+708287-206062j
2016-01-01 14:00:00 PST,+2.10803e+06-973893i,+815527-345404i,+569813-423130j,+722693-205358j
2016-01-01 15:00:00 PST,+2.21915e+06-967670i,+858445-343514i,+599332-420730j,+761378-203426j
2016-01-01 16:00:00 PST,+3.06873e+06-910037i,+1.16246e+06-327764i,+818760-400450j,+1.08751e+06-181823j
2016-01-01 17:00:00 PST,+3.7013e+06-855522i,+1.42259e+06-307618i,+995221-381710j,+1.28349e+06-166194j
2016-01-01 18:00:00 PST,+3.94937e+06-831239i,+1.53055e+06-297019i,+1.06535e+06-374030j,+1.35347e+06-160190j
2016-01-01 19:00:00 PST,+3.93982e+06-832167i,+1.52905e+06-296908i,+1.06319e+06-374431j,+1.34758e+06-160828j
2016-01-01 20:00:00 PST,+3.84395e+06-841751i,+1.49142e+06-300711i,+1.03751e+06-377141j,+1.31502e+06-163899j
