# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-03-04 00:00:00 PST,+2.45964e+06-953549i,+958787-339022i,+670409-414163j,+830446-200364j
2016-03-04 01:00:00 PST,+2.37868e+06-958657i,+924573-341043i,+648205-415938j,+805903-201676j
2016-03-04 02:00:00 PST,+2.35054e+06-960419i,+911100-341835i,+640655-416552j,+798787-202032j
2016-03-04 03:00:00 PST,+2.385e+06-958351i,+922936-341432i,+649368-415669j,+812694-201249j
2016-03-04 04:00:00 PST,+2.48177e+06-952366i,+955396-340264i,+673747-413206j,+852625-198896j
2016-03-04 05:00:00 PST,+2.66923e+06-939979i,+1.02309e+06-337062i,+721350-408603j,+924783-194314j
2016-03-04 06:00:00 PST,+2.75085e+06-934161i,+1.05543e+06-334788i,+741790-407045j,+953631-192327j
2016-03-04 07:00:00 PST,+2.6377e+06-941713i,+1.01718e+06-336107i,+710452-410569j,+910065-195038j
2016-03-04 08:00:00 PST,+2.29716e+06-963206i,+888457-342399i,+619620-418771j,+789085-202036j
2016-03-04 09:00:00 PST,+1.9253e+06-983335i,+753400-347725i,+521956-426826j,+649941-208784j
2016-03-04 10:00:00 PST,+1.80501e+06-989070i,+712013-349012i,+491093-429275j,+601902-210783j
2016-03-04 11:00:00 PST,+1.77559e+06-990453i,+702942-349372i,+484353-429705j,+588296-211375j
2016-03-04 12:00:00 PST,+1.75385e+06-991440i,+694913-349715i,+478308-430081j,+580626-211643j
2016-03-04 13:00:00 PST,+1.77449e+06-990511i,+699485-349555i,+482822-429815j,+592184-211140j
2016-03-04 14:00:00 PST,+1.88068e+06-985549i,+735809-348519i,+509941-427631j,+634932-209399j
2016-03-04 15:00:00 PST,+2.17924e+06-970071i,+840252-345102i,+586885-421068j,+752100-203901j
2016-03-04 16:00:00 PST,+2.50897e+06-950369i,+973714-338809i,+680027-412832j,+855230-198728j
2016-03-04 17:00:00 PST,+3.19292e+06-900560i,+1.2341e+06-323068i,+863856-394863j,+1.09496e+06-182628j
2016-03-04 18:00:00 PST,+3.56952e+06-867936i,+1.37657e+06-312081i,+962451-384576j,+1.2305e+06-171280j
2016-03-04 19:00:00 PST,+3.71801e+06-854005i,+1.43975e+06-305898i,+1.00318e+06-380619j,+1.27507e+06-167488j
2016-03-04 20:00:00 PST,+3.64614e+06-860658i,+1.41741e+06-307036i,+985559-383068j,+1.24317e+06-170554j
2016-03-04 21:00:00 PST,+3.36126e+06-886101i,+1.31201e+06-315169i,+911122-391386j,+1.13813e+06-179546j
2016-03-04 22:00:00 PST,+2.99299e+06-916057i,+1.17103e+06-325449i,+813511-401322j,+1.00844e+06-189286j
2016-03-04 23:00:00 PST,+2.69385e+06-937919i,+1.05428e+06-333077i,+733926-408817j,+905647-196025j
2016-03-05 00:00:00 PST,+2.52927e+06-949072i,+985370-337563i,+688472-412597j,+855427-198912j
2016-03-05 01:00:00 PST,+2.44567e+06-954471i,+950395-339689i,+665494-414456j,+829784-200326j
2016-03-05 02:00:00 PST,+2.42019e+06-956089i,+940267-340287i,+658614-415004j,+821304-200798j
2016-03-05 03:00:00 PST,+2.46006e+06-953605i,+953897-339763i,+668621-413998j,+837543-199844j
2016-03-05 04:00:00 PST,+2.56018e+06-947233i,+987544-338495i,+693853-411406j,+878787-197332j
2016-03-05 05:00:00 PST,+2.7501e+06-934341i,+1.0558e+06-335174i,+743078-406534j,+951226-192633j
2016-03-05 06:00:00 PST,+2.81804e+06-929412i,+1.09096e+06-332448i,+763768-404876j,+963318-192087j
2016-03-05 07:00:00 PST,+2.64974e+06-940904i,+1.04363e+06-334034i,+723058-409301j,+883048-197569j
2016-03-05 08:00:00 PST,+2.27411e+06-964485i,+906780-340873i,+625539-418231j,+741794-205381j
2016-03-05 09:00:00 PST,+1.89907e+06-984513i,+767668-346621i,+527901-426485j,+603504-211407j
2016-03-05 10:00:00 PST,+1.79789e+06-989273i,+731848-347839i,+502213-428560j,+563833-212874j
2016-03-05 11:00:00 PST,+1.77477e+06-990360i,+722775-348249i,+496111-428962j,+555889-213149j
2016-03-05 12:00:00 PST,+1.74183e+06-991881i,+709865-348820i,+487252-429543j,+544711-213518j
2016-03-05 13:00:00 PST,+1.7581e+06-991124i,+716731-348507i,+491810-429254j,+549555-213363j
2016-03-05 14:00:00 PST,+1.78048e+06-990077i,+725801-348098i,+497917-428854j,+556759-213125j
2016-03-05 15:00:00 PST,+2.04546e+06-977221i,+820680-344968i,+566210-423026j,+658570-209227j
2016-03-05 16:00:00 PST,+2.57426e+06-946072i,+1.01405e+06-336406i,+703506-410476j,+856700-199190j
2016-03-05 17:00:00 PST,+3.26519e+06-894463i,+1.27264e+06-319940i,+884615-392570j,+1.10793e+06-181952j
2016-03-05 18:00:00 PST,+3.66126e+06-859317i,+1.42169e+06-308013i,+987365-381649j,+1.2522e+06-169655j
2016-03-05 19:00:00 PST,+3.82472e+06-843478i,+1.48784e+06-301310i,+1.02974e+06-377572j,+1.30714e+06-164596j
2016-03-05 20:00:00 PST,+3.76114e+06-849519i,+1.46938e+06-302157i,+1.01446e+06-379783j,+1.27731e+06-167579j
2016-03-05 21:00:00 PST,+3.46174e+06-877115i,+1.35729e+06-311301i,+936268-388648j,+1.16818e+06-177166j
2016-03-05 22:00:00 PST,+3.08104e+06-909112i,+1.20708e+06-322851i,+836087-399069j,+1.03787e+06-187193j
2016-03-05 23:00:00 PST,+2.75985e+06-933275i,+1.07963e+06-331533i,+751037-407218j,+929186-194525j
