# file...... underground_lines_power_in_A.csv
# date...... Fri Oct 27 14:52:41 2017
# user...... mast9
# host...... (null)
# group..... class= underground_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O60-62,O62-63,O63-64,O64-65,O65-66
2016-03-04 00:00:00 PST,+63891.5+47451.5i,+63834.3+47440.2i,+45454.4+47432.4i,+45400.5+47422.1i,-3.91817e-09+2.44388e-09i
2016-03-04 01:00:00 PST,+63998.8+48734.2i,+63941.1+48724.1i,+47770.8+48717.4i,+47712.8+48707.7i,+1.15722e-08-3.20427e-10i
2016-03-04 02:00:00 PST,+63135.1+48772.6i,+63078.3+48762.8i,+47788.8+48756.1i,+47730.7+48746.4i,-8.93787e-09-4.72782e-10i
2016-03-04 03:00:00 PST,+63102.9+48752.1i,+63046.2+48742.2i,+47766.7+48735.6i,+47708.7+48725.9i,-2.41282e-08+5.88325e-10i
2016-03-04 04:00:00 PST,+62640.7+48697.8i,+62584.5+48688.1i,+47705.4+48681.5i,+47647.4+48671.8i,-8.73377e-10+9.40325e-10i
2016-03-04 05:00:00 PST,+64233.7+48553.5i,+64175.7+48543.4i,+47585.3+48536.5i,+47527.5+48526.8i,-6.32782e-09+1.7974e-10i
2016-03-04 06:00:00 PST,+66828.1+48458.1i,+66767+48447.3i,+47534.5+48440i,+47476.9+48430.2i,+1.01696e-08-3.31576e-10i
2016-03-04 07:00:00 PST,+69357+48495.2i,+69293+48483.7i,+47608.3+48475.9i,+47550.6+48465.9i,-9.00399e-09-2.61621e-09i
2016-03-04 08:00:00 PST,+66361+48767.5i,+66300.6+48756.7i,+47828.5+48749.4i,+47770.5+48739.2i,+9.76938e-09+2.48551e-09i
2016-03-04 09:00:00 PST,+63343.4+49048.4i,+63286.6+49038.2i,+48066.9+49031.3i,+48008.5+49021.2i,-1.11222e-08-1.70653e-09i
2016-03-04 10:00:00 PST,+62889.4+49129.2i,+62833+49119.1i,+48143.8+49112.3i,+48085.3+49102.2i,-1.08412e-08-1.84724e-09i
2016-03-04 11:00:00 PST,+62437.2+49153.3i,+62381.3+49143.4i,+48162.4+49136.7i,+48103.9+49126.6i,+9.14657e-09+1.09247e-09i
2016-03-04 12:00:00 PST,+62380.9+49170.2i,+62325+49160.3i,+48176.2+49153.5i,+48117.6+49143.5i,-1.96704e-08-1.41073e-09i
2016-03-04 13:00:00 PST,+62418+49160.8i,+62362.2+49150.9i,+48163.3+49144.1i,+48104.7+49134i,-2.28603e-08-1.5073e-09i
2016-03-04 14:00:00 PST,+62831.2+49091.4i,+62774.9+49081.3i,+48095.7+49074.5i,+48037.3+49064.4i,-1.53889e-08-3.13048e-10i
2016-03-04 15:00:00 PST,+63642.1+48892.3i,+63584.9+48882i,+47905+48875.1i,+47846.9+48865i,-8.78606e-09+1.9342e-09i
2016-03-04 16:00:00 PST,+66681.6+48615.6i,+66620.8+48604.9i,+47688.4+48597.7i,+47630.5+48587.9i,+1.3555e-10+2.59545e-09i
2016-03-04 17:00:00 PST,+73148.6+48055.2i,+73079.4+48043.2i,+47241.3+48035i,+47183.9+48025.4i,-2.56252e-08+2.08055e-09i
2016-03-04 18:00:00 PST,+78313.7+47720.4i,+78237.4+47707i,+46994.2+47697.9i,+46937.3+47688.2i,-1.07006e-08-5.21819e-12i
2016-03-04 19:00:00 PST,+82693.3+47544.7i,+82610.5+47530.1i,+46892.8+47520.1i,+46836+47510.4i,+2.41094e-09-4.46439e-11i
2016-03-04 20:00:00 PST,+83661.9+47573.9i,+83577.7+47559i,+46938.9+47548.8i,+46882.1+47539i,-1.14448e-08-8.03318e-10i
2016-03-04 21:00:00 PST,+81162.9+47802.8i,+81082.5+47788.6i,+47126.5+47779i,+47069.3+47769.2i,-1.1777e-08+1.73323e-09i
2016-03-04 22:00:00 PST,+76063.6+48128i,+75990.6+48115.2i,+47369.7+48106.5i,+47312.2+48096.7i,+1.32079e-08+3.09415e-10i
2016-03-04 23:00:00 PST,+71359.4+48404.1i,+71292.7+48392.4i,+47566.2+48384.5i,+47508.4+48374.7i,-1.13705e-08-1.14534e-09i
2016-03-05 00:00:00 PST,+67048.8+48583i,+66987.5+48572.3i,+47674.8+48565.1i,+47616.9+48555.3i,+1.26555e-08-1.15154e-09i
2016-03-05 01:00:00 PST,+64888.6+48673.3i,+64829.9+48663.1i,+47729+48656.2i,+47671+48646.4i,-4.5323e-10-2.23395e-09i
2016-03-05 02:00:00 PST,+64433.9+48698.3i,+64375.7+48688.1i,+47745.2+48681.3i,+47687.1+48671.6i,-1.0352e-08+7.25514e-10i
2016-03-05 03:00:00 PST,+64409.3+48674.5i,+64351.1+48664.4i,+47720.6+48657.5i,+47662.6+48647.8i,+1.34827e-08-7.84229e-10i
2016-03-05 04:00:00 PST,+63933.9+48617.4i,+63876.3+48607.4i,+47656.1+48600.6i,+47598.2+48590.9i,+1.11885e-08+1.01505e-09i
2016-03-05 05:00:00 PST,+65113.9+48479.9i,+65054.9+48469.6i,+47533.7+48462.7i,+47476+48453i,-1.24326e-09-1.96223e-09i
2016-03-05 06:00:00 PST,+68143.7+48377.2i,+68081+48366.3i,+47487.3+48358.9i,+47429.6+48349.3i,-3.2892e-09+2.53388e-09i
2016-03-05 07:00:00 PST,+70715.9+48433.5i,+70650+48422i,+47594.1+48414.3i,+47536.2+48404.6i,-4.43859e-09+1.87053e-09i
2016-03-05 08:00:00 PST,+67721.7+48722.8i,+67659.6+48712i,+47836.3+48704.8i,+47778.1+48695.1i,+2.28725e-08-7.96027e-10i
2016-03-05 09:00:00 PST,+64294.7+49019.6i,+64236.6+49009.6i,+48076.2+49002.9i,+48017.6+48993.3i,-1.16274e-08-1.16258e-09i
2016-03-05 10:00:00 PST,+63828+49092.7i,+63770.4+49082.9i,+48140.3+49076.2i,+48081.7+49066.6i,+6.24512e-10+1.07961e-09i
2016-03-05 11:00:00 PST,+63372.3+49116.6i,+63315.2+49106.8i,+48155.5+49100.3i,+48096.8+49090.7i,-7.71625e-09-4.56797e-10i
2016-03-05 12:00:00 PST,+62891.9+49147.9i,+62835.4+49138.2i,+48176.1+49131.7i,+48117.4+49122.1i,+1.47281e-08+5.64507e-10i
2016-03-05 13:00:00 PST,+63342.5+49129.9i,+63285.5+49120.2i,+48165.8+49113.6i,+48107+49104i,-8.43155e-09+7.42477e-10i
2016-03-05 14:00:00 PST,+63799.3+49107.2i,+63741.7+49097.3i,+48151.7+49090.7i,+48093+49081.1i,+4.1241e-09-3.30346e-09i
2016-03-05 15:00:00 PST,+64632.2+48924.1i,+64573.7+48914.1i,+47983+48907.4i,+47924.5+48897.8i,+3.32575e-09+4.91492e-10i
2016-03-05 16:00:00 PST,+67969.4+48528.1i,+67906.9+48517.4i,+47643.4+48510.1i,+47585.4+48500.6i,+1.58184e-08-1.80295e-09i
2016-03-05 17:00:00 PST,+74475+47957.7i,+74404.1+47945.4i,+47194.6+47937.1i,+47137.4+47927.6i,+1.03365e-08+3.42266e-09i
2016-03-05 18:00:00 PST,+79648+47606.8i,+79569.6+47593.1i,+46935.1+47583.7i,+46878.2+47574.1i,+1.52399e-08+4.11608e-09i
2016-03-05 19:00:00 PST,+84441.1+47416.3i,+84355.5+47401.2i,+46825.9+47390.8i,+46769.2+47381.1i,-3.59946e-09-8.79738e-10i
2016-03-05 20:00:00 PST,+85814.9+47434.8i,+85727.2+47419.3i,+46866.1+47408.7i,+46809.4+47398.9i,+3.80765e-09+2.63168e-09i
2016-03-05 21:00:00 PST,+82894.8+47683.1i,+82811.8+47668.4i,+47063.9+47658.3i,+47006.9+47648.5i,+6.64928e-09-7.15554e-10i
2016-03-05 22:00:00 PST,+77361+48039.1i,+77286.1+48025.9i,+47314+48016.9i,+47256.6+48007.1i,+1.47629e-09+3.93325e-09i
2016-03-05 23:00:00 PST,+72218.3+48344.2i,+72150.5+48332.3i,+47523.2+48324.3i,+47465.5+48314.5i,+3.83035e-09+3.44649e-09i
2016-03-06 00:00:00 PST,+67048.1+48582.2i,+66986.7+48571.5i,+47674+48564.3i,+47616.1+48554.5i,-1.96409e-08+3.18334e-10i
