# file...... node150_swingbus.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# target.... node 185
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,voltage_A,voltage_B,voltage_C
2016-12-02 00:00:00 PST,-24.37-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-12-02 01:00:00 PST,-24.3039-2396.75i,-2063.49+1219.42j,+2087.8+1177.33j
2016-12-02 02:00:00 PST,-24.2729-2396.77i,-2063.53+1219.41j,+2087.8+1177.36j
2016-12-02 03:00:00 PST,-24.2721-2396.77i,-2063.53+1219.41j,+2087.8+1177.37j
2016-12-02 04:00:00 PST,-24.3148-2396.75i,-2063.49+1219.43j,+2087.8+1177.32j
2016-12-02 05:00:00 PST,-24.4519-2396.75i,-2063.42+1219.55j,+2087.87+1177.2j
2016-12-02 06:00:00 PST,-24.691-2396.73i,-2063.28+1219.75j,+2087.97+1176.98j
2016-12-02 07:00:00 PST,-24.8207-2396.71i,-2063.2+1219.85j,+2088.02+1176.86j
2016-12-02 08:00:00 PST,-24.7328-2396.73i,-2063.26+1219.78j,+2088+1176.95j
2016-12-02 09:00:00 PST,-24.5608-2396.73i,-2063.35+1219.64j,+2087.91+1177.09j
2016-12-02 10:00:00 PST,-24.4744-2396.75i,-2063.41+1219.57j,+2087.88+1177.18j
2016-12-02 11:00:00 PST,-24.4615-2396.75i,-2063.42+1219.56j,+2087.88+1177.19j
2016-12-02 12:00:00 PST,-24.4393-2396.75i,-2063.43+1219.54j,+2087.87+1177.21j
2016-12-02 13:00:00 PST,-24.4278-2396.75i,-2063.43+1219.53j,+2087.86+1177.22j
2016-12-02 14:00:00 PST,-24.4342-2396.75i,-2063.43+1219.54j,+2087.86+1177.21j
2016-12-02 15:00:00 PST,-24.5163-2396.75i,-2063.39+1219.61j,+2087.9+1177.14j
2016-12-02 16:00:00 PST,-24.9446-2396.71i,-2063.14+1219.96j,+2088.08+1176.75j
2016-12-02 17:00:00 PST,-25.3646-2396.67i,-2062.89+1220.3j,+2088.26+1176.37j
2016-12-02 18:00:00 PST,-25.5306-2396.65i,-2062.79+1220.43j,+2088.32+1176.21j
2016-12-02 19:00:00 PST,-25.4627-2396.65i,-2062.83+1220.37j,+2088.29+1176.27j
2016-12-02 20:00:00 PST,-25.4151-2396.67i,-2062.87+1220.34j,+2088.28+1176.32j
2016-12-02 21:00:00 PST,-25.2133-2396.67i,-2062.97+1220.17j,+2088.18+1176.5j
2016-12-02 22:00:00 PST,-24.8884-2396.71i,-2063.17+1219.91j,+2088.06+1176.8j
2016-12-02 23:00:00 PST,-24.6087-2396.73i,-2063.32+1219.68j,+2087.93+1177.05j
2016-12-03 00:00:00 PST,-24.4451-2396.75i,-2063.42+1219.55j,+2087.87+1177.21j
2016-12-03 01:00:00 PST,-24.3727-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-12-03 02:00:00 PST,-24.3417-2396.75i,-2063.48+1219.46j,+2087.82+1177.29j
2016-12-03 03:00:00 PST,-24.3417-2396.75i,-2063.48+1219.46j,+2087.82+1177.29j
2016-12-03 04:00:00 PST,-24.3882-2396.75i,-2063.45+1219.5j,+2087.84+1177.25j
2016-12-03 05:00:00 PST,-24.535-2396.75i,-2063.38+1219.62j,+2087.91+1177.13j
2016-12-03 06:00:00 PST,-24.7809-2396.71i,-2063.22+1219.82j,+2088+1176.89j
2016-12-03 07:00:00 PST,-24.901-2396.71i,-2063.16+1219.92j,+2088.06+1176.79j
2016-12-03 08:00:00 PST,-24.737-2396.73i,-2063.26+1219.79j,+2088+1176.94j
2016-12-03 09:00:00 PST,-24.5475-2396.73i,-2063.36+1219.62j,+2087.9+1177.11j
2016-12-03 10:00:00 PST,-24.4566-2396.75i,-2063.42+1219.56j,+2087.87+1177.2j
2016-12-03 11:00:00 PST,-24.4414-2396.75i,-2063.43+1219.54j,+2087.87+1177.21j
2016-12-03 12:00:00 PST,-24.4125-2396.75i,-2063.44+1219.52j,+2087.85+1177.23j
2016-12-03 13:00:00 PST,-24.393-2396.75i,-2063.45+1219.5j,+2087.84+1177.25j
2016-12-03 14:00:00 PST,-24.3915-2396.75i,-2063.45+1219.5j,+2087.84+1177.25j
2016-12-03 15:00:00 PST,-24.4806-2396.75i,-2063.41+1219.58j,+2087.89+1177.17j
2016-12-03 16:00:00 PST,-24.919-2396.71i,-2063.15+1219.93j,+2088.07+1176.77j
2016-12-03 17:00:00 PST,-25.4539-2396.65i,-2062.83+1220.37j,+2088.28+1176.28j
2016-12-03 18:00:00 PST,-25.6433-2396.65i,-2062.74+1220.53j,+2088.38+1176.12j
2016-12-03 19:00:00 PST,-25.574-2396.65i,-2062.77+1220.47j,+2088.34+1176.18j
2016-12-03 20:00:00 PST,-25.5278-2396.65i,-2062.79+1220.43j,+2088.32+1176.22j
2016-12-03 21:00:00 PST,-25.3184-2396.67i,-2062.92+1220.26j,+2088.23+1176.41j
2016-12-03 22:00:00 PST,-24.9845-2396.71i,-2063.12+1219.99j,+2088.1+1176.72j
2016-12-03 23:00:00 PST,-24.6928-2396.73i,-2063.28+1219.75j,+2087.98+1176.98j
