# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-12-02 00:00:00 PST,+2.51978e+06-949700i,+981881-337765i,+686316-412783j,+851582-199153j
2016-12-02 01:00:00 PST,+2.43863e+06-954911i,+948700-339730i,+664153-414604j,+825774-200578j
2016-12-02 02:00:00 PST,+2.40034e+06-957329i,+933232-340623i,+653896-415434j,+813212-201272j
2016-12-02 03:00:00 PST,+2.39942e+06-957382i,+932625-340651i,+653457-415480j,+813342-201251j
2016-12-02 04:00:00 PST,+2.45179e+06-954166i,+949878-340061i,+666688-414121j,+835221-199984j
2016-12-02 05:00:00 PST,+2.62058e+06-943226i,+1.0111e+06-337203i,+710335-409920j,+899145-196103j
2016-12-02 06:00:00 PST,+2.91577e+06-922255i,+1.11998e+06-330902i,+787114-402695j,+1.00868e+06-188658j
2016-12-02 07:00:00 PST,+3.0765e+06-909676i,+1.18258e+06-326047i,+827599-399360j,+1.06632e+06-184268j
2016-12-02 08:00:00 PST,+2.96771e+06-918057i,+1.12802e+06-329820i,+795491-402780j,+1.0442e+06-185456j
2016-12-02 09:00:00 PST,+2.755e+06-933559i,+1.03902e+06-335539i,+735331-408341j,+980646-189679j
2016-12-02 10:00:00 PST,+2.64844e+06-940939i,+999996-337458i,+707535-411054j,+940911-192427j
2016-12-02 11:00:00 PST,+2.63257e+06-942027i,+993328-337903i,+703187-411387j,+936059-192738j
2016-12-02 12:00:00 PST,+2.60529e+06-943934i,+986351-338228i,+697634-411846j,+921300-193860j
2016-12-02 13:00:00 PST,+2.59125e+06-944807i,+978608-338697i,+692481-412315j,+920161-193795j
2016-12-02 14:00:00 PST,+2.599e+06-944280i,+983342-338349i,+694958-412141j,+920704-193789j
2016-12-02 15:00:00 PST,+2.7003e+06-937364i,+1.02317e+06-336041i,+722066-409784j,+955059-191540j
2016-12-02 16:00:00 PST,+3.2304e+06-896952i,+1.21942e+06-324103i,+860247-396311j,+1.15074e+06-176537j
2016-12-02 17:00:00 PST,+3.7542e+06-850462i,+1.4449e+06-305375i,+1.0099e+06-380287j,+1.29941e+06-164800j
2016-12-02 18:00:00 PST,+3.96226e+06-829933i,+1.53644e+06-296330i,+1.06912e+06-373680j,+1.3567e+06-159922j
2016-12-02 19:00:00 PST,+3.87707e+06-838492i,+1.5037e+06-299511i,+1.04646e+06-376210j,+1.32691e+06-162771j
