# file...... underground_lines_power_out_A.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# group..... class= underground_line
# property.. power_out_A
# limit..... -1
# interval.. 3600
# timestamp,O60-62,O62-63,O63-64,O64-65,O65-66
2016-08-05 00:00:00 PDT,+58531.4+47667i,+58495.7+47660.2i,+45511.6+47649.9i,+45443.9+47636.8i,-8.9435e-11+2.19807e-10i
2016-08-05 01:00:00 PDT,+59946.5+48911i,+59909.3+48904.8i,+47811.1+48895.2i,+47741.1+48881.6i,+1.47303e-08-5.34662e-11i
2016-08-05 02:00:00 PDT,+59936.9+48922.2i,+59899.8+48916i,+47821.6+48906.4i,+47751.6+48892.8i,-5.48414e-09+1.41435e-09i
2016-08-05 03:00:00 PDT,+59499.2+48901.9i,+59462.4+48895.8i,+47794.2+48886.2i,+47724.2+48872.6i,+1.34442e-08+6.38832e-10i
2016-08-05 04:00:00 PDT,+60279.6+48789.4i,+60242.2+48783.2i,+47694.1+48773.6i,+47624.4+48760i,+2.37579e-08+6.54772e-10i
2016-08-05 05:00:00 PDT,+62840.3+48664.5i,+62801+48657.9i,+47613.1+48648.2i,+47543.5+48634.5i,-4.06048e-09-5.4866e-10i
2016-08-05 06:00:00 PDT,+65380.2+48569.2i,+65338.9+48562.1i,+47561.1+48552.1i,+47491.7+48538.1i,-1.64553e-09-5.20223e-10i
2016-08-05 07:00:00 PDT,+63161.6+48795.9i,+63122.1+48789i,+47744.1+48778.9i,+47674.4+48764.7i,-9.01226e-09-8.74549e-10i
2016-08-05 08:00:00 PDT,+60151.2+49063.7i,+60114+49057.3i,+47965.6+49047.2i,+47895.6+49033.1i,-1.24727e-08-5.62941e-10i
2016-08-05 09:00:00 PDT,+60116.9+49197.5i,+60079.7+49191.1i,+48101.2+49181i,+48030.8+49166.9i,-1.87215e-08+1.25623e-09i
2016-08-05 10:00:00 PDT,+60115.8+49224.5i,+60078.5+49218i,+48130+49208i,+48059.5+49193.8i,+3.04852e-09+7.1041e-10i
2016-08-05 11:00:00 PDT,+60303.3+49205.8i,+60266+49199.4i,+48117.4+49189.4i,+48047+49175.3i,+3.38156e-09-3.59951e-09i
2016-08-05 12:00:00 PDT,+60536.5+49137.5i,+60498.9+49131.1i,+48070.4+49121.1i,+48000.1+49107i,-1.81592e-09+1.87843e-09i
2016-08-05 13:00:00 PDT,+61294+48996.2i,+61255.9+48989.6i,+47947.6+48979.6i,+47877.5+48965.5i,+2.87512e-08-5.21253e-10i
2016-08-05 14:00:00 PDT,+63258.2+48738.9i,+63218.6+48732i,+47730.7+48721.9i,+47661+48707.7i,-3.3656e-08-1.2968e-09i
2016-08-05 15:00:00 PDT,+66747.5+48329.6i,+66705.1+48322.1i,+47377.7+48311.9i,+47308.7+48297.7i,+1.03206e-08+1.11235e-09i
2016-08-05 16:00:00 PDT,+72768.1+47994.8i,+72720.2+47986.6i,+47133+47977i,+47064.2+47963.4i,+1.82599e-08-2.14909e-09i
2016-08-05 17:00:00 PDT,+74736.3+47766.6i,+74686.5+47758.2i,+46939.5+47748.6i,+46871.1+47735.2i,+9.96189e-09-7.07006e-10i
2016-08-05 18:00:00 PDT,+75798.3+47645.1i,+75747.5+47636.4i,+46830.7+47626.9i,+46762.4+47613.4i,+1.26198e-08+2.68432e-09i
2016-08-05 19:00:00 PDT,+77803+47521.4i,+77750.2+47512.4i,+46743.5+47502.7i,+46675.5+47489.2i,-7.43066e-09-3.30403e-09i
2016-08-05 20:00:00 PDT,+79110+47618.1i,+79055.9+47608.8i,+46859.1+47599.1i,+46790.8+47585.5i,+2.85792e-08+2.94952e-09i
2016-08-05 21:00:00 PDT,+73015.3+48054.7i,+72967.2+48046.5i,+47199.8+48036.9i,+47130.9+48023.2i,+1.42032e-08+1.39334e-09i
2016-08-05 22:00:00 PDT,+67767.4+48434i,+67724+48426.6i,+47486.2+48417i,+47416.8+48403.4i,-9.62046e-09-1.79691e-09i
2016-08-05 23:00:00 PDT,+62957.2+48743.2i,+62917.8+48736.6i,+47699.7+48726.9i,+47629.9+48713.3i,+4.18816e-09+1.17115e-09i
2016-08-06 00:00:00 PDT,+61226.9+48820.8i,+61188.8+48814.4i,+47760.6+48804.8i,+47690.7+48791.2i,-9.81383e-09-2.46025e-09i
2016-08-06 01:00:00 PDT,+60364.6+48874i,+60327.2+48867.7i,+47799+48858.1i,+47729+48844.5i,+7.56977e-09+1.41558e-09i
2016-08-06 02:00:00 PDT,+60366.2+48886i,+60328.8+48879.7i,+47810.5+48870.1i,+47740.6+48856.5i,+1.00844e-08-2.81827e-09i
2016-08-06 03:00:00 PDT,+59925.9+48863.2i,+59888.7+48857i,+47780.6+48847.3i,+47710.6+48833.8i,-1.06453e-08+1.21045e-09i
2016-08-06 04:00:00 PDT,+61108.5+48737.2i,+61070.5+48730.8i,+47672.4+48721.2i,+47602.7+48707.6i,-2.65606e-08+8.00503e-10i
2016-08-06 05:00:00 PDT,+63680.6+48611.3i,+63640.5+48604.6i,+47592.6+48595.1i,+47523+48581.6i,-6.60828e-09-1.94685e-09i
2016-08-06 06:00:00 PDT,+66250.4+48517.8i,+66208.3+48510.7i,+47550.4+48501.1i,+47480.9+48487.6i,+1.35808e-08+8.12268e-10i
2016-08-06 07:00:00 PDT,+63678.4+48786.3i,+63638.4+48779.6i,+47780.1+48770.1i,+47710.2+48756.6i,-5.35114e-09+1.79598e-09i
2016-08-06 08:00:00 PDT,+61070.3+49046.8i,+61032.3+49040.5i,+47993.8+49031i,+47923.4+49017.5i,+1.46773e-08+6.92435e-10i
2016-08-06 09:00:00 PDT,+60647.2+49193.4i,+60609.5+49187.2i,+48130.8+49177.6i,+48060.1+49164.1i,-1.50703e-08-1.42324e-09i
2016-08-06 10:00:00 PDT,+60681.1+49218.7i,+60643.4+49212.5i,+48154.6+49202.9i,+48084+49189.4i,+4.47516e-09-2.30388e-09i
2016-08-06 11:00:00 PDT,+60793.6+49200i,+60755.8+49193.7i,+48137+49184.2i,+48066.4+49170.7i,-2.53624e-08-1.41829e-09i
2016-08-06 12:00:00 PDT,+61470.7+49123.5i,+61432.4+49117.2i,+48073.7+49107.6i,+48003.1+49094.1i,+1.02933e-08+1.63751e-09i
2016-08-06 13:00:00 PDT,+62997.2+48990.3i,+62957.7+48983.7i,+47969.2+48974.2i,+47898.8+48960.7i,-1.34075e-08+6.90531e-11i
2016-08-06 14:00:00 PDT,+65009.5+48781.9i,+64968.4+48775.1i,+47800.1+48765.5i,+47730.1+48752.1i,+1.65118e-08+9.7794e-10i
2016-08-06 15:00:00 PDT,+68085+48388.9i,+68041.3+48381.6i,+47463.6+48372.1i,+47394.1+48358.7i,+3.20944e-09-3.62506e-09i
