# file...... node150_swingbus.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# target.... node 185
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,voltage_A,voltage_B,voltage_C
2016-08-05 00:00:00 PDT,-24.1707-2396.77i,-2063.58+1219.32j,+2087.75+1177.45j
2016-08-05 01:00:00 PDT,-24.1259-2396.77i,-2063.6+1219.28j,+2087.73+1177.49j
2016-08-05 02:00:00 PDT,-24.1124-2396.77i,-2063.61+1219.27j,+2087.72+1177.5j
2016-08-05 03:00:00 PDT,-24.1477-2396.77i,-2063.59+1219.3j,+2087.74+1177.47j
2016-08-05 04:00:00 PDT,-24.276-2396.77i,-2063.53+1219.41j,+2087.8+1177.36j
2016-08-05 05:00:00 PDT,-24.3813-2396.75i,-2063.46+1219.49j,+2087.84+1177.26j
2016-08-05 06:00:00 PDT,-24.4535-2396.75i,-2063.42+1219.55j,+2087.87+1177.2j
2016-08-05 07:00:00 PDT,-24.2234-2396.77i,-2063.55+1219.36j,+2087.78+1177.41j
2016-08-05 08:00:00 PDT,-23.9381-2396.79i,-2063.71+1219.13j,+2087.65+1177.66j
2016-08-05 09:00:00 PDT,-23.7623-2396.81i,-2063.82+1218.98j,+2087.58+1177.83j
2016-08-05 10:00:00 PDT,-23.7259-2396.81i,-2063.84+1218.95j,+2087.56+1177.86j
2016-08-05 11:00:00 PDT,-23.7421-2396.81i,-2063.83+1218.97j,+2087.57+1177.84j
2016-08-05 12:00:00 PDT,-23.808-2396.81i,-2063.8+1219.02j,+2087.6+1177.79j
2016-08-05 13:00:00 PDT,-23.9706-2396.79i,-2063.7+1219.15j,+2087.67+1177.64j
2016-08-05 14:00:00 PDT,-24.254-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-08-05 15:00:00 PDT,-24.7035-2396.73i,-2063.28+1219.76j,+2087.98+1176.97j
2016-08-05 16:00:00 PDT,-24.9839-2396.71i,-2063.12+1219.99j,+2088.1+1176.72j
2016-08-05 17:00:00 PDT,-25.2174-2396.67i,-2062.97+1220.17j,+2088.18+1176.5j
2016-08-05 18:00:00 PDT,-25.349-2396.67i,-2062.9+1220.29j,+2088.25+1176.38j
2016-08-05 19:00:00 PDT,-25.4559-2396.65i,-2062.83+1220.37j,+2088.29+1176.28j
2016-08-05 20:00:00 PDT,-25.3104-2396.67i,-2062.92+1220.25j,+2088.23+1176.41j
2016-08-05 21:00:00 PDT,-24.8954-2396.71i,-2063.16+1219.91j,+2088.06+1176.79j
2016-08-05 22:00:00 PDT,-24.5395-2396.73i,-2063.36+1219.62j,+2087.9+1177.11j
2016-08-05 23:00:00 PDT,-24.2676-2396.77i,-2063.53+1219.4j,+2087.8+1177.37j
2016-08-06 00:00:00 PDT,-24.1947-2396.77i,-2063.57+1219.34j,+2087.76+1177.43j
2016-08-06 01:00:00 PDT,-24.1456-2396.77i,-2063.59+1219.3j,+2087.74+1177.47j
2016-08-06 02:00:00 PDT,-24.1307-2396.77i,-2063.6+1219.28j,+2087.73+1177.49j
2016-08-06 03:00:00 PDT,-24.1693-2396.77i,-2063.58+1219.32j,+2087.75+1177.45j
2016-08-06 04:00:00 PDT,-24.3074-2396.75i,-2063.49+1219.43j,+2087.8+1177.32j
2016-08-06 05:00:00 PDT,-24.4053-2396.75i,-2063.44+1219.51j,+2087.85+1177.24j
2016-08-06 06:00:00 PDT,-24.4597-2396.75i,-2063.42+1219.56j,+2087.88+1177.19j
2016-08-06 07:00:00 PDT,-24.1674-2396.77i,-2063.58+1219.31j,+2087.75+1177.46j
2016-08-06 08:00:00 PDT,-23.8932-2396.79i,-2063.74+1219.09j,+2087.63+1177.7j
2016-08-06 09:00:00 PDT,-23.7151-2396.81i,-2063.84+1218.94j,+2087.56+1177.87j
2016-08-06 10:00:00 PDT,-23.6849-2396.81i,-2063.86+1218.92j,+2087.54+1177.89j
2016-08-06 11:00:00 PDT,-23.7081-2396.81i,-2063.85+1218.94j,+2087.55+1177.87j
2016-08-06 12:00:00 PDT,-23.7914-2396.81i,-2063.8+1219.01j,+2087.6+1177.8j
2016-08-06 13:00:00 PDT,-23.9275-2396.79i,-2063.72+1219.12j,+2087.65+1177.67j
2016-08-06 14:00:00 PDT,-24.1448-2396.77i,-2063.59+1219.3j,+2087.74+1177.48j
2016-08-06 15:00:00 PDT,-24.5717-2396.73i,-2063.34+1219.64j,+2087.91+1177.09j
2016-08-06 16:00:00 PDT,-25.0848-2396.69i,-2063.05+1220.07j,+2088.14+1176.62j
2016-08-06 17:00:00 PDT,-25.3352-2396.67i,-2062.91+1220.27j,+2088.24+1176.39j
2016-08-06 18:00:00 PDT,-25.4241-2396.67i,-2062.86+1220.35j,+2088.29+1176.32j
2016-08-06 19:00:00 PDT,-25.5308-2396.65i,-2062.79+1220.43j,+2088.32+1176.21j
2016-08-06 20:00:00 PDT,-25.3896-2396.67i,-2062.88+1220.32j,+2088.27+1176.35j
2016-08-06 21:00:00 PDT,-24.9572-2396.71i,-2063.13+1219.97j,+2088.09+1176.74j
2016-08-06 22:00:00 PDT,-24.5845-2396.73i,-2063.34+1219.66j,+2087.92+1177.07j
2016-08-06 23:00:00 PDT,-24.2953-2396.77i,-2063.52+1219.43j,+2087.81+1177.35j
