# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:53:00 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-06-03 00:00:00 PDT,+2.28168e+06-964645i,+881392-343693i,+622597-417798j,+777686-203154j
2016-06-03 01:00:00 PDT,+2.22849e+06-967739i,+860610-344673i,+608406-418976j,+759477-204091j
2016-06-03 02:00:00 PDT,+2.21951e+06-968243i,+857561-344746i,+606146-419215j,+755808-204283j
2016-06-03 03:00:00 PDT,+2.27145e+06-965288i,+874622-344214i,+619182-417957j,+777647-203117j
2016-06-03 04:00:00 PDT,+2.36033e+06-960010i,+910276-342587i,+643768-415771j,+806284-201652j
2016-06-03 05:00:00 PDT,+2.53694e+06-948827i,+973569-339542i,+687448-411856j,+875921-197429j
2016-06-03 06:00:00 PDT,+2.60378e+06-944187i,+992372-338564i,+699040-410932j,+912369-194691j
2016-06-03 07:00:00 PDT,+2.32599e+06-961651i,+885125-343737i,+622860-417760j,+818004-200154j
2016-06-03 08:00:00 PDT,+2.00776e+06-979413i,+771622-348074i,+540885-424699j,+695253-206640j
2016-06-03 09:00:00 PDT,+1.7973e+06-989666i,+701260-349962i,+488097-429191j,+607939-210514j
2016-06-03 10:00:00 PDT,+1.76244e+06-991262i,+690536-350179i,+479889-429915j,+592014-211168j
2016-06-03 11:00:00 PDT,+1.74659e+06-992049i,+686646-350182i,+478171-430206j,+581773-211661j
2016-06-03 12:00:00 PDT,+1.77623e+06-990660i,+703206-349441i,+486982-429654j,+586037-211565j
2016-06-03 13:00:00 PDT,+1.93053e+06-983376i,+757710-347674i,+526823-426563j,+645997-209138j
2016-06-03 14:00:00 PDT,+2.21685e+06-968214i,+855829-344183i,+598637-420584j,+762386-203447j
2016-06-03 15:00:00 PDT,+2.69389e+06-938238i,+1.02534e+06-336653i,+720987-409406j,+947558-192180j
2016-06-03 16:00:00 PDT,+2.98041e+06-917868i,+1.1465e+06-329079i,+809920-400907j,+1.02399e+06-187882j
2016-06-03 17:00:00 PDT,+3.26429e+06-895272i,+1.25388e+06-322234i,+885844-392728j,+1.12457e+06-180310j
2016-06-03 18:00:00 PDT,+3.40349e+06-883373i,+1.30511e+06-318535i,+922041-388855j,+1.17634e+06-175983j
2016-06-03 19:00:00 PDT,+3.60873e+06-864832i,+1.38094e+06-312696i,+973916-383126j,+1.25387e+06-169009j
2016-06-03 20:00:00 PDT,+3.544e+06-870559i,+1.36395e+06-313007i,+957614-385540j,+1.22244e+06-172012j
2016-06-03 21:00:00 PDT,+3.12954e+06-905832i,+1.20819e+06-324374i,+848478-397149j,+1.07287e+06-184309j
2016-06-03 22:00:00 PDT,+2.72188e+06-936319i,+1.05312e+06-334341i,+740229-407562j,+928531-194415j
2016-06-03 23:00:00 PDT,+2.39096e+06-958054i,+925048-341465i,+652036-415356j,+813877-201233j
2016-06-04 00:00:00 PDT,+2.32019e+06-962289i,+899770-342713i,+632223-416961j,+788200-202614j
2016-06-04 01:00:00 PDT,+2.27117e+06-965190i,+880402-343663i,+619036-418058j,+771729-203469j
2016-06-04 02:00:00 PDT,+2.25935e+06-965883i,+875384-343860i,+615856-418371j,+768106-203653j
2016-06-04 03:00:00 PDT,+2.32137e+06-962268i,+896902-343086i,+631658-416866j,+792815-202316j
2016-06-04 04:00:00 PDT,+2.41006e+06-956866i,+933799-341327i,+655999-414643j,+820266-200897j
2016-06-04 05:00:00 PDT,+2.57998e+06-945982i,+999851-337931i,+702002-410444j,+878132-197607j
2016-06-04 06:00:00 PDT,+2.62818e+06-942647i,+1.02271e+06-336459i,+714418-409340j,+891051-196848j
2016-06-04 07:00:00 PDT,+2.26718e+06-965205i,+893653-342628i,+621170-417835j,+752362-204741j
2016-06-04 08:00:00 PDT,+1.95389e+06-982121i,+778622-347161i,+539602-424891j,+635665-210069j
2016-06-04 09:00:00 PDT,+1.73539e+06-992350i,+702493-349391i,+484589-429580j,+548309-213379j
2016-06-04 10:00:00 PDT,+1.70439e+06-993715i,+691808-349630i,+477151-430273j,+535431-213811j
2016-06-04 11:00:00 PDT,+1.71032e+06-993482i,+694331-349438i,+479611-430254j,+536377-213791j
2016-06-04 12:00:00 PDT,+1.72899e+06-992684i,+701380-349092i,+485280-429986j,+542329-213605j
2016-06-04 13:00:00 PDT,+1.84673e+06-987357i,+744446-347552i,+516855-427679j,+585425-212126j
2016-06-04 14:00:00 PDT,+2.08083e+06-975702i,+829448-344329i,+578533-422735j,+672849-208638j
2016-06-04 15:00:00 PDT,+2.59162e+06-945436i,+1.01397e+06-336147i,+711463-410653j,+866183-198637j
2016-06-04 16:00:00 PDT,+3.18596e+06-901678i,+1.23129e+06-323421i,+865769-394983j,+1.0889e+06-183274j
2016-06-04 17:00:00 PDT,+3.49046e+06-875732i,+1.34264e+06-315740i,+944590-386220j,+1.20323e+06-173772j
2016-06-04 18:00:00 PDT,+3.59194e+06-866467i,+1.38356e+06-312231i,+971556-383349j,+1.23682e+06-170887j
2016-06-04 19:00:00 PDT,+3.76926e+06-849622i,+1.4526e+06-306392i,+1.01707e+06-378116j,+1.29959e+06-165115j
2016-06-04 20:00:00 PDT,+3.69797e+06-856149i,+1.43065e+06-307207i,+997592-380998j,+1.26973e+06-167944j
2016-06-04 21:00:00 PDT,+3.24463e+06-896253i,+1.25911e+06-320595i,+876928-394060j,+1.10858e+06-181597j
2016-06-04 22:00:00 PDT,+2.79864e+06-930709i,+1.09059e+06-331899i,+759165-405661j,+948882-193149j
2016-06-04 23:00:00 PDT,+2.434e+06-955268i,+947452-340244i,+662049-414358j,+824501-200665j
