# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:42 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-01-01 00:00:00 PST,+2.53535e+06-948673i,+988318-337373i,+690443-412436j,+856586-198864j
2016-01-01 01:00:00 PST,+2.44252e+06-954663i,+950029-339665i,+665056-414520j,+827431-200479j
2016-01-01 02:00:00 PST,+2.41383e+06-956477i,+938892-340300i,+657476-415138j,+817466-201039j
2016-01-01 03:00:00 PST,+2.40547e+06-957002i,+934676-340547i,+654929-415349j,+815870-201105j
2016-01-01 04:00:00 PST,+2.45675e+06-953845i,+951526-339971i,+667853-414020j,+837366-199854j
2016-01-01 05:00:00 PST,+2.62945e+06-942614i,+1.01518e+06-336942i,+712783-409705j,+901493-195967j
2016-01-01 06:00:00 PST,+2.92861e+06-921278i,+1.12557e+06-330500i,+790595-402375j,+1.01245e+06-188403j
2016-01-01 07:00:00 PST,+3.11756e+06-906396i,+1.19858e+06-324903i,+838376-398320j,+1.08061e+06-183174j
2016-01-01 08:00:00 PST,+2.98841e+06-916459i,+1.13636e+06-329204i,+801022-402300j,+1.05103e+06-184955j
2016-01-01 09:00:00 PST,+2.76629e+06-932748i,+1.04299e+06-335279i,+738208-408109j,+985092-189360j
2016-01-01 10:00:00 PST,+2.67041e+06-939421i,+1.0087e+06-336910i,+713371-410577j,+948334-191934j
2016-01-01 11:00:00 PST,+2.65585e+06-940431i,+1.0025e+06-337328i,+709394-410888j,+943956-192216j
2016-01-01 12:00:00 PST,+2.62081e+06-942880i,+991808-337895i,+701602-411531j,+927397-193453j
2016-01-01 13:00:00 PST,+2.61297e+06-943339i,+987268-338152i,+698294-411860j,+927404-193327j
2016-01-01 14:00:00 PST,+2.61062e+06-943492i,+987408-338102i,+697905-411909j,+925307-193481j
2016-01-01 15:00:00 PST,+2.70174e+06-937257i,+1.02346e+06-336058i,+722274-409736j,+956013-191463j
2016-01-01 16:00:00 PST,+3.12088e+06-905894i,+1.18024e+06-326684i,+832045-399114j,+1.10859e+06-180096j
2016-01-01 17:00:00 PST,+3.7013e+06-855522i,+1.42259e+06-307618i,+995221-381710j,+1.28349e+06-166194j
2016-01-01 18:00:00 PST,+3.94937e+06-831239i,+1.53055e+06-297019i,+1.06535e+06-374030j,+1.35347e+06-160190j
2016-01-01 19:00:00 PST,+3.93982e+06-832167i,+1.52905e+06-296908i,+1.06319e+06-374431j,+1.34758e+06-160828j
2016-01-01 20:00:00 PST,+3.84395e+06-841751i,+1.49142e+06-300711i,+1.03751e+06-377141j,+1.31502e+06-163899j
