# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-12-02 00:00:00 PST,+2.51978e+06-949700i,+981881-337765i,+686316-412783j,+851582-199153j
2016-12-02 01:00:00 PST,+2.43863e+06-954911i,+948700-339730i,+664153-414604j,+825774-200578j
2016-12-02 02:00:00 PST,+2.40034e+06-957329i,+933232-340623i,+653896-415434j,+813212-201272j
2016-12-02 03:00:00 PST,+2.39942e+06-957382i,+932625-340651i,+653457-415480j,+813342-201251j
2016-12-02 04:00:00 PST,+2.45179e+06-954166i,+949878-340061i,+666688-414121j,+835221-199984j
2016-12-02 05:00:00 PST,+2.62058e+06-943226i,+1.0111e+06-337203i,+710335-409920j,+899145-196103j
2016-12-02 06:00:00 PST,+2.91577e+06-922255i,+1.11998e+06-330902i,+787114-402695j,+1.00868e+06-188658j
2016-12-02 07:00:00 PST,+3.05583e+06-911298i,+1.17552e+06-326483i,+822360-399893j,+1.05795e+06-184922j
2016-12-02 08:00:00 PST,+2.67762e+06-939013i,+1.02889e+06-335231i,+721571-409900j,+927156-193881j
2016-12-02 09:00:00 PST,+2.37777e+06-958423i,+910154-341630i,+639248-417127j,+828367-199665j
2016-12-02 10:00:00 PST,+2.13935e+06-972205i,+825935-344984i,+577826-422501j,+735589-204719j
2016-12-02 11:00:00 PST,+2.09953e+06-974389i,+811100-345636i,+567410-423312j,+721016-205441j
2016-12-02 12:00:00 PST,+2.1627e+06-970977i,+834961-344752i,+584828-421795j,+742908-204430j
2016-12-02 13:00:00 PST,+2.04308e+06-977386i,+791124-346444i,+552787-424451j,+699166-206491j
2016-12-02 14:00:00 PST,+1.99997e+06-979573i,+778412-346775i,+542315-425357j,+679243-207440j
2016-12-02 15:00:00 PST,+2.29736e+06-963163i,+885397-342394i,+619403-419030j,+792563-201739j
2016-12-02 16:00:00 PST,+3.22575e+06-897334i,+1.21784e+06-324205i,+859028-396432j,+1.14888e+06-176697j
2016-12-02 17:00:00 PST,+3.7542e+06-850462i,+1.4449e+06-305375i,+1.0099e+06-380287j,+1.29941e+06-164800j
2016-12-02 18:00:00 PST,+3.96226e+06-829933i,+1.53644e+06-296330i,+1.06912e+06-373680j,+1.3567e+06-159922j
2016-12-02 19:00:00 PST,+3.87707e+06-838492i,+1.5037e+06-299511i,+1.04646e+06-376210j,+1.32691e+06-162771j
