# file...... node150_swingbus.csv
# date...... Fri Oct 27 14:51:42 2017
# user...... mast9
# host...... (null)
# target.... node 185
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,voltage_A,voltage_B,voltage_C
2016-03-04 00:00:00 PST,-24.3209-2396.75i,-2063.49+1219.44j,+2087.81+1177.31j
2016-03-04 01:00:00 PST,-24.2544-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-03-04 02:00:00 PST,-24.2284-2396.77i,-2063.55+1219.37j,+2087.78+1177.4j
2016-03-04 03:00:00 PST,-24.2565-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-03-04 04:00:00 PST,-24.3357-2396.75i,-2063.48+1219.45j,+2087.81+1177.3j
2016-03-04 05:00:00 PST,-24.4911-2396.75i,-2063.4+1219.58j,+2087.89+1177.17j
2016-03-04 06:00:00 PST,-24.5723-2396.73i,-2063.34+1219.65j,+2087.91+1177.08j
2016-03-04 07:00:00 PST,-24.6637-2396.73i,-2063.3+1219.72j,+2087.96+1177.01j
2016-03-04 08:00:00 PST,-24.5688-2396.73i,-2063.34+1219.64j,+2087.91+1177.09j
2016-03-04 09:00:00 PST,-24.4332-2396.75i,-2063.43+1219.53j,+2087.86+1177.22j
2016-03-04 10:00:00 PST,-24.4063-2396.75i,-2063.44+1219.51j,+2087.85+1177.24j
2016-03-04 11:00:00 PST,-24.388-2396.75i,-2063.45+1219.5j,+2087.84+1177.25j
2016-03-04 12:00:00 PST,-24.3751-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-03-04 13:00:00 PST,-24.363-2396.75i,-2063.47+1219.47j,+2087.83+1177.28j
2016-03-04 14:00:00 PST,-24.3812-2396.75i,-2063.46+1219.49j,+2087.84+1177.26j
2016-03-04 15:00:00 PST,-24.5237-2396.75i,-2063.39+1219.61j,+2087.91+1177.14j
2016-03-04 16:00:00 PST,-24.7213-2396.73i,-2063.27+1219.77j,+2087.99+1176.96j
2016-03-04 17:00:00 PST,-24.9635-2396.71i,-2063.13+1219.97j,+2088.09+1176.74j
2016-03-04 18:00:00 PST,-25.2207-2396.67i,-2062.97+1220.18j,+2088.19+1176.49j
2016-03-04 19:00:00 PST,-25.3389-2396.67i,-2062.91+1220.28j,+2088.24+1176.39j
2016-03-04 20:00:00 PST,-25.2811-2396.67i,-2062.94+1220.23j,+2088.22+1176.44j
2016-03-04 21:00:00 PST,-25.05-2396.69i,-2063.07+1220.04j,+2088.12+1176.65j
2016-03-04 22:00:00 PST,-24.7532-2396.73i,-2063.25+1219.8j,+2088.01+1176.93j
2016-03-04 23:00:00 PST,-24.5112-2396.75i,-2063.39+1219.6j,+2087.9+1177.15j
2016-03-05 00:00:00 PST,-24.3776-2396.75i,-2063.46+1219.49j,+2087.84+1177.26j
2016-03-05 01:00:00 PST,-24.3096-2396.75i,-2063.49+1219.43j,+2087.8+1177.32j
2016-03-05 02:00:00 PST,-24.2889-2396.77i,-2063.52+1219.42j,+2087.81+1177.35j
2016-03-05 03:00:00 PST,-24.3213-2396.75i,-2063.49+1219.44j,+2087.81+1177.31j
2016-03-05 04:00:00 PST,-24.4028-2396.75i,-2063.45+1219.51j,+2087.85+1177.24j
2016-03-05 05:00:00 PST,-24.557-2396.73i,-2063.35+1219.63j,+2087.91+1177.1j
2016-03-05 06:00:00 PST,-24.6282-2396.73i,-2063.31+1219.69j,+2087.94+1177.04j
2016-03-05 07:00:00 PST,-24.674-2396.73i,-2063.29+1219.73j,+2087.97+1177j
2016-03-05 08:00:00 PST,-24.5502-2396.73i,-2063.35+1219.63j,+2087.9+1177.1j
2016-03-05 09:00:00 PST,-24.4036-2396.75i,-2063.45+1219.51j,+2087.85+1177.24j
2016-03-05 10:00:00 PST,-24.3724-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-03-05 11:00:00 PST,-24.3536-2396.75i,-2063.47+1219.47j,+2087.82+1177.28j
2016-03-05 12:00:00 PST,-24.3236-2396.75i,-2063.49+1219.44j,+2087.81+1177.31j
2016-03-05 13:00:00 PST,-24.3092-2396.75i,-2063.49+1219.43j,+2087.8+1177.32j
2016-03-05 14:00:00 PST,-24.3275-2396.75i,-2063.48+1219.44j,+2087.81+1177.31j
2016-03-05 15:00:00 PST,-24.4697-2396.75i,-2063.41+1219.57j,+2087.88+1177.18j
2016-03-05 16:00:00 PST,-24.7343-2396.73i,-2063.26+1219.79j,+2088+1176.94j
2016-03-05 17:00:00 PST,-25.0321-2396.69i,-2063.08+1220.02j,+2088.11+1176.67j
2016-03-05 18:00:00 PST,-25.3082-2396.67i,-2062.92+1220.25j,+2088.23+1176.42j
2016-03-05 19:00:00 PST,-25.4313-2396.65i,-2062.84+1220.35j,+2088.27+1176.3j
2016-03-05 20:00:00 PST,-25.3806-2396.67i,-2062.89+1220.31j,+2088.27+1176.35j
2016-03-05 21:00:00 PST,-25.1409-2396.69i,-2063.02+1220.12j,+2088.16+1176.57j
2016-03-05 22:00:00 PST,-24.8285-2396.71i,-2063.2+1219.86j,+2088.03+1176.85j
2016-03-05 23:00:00 PST,-24.5648-2396.73i,-2063.35+1219.64j,+2087.91+1177.09j
