# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:42 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-03-04 00:00:00 PST,+2.4596e+06-953551i,+958787-339022i,+670399-414163j,+830415-200366j
2016-03-04 01:00:00 PST,+2.37782e+06-958703i,+924574-341037i,+647927-415956j,+805323-201709j
2016-03-04 02:00:00 PST,+2.34579e+06-960670i,+911103-341802i,+639097-416652j,+795586-202216j
2016-03-04 03:00:00 PST,+2.38024e+06-958607i,+922939-341400i,+647808-415771j,+809492-201437j
2016-03-04 04:00:00 PST,+2.47752e+06-952608i,+955399-340234i,+672353-413299j,+849765-199075j
2016-03-04 05:00:00 PST,+2.6687e+06-940011i,+1.02309e+06-337058i,+721180-408615j,+924426-194339j
2016-03-04 06:00:00 PST,+2.76921e+06-932856i,+1.06215e+06-334432i,+746299-406593j,+960762-191830j
2016-03-04 07:00:00 PST,+2.88202e+06-924514i,+1.09851e+06-331904i,+773240-404573j,+1.01027e+06-188037j
2016-03-04 08:00:00 PST,+2.7649e+06-932871i,+1.04303e+06-335417i,+738208-407967j,+983659-189487j
2016-03-04 09:00:00 PST,+2.59783e+06-944345i,+975943-339154i,+692479-412149j,+929411-193043j
2016-03-04 10:00:00 PST,+2.56456e+06-946544i,+963332-339763i,+683652-412963j,+917582-193818j
2016-03-04 11:00:00 PST,+2.54205e+06-948081i,+956315-340129i,+678699-413358j,+907040-194594j
2016-03-04 12:00:00 PST,+2.52634e+06-949085i,+949765-340492i,+674115-413751j,+902464-194842j
2016-03-04 13:00:00 PST,+2.51125e+06-950044i,+943301-340864i,+669636-414125j,+898311-195055j
2016-03-04 14:00:00 PST,+2.53377e+06-948584i,+951956-340506i,+675531-413535j,+906279-194544j
2016-03-04 15:00:00 PST,+2.70917e+06-936774i,+1.01476e+06-337710i,+720727-409112j,+973689-189953j
2016-03-04 16:00:00 PST,+2.95323e+06-919384i,+1.12182e+06-331478i,+792742-401845j,+1.03867e+06-186061j
2016-03-04 17:00:00 PST,+3.25362e+06-895578i,+1.25417e+06-321783i,+879248-393242j,+1.1202e+06-180554j
2016-03-04 18:00:00 PST,+3.57415e+06-867553i,+1.37655e+06-312131i,+963988-384441j,+1.23361e+06-170980j
