# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:53:00 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-05-06 00:00:00 PDT,+2.32828e+06-961798i,+902090-342361i,+635424-416944j,+790763-202493j
2016-05-06 01:00:00 PDT,+2.29761e+06-963629i,+890113-342969i,+627200-417619j,+780298-203040j
2016-05-06 02:00:00 PDT,+2.29751e+06-963630i,+890087-342944i,+627159-417645j,+780264-203041j
2016-05-06 03:00:00 PDT,+2.35376e+06-960316i,+908515-342341i,+641177-416259j,+804070-201716j
2016-05-06 04:00:00 PDT,+2.48141e+06-952407i,+956888-340129i,+675107-413107j,+849419-199171j
2016-05-06 05:00:00 PDT,+2.5946e+06-944927i,+999307-337709i,+703004-410766j,+892292-196452j
2016-05-06 06:00:00 PDT,+2.67356e+06-939387i,+1.02522e+06-336185i,+719264-409445j,+929082-193756j
2016-05-06 07:00:00 PDT,+2.37436e+06-958694i,+911075-341982i,+638601-416728j,+824687-199984j
2016-05-06 08:00:00 PDT,+2.00575e+06-979408i,+777760-347374i,+541900-424876j,+686084-207157j
2016-05-06 09:00:00 PDT,+1.81167e+06-988849i,+712169-349268i,+492636-428981j,+606865-210600j
2016-05-06 10:00:00 PDT,+1.71918e+06-993035i,+681006-350294i,+468958-430677j,+569218-212064j
2016-05-06 11:00:00 PDT,+1.68284e+06-994632i,+671312-350644i,+461123-431160j,+550410-212827j
2016-05-06 12:00:00 PDT,+1.68406e+06-994565i,+673301-350534i,+461893-431121j,+548867-212910j
2016-05-06 13:00:00 PDT,+1.69364e+06-994127i,+677440-350365i,+464472-430956j,+551725-212806j
2016-05-06 14:00:00 PDT,+1.89154e+06-985012i,+745382-348396i,+513079-427043j,+633074-209574j
2016-05-06 15:00:00 PDT,+2.34768e+06-960207i,+908965-342369i,+629813-416938j,+808898-200900j
2016-05-06 16:00:00 PDT,+2.7239e+06-935956i,+1.0647e+06-334069i,+739145-406826j,+920064-195062j
2016-05-06 17:00:00 PDT,+3.05484e+06-911617i,+1.18752e+06-326850i,+827837-397806j,+1.03948e+06-186960j
2016-05-06 18:00:00 PDT,+3.3028e+06-891532i,+1.27475e+06-320739i,+893167-391329j,+1.13488e+06-179463j
2016-05-06 19:00:00 PDT,+3.55564e+06-869322i,+1.36922e+06-313260i,+958778-384580j,+1.22765e+06-171482j
2016-05-06 20:00:00 PDT,+3.47188e+06-876697i,+1.34535e+06-313894i,+938829-387587j,+1.18771e+06-175216j
