# file...... node150_swingbus.csv
# date...... Fri Oct 27 14:53:00 2017
# user...... mast9
# host...... (null)
# target.... node 185
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,voltage_A,voltage_B,voltage_C
2016-05-06 00:00:00 PDT,-24.2142-2396.77i,-2063.56+1219.36j,+2087.77+1177.42j
2016-05-06 01:00:00 PDT,-24.1892-2396.77i,-2063.57+1219.33j,+2087.76+1177.44j
2016-05-06 02:00:00 PDT,-24.1892-2396.77i,-2063.57+1219.33j,+2087.76+1177.44j
2016-05-06 03:00:00 PDT,-24.2349-2396.77i,-2063.55+1219.37j,+2087.78+1177.4j
2016-05-06 04:00:00 PDT,-24.3388-2396.75i,-2063.48+1219.45j,+2087.82+1177.3j
2016-05-06 05:00:00 PDT,-24.4307-2396.75i,-2063.43+1219.53j,+2087.86+1177.22j
2016-05-06 06:00:00 PDT,-24.4948-2396.75i,-2063.4+1219.59j,+2087.89+1177.16j
2016-05-06 07:00:00 PDT,-24.2515-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-05-06 08:00:00 PDT,-23.9505-2396.79i,-2063.71+1219.14j,+2087.66+1177.65j
2016-05-06 09:00:00 PDT,-23.7912-2396.81i,-2063.8+1219.01j,+2087.6+1177.8j
2016-05-06 10:00:00 PDT,-23.7153-2396.81i,-2063.84+1218.94j,+2087.56+1177.87j
2016-05-06 11:00:00 PDT,-23.6853-2396.81i,-2063.86+1218.92j,+2087.54+1177.89j
2016-05-06 12:00:00 PDT,-23.6863-2396.81i,-2063.86+1218.92j,+2087.54+1177.89j
2016-05-06 13:00:00 PDT,-23.6943-2396.81i,-2063.85+1218.93j,+2087.55+1177.89j
2016-05-06 14:00:00 PDT,-23.8569-2396.79i,-2063.75+1219.06j,+2087.61+1177.74j
2016-05-06 15:00:00 PDT,-24.2298-2396.77i,-2063.55+1219.37j,+2087.78+1177.4j
2016-05-06 16:00:00 PDT,-24.5356-2396.75i,-2063.38+1219.62j,+2087.91+1177.13j
2016-05-06 17:00:00 PDT,-24.8035-2396.71i,-2063.21+1219.83j,+2088.01+1176.87j
2016-05-06 18:00:00 PDT,-25.0032-2396.69i,-2063.09+1220j,+2088.09+1176.69j
2016-05-06 19:00:00 PDT,-25.2059-2396.69i,-2062.99+1220.17j,+2088.2+1176.52j
2016-05-06 20:00:00 PDT,-25.1388-2396.69i,-2063.02+1220.12j,+2088.16+1176.57j
2016-05-06 21:00:00 PDT,-24.8178-2396.71i,-2063.2+1219.85j,+2088.02+1176.86j
2016-05-06 22:00:00 PDT,-24.5272-2396.75i,-2063.38+1219.62j,+2087.91+1177.13j
2016-05-06 23:00:00 PDT,-24.2815-2396.77i,-2063.52+1219.41j,+2087.81+1177.36j
2016-05-07 00:00:00 PDT,-24.244-2396.77i,-2063.54+1219.38j,+2087.79+1177.39j
2016-05-07 01:00:00 PDT,-24.2132-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-05-07 02:00:00 PDT,-24.2111-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-05-07 03:00:00 PDT,-24.2657-2396.77i,-2063.53+1219.4j,+2087.8+1177.37j
2016-05-07 04:00:00 PDT,-24.3651-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-05-07 05:00:00 PDT,-24.4502-2396.75i,-2063.42+1219.55j,+2087.87+1177.2j
2016-05-07 06:00:00 PDT,-24.497-2396.75i,-2063.4+1219.59j,+2087.9+1177.16j
2016-05-07 07:00:00 PDT,-24.199-2396.77i,-2063.57+1219.34j,+2087.76+1177.43j
2016-05-07 08:00:00 PDT,-23.9043-2396.79i,-2063.73+1219.1j,+2087.63+1177.69j
2016-05-07 09:00:00 PDT,-23.7432-2396.81i,-2063.83+1218.97j,+2087.57+1177.84j
2016-05-07 10:00:00 PDT,-23.6974-2396.81i,-2063.85+1218.93j,+2087.55+1177.88j
2016-05-07 11:00:00 PDT,-23.6703-2396.81i,-2063.87+1218.9j,+2087.54+1177.91j
2016-05-07 12:00:00 PDT,-23.68-2396.81i,-2063.86+1218.91j,+2087.54+1177.9j
2016-05-07 13:00:00 PDT,-23.6867-2396.81i,-2063.86+1218.92j,+2087.54+1177.89j
2016-05-07 14:00:00 PDT,-23.7493-2396.81i,-2063.83+1218.97j,+2087.57+1177.84j
2016-05-07 15:00:00 PDT,-24.121-2396.77i,-2063.6+1219.27j,+2087.72+1177.5j
2016-05-07 16:00:00 PDT,-24.6126-2396.73i,-2063.32+1219.68j,+2087.94+1177.05j
2016-05-07 17:00:00 PDT,-24.8767-2396.71i,-2063.17+1219.9j,+2088.05+1176.81j
2016-05-07 18:00:00 PDT,-25.0368-2396.69i,-2063.08+1220.03j,+2088.11+1176.66j
2016-05-07 19:00:00 PDT,-25.2478-2396.67i,-2062.95+1220.2j,+2088.2+1176.47j
2016-05-07 20:00:00 PDT,-25.1928-2396.69i,-2063+1220.16j,+2088.19+1176.53j
2016-05-07 21:00:00 PDT,-24.8704-2396.71i,-2063.18+1219.89j,+2088.05+1176.82j
2016-05-07 22:00:00 PDT,-24.5728-2396.73i,-2063.34+1219.65j,+2087.92+1177.08j
2016-05-07 23:00:00 PDT,-24.325-2396.75i,-2063.48+1219.44j,+2087.81+1177.31j
