# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-09-02 00:00:00 PDT,+2.25893e+06-965911i,+876211-343805i,+616313-418338j,+766405-203768j
2016-09-02 01:00:00 PDT,+2.21658e+06-968363i,+859236-344630i,+604900-419264j,+752449-204468j
2016-09-02 02:00:00 PDT,+2.20583e+06-968972i,+855491-344765i,+602192-419517j,+748149-204690j
2016-09-02 03:00:00 PDT,+2.25885e+06-965974i,+872895-344236i,+615455-418228j,+770504-203510j
2016-09-02 04:00:00 PDT,+2.42162e+06-956235i,+931344-341883i,+657529-414296j,+832749-200057j
2016-09-02 05:00:00 PDT,+2.65125e+06-941236i,+1.01529e+06-337562i,+716550-409023j,+919409-194652j
2016-09-02 06:00:00 PDT,+2.77324e+06-932545i,+1.06201e+06-334360i,+746441-406708j,+964797-191478j
2016-09-02 07:00:00 PDT,+2.74012e+06-934811i,+1.03264e+06-336502i,+733125-408033j,+974356-190276j
2016-09-02 08:00:00 PDT,+2.59433e+06-944683i,+970081-340105i,+690996-411825j,+933253-192753j
2016-09-02 09:00:00 PDT,+2.53482e+06-948625i,+948451-340964i,+675930-413382j,+910436-194280j
2016-09-02 10:00:00 PDT,+2.57871e+06-945785i,+963722-340202i,+687787-412406j,+927200-193177j
2016-09-02 11:00:00 PDT,+2.60368e+06-944268i,+975731-339424i,+696616-411779j,+931329-193065j
2016-09-02 12:00:00 PDT,+2.6513e+06-941039i,+989627-338725i,+708078-410899j,+953598-191416j
2016-09-02 13:00:00 PDT,+2.67016e+06-939785i,+997315-338200i,+713612-410537j,+959234-191049j
2016-09-02 14:00:00 PDT,+2.75148e+06-934149i,+1.02693e+06-336623i,+735187-408593j,+989357-188934j
2016-09-02 15:00:00 PDT,+3.08361e+06-909296i,+1.1484e+06-329967i,+821743-399944j,+1.11347e+06-179385j
2016-09-02 16:00:00 PDT,+3.34575e+06-888201i,+1.2718e+06-321319i,+901928-391055j,+1.17202e+06-175827j
2016-09-02 17:00:00 PDT,+3.47658e+06-876816i,+1.33126e+06-316587i,+939602-386873j,+1.20572e+06-173355j
2016-09-02 18:00:00 PDT,+3.62614e+06-863104i,+1.38848e+06-311908i,+977867-382745j,+1.25979e+06-168451j
2016-09-02 19:00:00 PDT,+3.73939e+06-852300i,+1.43817e+06-306962i,+1.00856e+06-379723j,+1.29266e+06-165615j
2016-09-02 20:00:00 PDT,+3.48177e+06-875979i,+1.34399e+06-314246i,+941284-387378j,+1.19649e+06-174356j
2016-09-02 21:00:00 PDT,+3.04421e+06-912403i,+1.18034e+06-326127i,+825237-399365j,+1.03864e+06-186911j
2016-09-02 22:00:00 PDT,+2.67038e+06-939755i,+1.03875e+06-334945i,+726484-408851j,+905154-195958j
2016-09-02 23:00:00 PDT,+2.35758e+06-960010i,+916184-341722i,+642979-416176j,+798413-202112j
2016-09-03 00:00:00 PDT,+2.30097e+06-963445i,+891965-343133i,+627063-417371j,+781943-202940j
2016-09-03 01:00:00 PDT,+2.25163e+06-966348i,+872546-344073i,+613898-418469j,+765188-203807j
2016-09-03 02:00:00 PDT,+2.24318e+06-966830i,+869622-344170i,+611751-418676j,+761811-203984j
2016-09-03 03:00:00 PDT,+2.29922e+06-963607i,+888101-343576i,+625826-417312j,+785288-202718j
2016-09-03 04:00:00 PDT,+2.47455e+06-952885i,+952194-340856i,+671312-413039j,+851048-198990j
2016-09-03 05:00:00 PDT,+2.70811e+06-937371i,+1.04153e+06-336025i,+733962-407345j,+932617-194001j
2016-09-03 06:00:00 PDT,+2.82558e+06-928885i,+1.09362e+06-332228i,+766087-404721j,+965875-191936j
2016-09-03 07:00:00 PDT,+2.71092e+06-937065i,+1.04614e+06-335133i,+735281-407659j,+929496-194273j
2016-09-03 08:00:00 PDT,+2.55478e+06-947612i,+981013-338960i,+691655-411577j,+882115-197075j
2016-09-03 09:00:00 PDT,+2.51231e+06-950400i,+965654-339476i,+681341-412799j,+865311-198125j
2016-09-03 10:00:00 PDT,+2.59808e+06-944883i,+996233-337835i,+704606-410878j,+897239-196169j
2016-09-03 11:00:00 PDT,+2.66934e+06-940217i,+1.02531e+06-336031i,+726033-409185j,+917992-195001j
2016-09-03 12:00:00 PDT,+2.73756e+06-935589i,+1.05098e+06-334343i,+745305-407730j,+941275-193516j
2016-09-03 13:00:00 PDT,+2.82753e+06-929213i,+1.08582e+06-332087i,+769732-405641j,+971977-191485j
2016-09-03 14:00:00 PDT,+2.96725e+06-918897i,+1.13808e+06-328785i,+806748-402174j,+1.02242e+06-187937j
2016-09-03 15:00:00 PDT,+3.32403e+06-890292i,+1.2731e+06-320073i,+901573-392021j,+1.14936e+06-178197j
2016-09-03 16:00:00 PDT,+3.73622e+06-853028i,+1.43163e+06-307890i,+1.00923e+06-379809j,+1.29536e+06-165329j
2016-09-03 17:00:00 PDT,+3.83111e+06-843682i,+1.47172e+06-304519i,+1.03311e+06-376734j,+1.32627e+06-162430j
2016-09-03 18:00:00 PDT,+3.92578e+06-834120i,+1.50606e+06-301518i,+1.05624e+06-373985j,+1.36348e+06-158617j
