,node,active_power_from,active_power_to,reactive_power_from,reactive_power_to,month,hour_of_day,day_of_month,daytype,timezone,line
0,WECClink156-157,2.3423163,-2.3407193,-0.0051990458000000005,0.10155085,january,0,1,weekday,,WECClink156-157
6,WECClink156-157,2.1162361,-2.1149153999999997,-0.37358146,0.45326459,january,1,1,weekday,,WECClink156-157
12,WECClink156-157,2.0808801,-2.0796023,-0.37442202,0.45151162,january,2,1,weekday,,WECClink156-157
18,WECClink156-157,2.0705386999999997,-2.0692734,-0.37464516,0.45098459,january,3,1,weekday,,WECClink156-157
24,WECClink156-157,2.068648,-2.0673849,-0.37465278,0.45085474,january,4,1,weekday,,WECClink156-157
30,WECClink156-157,2.0931558,-2.0918633,-0.37411669999999997,0.45210123,january,5,1,weekday,,WECClink156-157
36,WECClink156-157,2.1658641,-2.1644818,-0.37219848,0.45559849999999996,january,6,1,weekday,,WECClink156-157
42,WECClink156-157,2.2901507000000003,-2.2886076,-0.36781271,0.46091232,january,7,1,weekday,,WECClink156-157
48,WECClink156-157,2.3436962,-2.3420810000000003,-0.36535229999999996,0.46280146,january,8,1,weekday,,WECClink156-157
54,WECClink156-157,2.3028749,-2.3013147000000003,-0.36750479,0.46163454,january,9,1,weekday,,WECClink156-157
60,WECClink156-157,2.2246256,-2.2231683999999996,-0.37039493,0.45831287,january,10,1,weekday,,WECClink156-157
66,WECClink156-157,2.186731,-2.1853222999999997,-0.37173606,0.45672832,january,11,1,weekday,,WECClink156-157
72,WECClink156-157,2.1897236,-2.1883111,-0.37169929,0.45692214,january,12,1,weekday,,WECClink156-157
78,WECClink156-157,2.1809578,-2.1795564,-0.37202765,0.45658109999999996,january,13,1,weekday,,WECClink156-157
84,WECClink156-157,2.178515,-2.1771166,-0.37212099,0.45648865,january,14,1,weekday,,WECClink156-157
90,WECClink156-157,2.1779273,-2.1765297,-0.37214764,0.45647106,january,15,1,weekday,,WECClink156-157
96,WECClink156-157,2.2099471,-2.2085087000000003,-0.37113446,0.45791794,january,16,1,weekday,,WECClink156-157
102,WECClink156-157,2.3604201000000002,-2.3587816000000004,-0.36537398,0.46422572,january,17,1,weekday,,WECClink156-157
108,WECClink156-157,2.5858695,-2.5839053,-0.35322232,0.47172866,january,18,1,weekday,,WECClink156-157
114,WECClink156-157,2.6792601,-2.6771517000000005,-0.34694022,0.47415048,january,19,1,weekday,,WECClink156-157
120,WECClink156-157,2.6697267000000005,-2.6676332,-0.34759405,0.47389933,january,20,1,weekday,,WECClink156-157
126,WECClink156-157,2.6320792,-2.6300444,-0.35008737,0.47285617,january,21,1,weekday,,WECClink156-157
132,WECClink156-157,2.5286132,-2.5267348999999997,-0.35656063,0.46988947,january,22,1,weekday,,WECClink156-157
138,WECClink156-157,2.370205,-2.3685532000000005,-0.3646841,0.46434200000000003,january,23,1,weekday,,WECClink156-157
144,WECClink156-157,2.2307193,-2.2292542,-0.37023478,0.45862918,january,0,3,weekend,,WECClink156-157
150,WECClink156-157,2.1381495999999998,-2.1368019,-0.37303753,0.45435168,january,1,3,weekend,,WECClink156-157
156,WECClink156-157,2.1020866000000002,-2.1007832000000004,-0.37392488,0.45256474,january,2,3,weekend,,WECClink156-157
162,WECClink156-157,2.0910297,-2.0897397,-0.37417411,0.45200337,january,3,3,weekend,,WECClink156-157
168,WECClink156-157,2.0887511,-2.0874639,-0.37422858,0.45189145,january,4,3,weekend,,WECClink156-157
174,WECClink156-157,2.1154497,-2.11413,-0.37356173,0.45318619,january,5,3,weekend,,WECClink156-157
180,WECClink156-157,2.1912876,-2.1898731,-0.37140077,0.45673933,january,6,3,weekend,,WECClink156-157
186,WECClink156-157,2.3185563,-2.3169751,-0.36668484,0.4620827,january,7,3,weekend,,WECClink156-157
192,WECClink156-157,2.3695162,-2.3678656000000005,-0.36412169,0.46370696,january,8,3,weekend,,WECClink156-157
198,WECClink156-157,2.2916478,-2.2901026,-0.36794249,0.46116731,january,9,3,weekend,,WECClink156-157
204,WECClink156-157,2.2086511000000004,-2.2072145,-0.37095652,0.45763449,january,10,3,weekend,,WECClink156-157
210,WECClink156-157,2.1722057,-2.1708152999999997,-0.37210956,0.45599205,january,11,3,weekend,,WECClink156-157
216,WECClink156-157,2.1770053,-2.1756089,-0.37199353,0.45624198,january,12,3,weekend,,WECClink156-157
222,WECClink156-157,2.1676031000000004,-2.1662186,-0.37230314,0.45583759,january,13,3,weekend,,WECClink156-157
228,WECClink156-157,2.1625212000000005,-2.161143,-0.37241912,0.45556779,january,14,3,weekend,,WECClink156-157
234,WECClink156-157,2.1602099,-2.1588346,-0.37252426,0.45549933,january,15,3,weekend,,WECClink156-157
240,WECClink156-157,2.1924943,-2.1910783,-0.37156819,0.45700333,january,16,3,weekend,,WECClink156-157
246,WECClink156-157,2.3455333,-2.3439153,-0.36596724,0.46358618,january,17,3,weekend,,WECClink156-157
252,WECClink156-157,2.6229396,-2.6209187999999997,-0.35076799999999997,0.47268955,january,18,3,weekend,,WECClink156-157
258,WECClink156-157,2.7287654,-2.7265782000000005,-0.3432634,0.47522395,january,19,3,weekend,,WECClink156-157
264,WECClink156-157,2.7187388,-2.7165677,-0.34399627,0.47498598,january,20,3,weekend,,WECClink156-157
270,WECClink156-157,2.6800652,-2.6779555,-0.3467482,0.47403379999999995,january,21,3,weekend,,WECClink156-157
276,WECClink156-157,2.57085,-2.5689086,-0.35399054,0.47112375,january,22,3,weekend,,WECClink156-157
282,WECClink156-157,2.4047932,-2.4030932999999997,-0.36312026,0.46568425,january,23,3,weekend,,WECClink156-157
0,WECClink157-161,-0.68542557,0.69058221,-0.32008771,0.018329072,january,0,1,weekday,,WECClink157-161
6,WECClink157-161,-0.67482874,0.67945875,-0.18859341,-0.12379188,january,1,1,weekday,,WECClink157-161
12,WECClink157-161,-0.67462355,0.67924748,-0.18606108,-0.12649156,january,2,1,weekday,,WECClink157-161
18,WECClink157-161,-0.67456377,0.67918595,-0.18532343,-0.12727771,january,3,1,weekday,,WECClink157-161
24,WECClink157-161,-0.67455173,0.67917357,-0.18517495,-0.12743594,january,4,1,weekday,,WECClink157-161
30,WECClink157-161,-0.6746943,0.67932031,-0.18693423,-0.12556086,january,5,1,weekday,,WECClink157-161
36,WECClink157-161,-0.67512377,0.67976279,-0.19223526,-0.11990695,january,6,1,weekday,,WECClink157-161
42,WECClink157-161,-0.67587823,0.6805416999999999,-0.20155316,-0.10995419,january,7,1,weekday,,WECClink157-161
48,WECClink157-161,-0.6762106,0.6808854999999999,-0.20566027,-0.10556133,january,8,1,weekday,,WECClink157-161
54,WECClink157-161,-0.67596414,0.68063053,-0.20261465,-0.1088192,january,9,1,weekday,,WECClink157-161
60,WECClink157-161,-0.67547862,0.68012888,-0.19661688,-0.11522911,january,10,1,weekday,,WECClink157-161
66,WECClink157-161,-0.67524884,0.67989177,-0.19377943,-0.11825886,january,11,1,weekday,,WECClink157-161
72,WECClink157-161,-0.67526864,0.6799122,-0.19402393,-0.11799786,january,12,1,weekday,,WECClink157-161
78,WECClink157-161,-0.67521739,0.67985933,-0.19339115,-0.11867332,january,13,1,weekday,,WECClink157-161
84,WECClink157-161,-0.67520407,0.67984559,-0.19322664,-0.11884891,january,14,1,weekday,,WECClink157-161
90,WECClink157-161,-0.67520236,0.67984383,-0.19320558,-0.11887138,january,15,1,weekday,,WECClink157-161
96,WECClink157-161,-0.67539643,0.68004405,-0.19560194,-0.11631303,january,16,1,weekday,,WECClink157-161
102,WECClink157-161,-0.67634777,0.6810275,-0.20735573,-0.10374686,january,17,1,weekday,,WECClink157-161
108,WECClink157-161,-0.67786843,0.6826063,-0.22616639,-0.083573864,january,18,1,weekday,,WECClink157-161
114,WECClink157-161,-0.6785348000000001,0.68330084,-0.2344186,-0.07469962299999999,january,19,1,weekday,,WECClink157-161
120,WECClink157-161,-0.67846342,0.68322637,-0.23353441,-0.075651179,january,20,1,weekday,,WECClink157-161
126,WECClink157-161,-0.67819339,0.6829448,-0.23018999,-0.079248835,january,21,1,weekday,,WECClink157-161
132,WECClink157-161,-0.67746237,0.68218389,-0.2211406,-0.088971173,january,22,1,weekday,,WECClink157-161
138,WECClink157-161,-0.67639902,0.68108057,-0.20798915,-0.10306880000000002,january,23,1,weekday,,WECClink157-161
144,WECClink157-161,-0.67551604,0.68016751,-0.19707904,-0.11473547,january,0,3,weekend,,WECClink157-161
150,WECClink157-161,-0.67495913,0.67959308,-0.19020275,-0.12207547,january,1,3,weekend,,WECClink157-161
156,WECClink157-161,-0.67474708,0.67937465,-0.18758548,-0.12486659,january,2,3,weekend,,WECClink157-161
162,WECClink157-161,-0.67468231,0.67930796,-0.18678616,-0.12571871,january,3,3,weekend,,WECClink157-161
168,WECClink157-161,-0.67466915,0.67929442,-0.18662384,-0.12589172,january,4,3,weekend,,WECClink157-161
174,WECClink157-161,-0.67482473,0.67945462,-0.18854391,-0.12384466,january,5,3,weekend,,WECClink157-161
180,WECClink157-161,-0.67527683,0.67992065,-0.1941251,-0.11788985,january,6,3,weekend,,WECClink157-161
186,WECClink157-161,-0.67605967,0.68072933,-0.20379506,-0.10755676,january,7,3,weekend,,WECClink157-161
192,WECClink157-161,-0.67637434,0.68105501,-0.20768411,-0.10339535,january,8,3,weekend,,WECClink157-161
198,WECClink157-161,-0.67589467,0.6805587,-0.20175633,-0.10973698,january,9,3,weekend,,WECClink157-161
204,WECClink157-161,-0.67538147,0.68002861,-0.1954172,-0.11651030000000001,january,10,3,weekend,,WECClink157-161
210,WECClink157-161,-0.67515959,0.67979972,-0.19267743,-0.11943507,january,11,3,weekend,,WECClink157-161
216,WECClink157-161,-0.67518911,0.67983017,-0.19304197,-0.11904601,january,12,3,weekend,,WECClink157-161
222,WECClink157-161,-0.67513463,0.67977398,-0.19236931,-0.11976389999999999,january,13,3,weekend,,WECClink157-161
228,WECClink157-161,-0.67510341,0.6797418000000001,-0.19198387,-0.12017521,january,14,3,weekend,,WECClink157-161
234,WECClink157-161,-0.67509223,0.67973028,-0.19184591,-0.12032242,january,15,3,weekend,,WECClink157-161
240,WECClink157-161,-0.67528711,0.67993125,-0.19425201,-0.11775437,january,16,3,weekend,,WECClink157-161
246,WECClink157-161,-0.67624885,0.68092508,-0.20613299999999998,-0.10505548,january,17,3,weekend,,WECClink157-161
252,WECClink157-161,-0.67813293,0.68288179,-0.22944125,-0.080053942,january,18,3,weekend,,WECClink157-161
258,WECClink157-161,-0.67890181,0.68368407,-0.2389659,-0.06980316,january,19,3,weekend,,WECClink157-161
264,WECClink157-161,-0.67882528,0.68360412,-0.2380176,-0.070824652,january,20,3,weekend,,WECClink157-161
270,WECClink157-161,-0.67854362,0.68331005,-0.23452787,-0.07458201,january,21,3,weekend,,WECClink157-161
276,WECClink157-161,-0.6777588999999999,0.68249231,-0.22481062,-0.08503039999999999,january,22,3,weekend,,WECClink157-161
282,WECClink157-161,-0.67662781,0.68131762,-0.21081772,-0.10003989999999999,january,23,3,weekend,,WECClink157-161
0,WECClink42-57,0.90509683,-0.90308352,0.41169101,-0.44989797,january,0,1,weekday,,WECClink42-57
6,WECClink42-57,0.85904112,-0.85750815,0.20402775,-0.25180755,january,1,1,weekday,,WECClink42-57
12,WECClink42-57,0.85549513,-0.85397638,0.20184294,-0.24986892,january,2,1,weekday,,WECClink42-57
18,WECClink42-57,0.8544088,-0.85289439,0.20117998,-0.24928097,january,3,1,weekday,,WECClink42-57
24,WECClink42-57,0.85401923,-0.85250638,0.20093797,-0.24906595,january,4,1,weekday,,WECClink42-57
30,WECClink42-57,0.85663949,-0.85511615,0.20255821,-0.25050459,january,5,1,weekday,,WECClink42-57
36,WECClink42-57,0.86406401,-0.86251068,0.20719799,-0.25462494,january,6,1,weekday,,WECClink42-57
42,WECClink42-57,0.8753605999999999,-0.87376075,0.21446825,-0.2610888,january,7,1,weekday,,WECClink42-57
48,WECClink42-57,0.87933048,-0.87771403,0.21708124,-0.26341385,january,8,1,weekday,,WECClink42-57
54,WECClink42-57,0.87766122,-0.87605175,0.21599322,-0.26244669,january,9,1,weekday,,WECClink42-57
60,WECClink42-57,0.87002241,-0.86844473,0.21096593,-0.25797095,january,10,1,weekday,,WECClink42-57
66,WECClink42-57,0.86658491,-0.86502137,0.20873373,-0.2559842,january,11,1,weekday,,WECClink42-57
72,WECClink42-57,0.86720294,-0.86563688,0.20911753,-0.25632443,january,12,1,weekday,,WECClink42-57
78,WECClink42-57,0.86663081,-0.8650671,0.20874663,-0.25599427,january,13,1,weekday,,WECClink42-57
84,WECClink42-57,0.86657308,-0.86500961,0.20870867,-0.25596043,january,14,1,weekday,,WECClink42-57
90,WECClink42-57,0.86671754,-0.86515347,0.20880661,-0.25604796,january,15,1,weekday,,WECClink42-57
96,WECClink42-57,0.86993247,-0.86835518,0.21087847,-0.25789068,january,16,1,weekday,,WECClink42-57
102,WECClink42-57,0.88563597,-0.88399275,0.22138473,-0.26725198,january,17,1,weekday,,WECClink42-57
108,WECClink42-57,0.90761474,-0.90587541,0.23699877,-0.28119455,january,18,1,weekday,,WECClink42-57
114,WECClink42-57,0.91647314,-0.91469372,0.24361777,-0.28711553,january,19,1,weekday,,WECClink42-57
120,WECClink42-57,0.91530397,-0.9135299000000001,0.24272979,-0.28632061,january,20,1,weekday,,WECClink42-57
126,WECClink42-57,0.9115383,-0.9097813,0.23992070000000004,-0.28380869,january,21,1,weekday,,WECClink42-57
132,WECClink42-57,0.90099562,-0.89928573,0.23217375,-0.27688195,january,22,1,weekday,,WECClink42-57
138,WECClink42-57,0.88482822,-0.88318844,0.22083156,-0.26675875,january,23,1,weekday,,WECClink42-57
144,WECClink42-57,0.87073545,-0.8691548000000001,0.21144498,-0.25839847,january,0,3,weekend,,WECClink42-57
150,WECClink42-57,0.86144967,-0.85990696,0.20554819,-0.25315908,january,1,3,weekend,,WECClink42-57
156,WECClink42-57,0.85767795,-0.85615043,0.20320559,-0.25107968,january,2,3,weekend,,WECClink42-57
162,WECClink42-57,0.85646528,-0.85494262,0.20246761,-0.25042561,january,3,3,weekend,,WECClink42-57
168,WECClink42-57,0.856243,-0.85472123,0.20233054,-0.25030396,january,4,3,weekend,,WECClink42-57
174,WECClink42-57,0.85889028,-0.85735788,0.20397431,-0.25176352,january,5,3,weekend,,WECClink42-57
180,WECClink42-57,0.8665454,-0.86498192,0.20879933,-0.25605008,january,6,3,weekend,,WECClink42-57
186,WECClink42-57,0.87836643,-0.87675396,0.21650221,-0.26290322,january,7,3,weekend,,WECClink42-57
192,WECClink42-57,0.8813995000000001,-0.8797743,0.21848578,-0.26466644,january,8,3,weekend,,WECClink42-57
198,WECClink42-57,0.87664526,-0.87504002,0.21534629,-0.26187283,january,9,3,weekend,,WECClink42-57
204,WECClink42-57,0.8685345999999999,-0.86696303,0.21001544,-0.25712640000000003,january,10,3,weekend,,WECClink42-57
210,WECClink42-57,0.86478184,-0.86322567,0.20758541,-0.25496356,january,11,3,weekend,,WECClink42-57
216,WECClink42-57,0.86541452,-0.86385578,0.20797204,-0.25530588,january,12,3,weekend,,WECClink42-57
222,WECClink42-57,0.86473948,-0.8631834999999999,0.20754002,-0.25492167,january,13,3,weekend,,WECClink42-57
228,WECClink42-57,0.86407539,-0.86252212,0.20711122,-0.25453998,january,14,3,weekend,,WECClink42-57
234,WECClink42-57,0.86419081,-0.86263705,0.2071987,-0.2546189,january,15,3,weekend,,WECClink42-57
240,WECClink42-57,0.86755087,-0.86598338,0.20934539999999996,-0.25652744,january,16,3,weekend,,WECClink42-57
246,WECClink42-57,0.88373053,-0.88209543,0.22008299,-0.26609129,january,17,3,weekend,,WECClink42-57
252,WECClink42-57,0.91127023,-0.90951443,0.23972759999999999,-0.28363646,january,18,3,weekend,,WECClink42-57
258,WECClink42-57,0.92146692,-0.91966451,0.24746665,-0.29056348,january,19,3,weekend,,WECClink42-57
264,WECClink42-57,0.92023296,-0.91843625,0.24651338,-0.28970962,january,20,3,weekend,,WECClink42-57
270,WECClink42-57,0.91650046,-0.91472087,0.24368355,-0.28717778,january,21,3,weekend,,WECClink42-57
276,WECClink42-57,0.90535498,-0.90362572,0.23536722,-0.27973804,january,22,3,weekend,,WECClink42-57
282,WECClink42-57,0.88865133,-0.8869952,0.22346416,-0.26910699,january,23,3,weekend,,WECClink42-57
0,WECClink50-57,1.4135087,-1.4127604,0.0015870004,-0.0023810819,january,0,1,weekday,,WECClink50-57
6,WECClink50-57,0.98754364,-0.98703156,-0.66640976,0.66297997,january,1,1,weekday,,WECClink50-57
12,WECClink50-57,0.95876096,-0.95826797,-0.66935056,0.66572803,january,2,1,weekday,,WECClink50-57
18,WECClink50-57,0.94994452,-0.94945726,-0.67023243,0.66655202,january,3,1,weekday,,WECClink50-57
