# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:52:41 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-10-07 00:00:00 PDT,+2.32631e+06-961950i,+899838-342471i,+634887-417048j,+791580-202431j
2016-10-07 01:00:00 PDT,+2.29145e+06-964037i,+885371-343243i,+625317-417808j,+780757-202986j
2016-10-07 02:00:00 PDT,+2.28991e+06-964125i,+884766-343265i,+624872-417852j,+780272-203008j
2016-10-07 03:00:00 PDT,+2.34818e+06-960701i,+903957-342629i,+639474-416425j,+804746-201647j
2016-10-07 04:00:00 PDT,+2.515e+06-950311i,+964969-339986i,+682722-412319j,+867306-198006j
2016-10-07 05:00:00 PDT,+2.80833e+06-930134i,+1.06974e+06-334402i,+755395-405607j,+983200-190126j
2016-10-07 06:00:00 PDT,+2.90789e+06-922600i,+1.11024e+06-331086i,+780163-403951j,+1.01749e+06-187562j
2016-10-07 07:00:00 PDT,+2.53386e+06-948605i,+972678-338457i,+681754-413355j,+879429-196794j
2016-10-07 08:00:00 PDT,+2.12659e+06-972981i,+821789-345480i,+573819-422491j,+730984-205010j
2016-10-07 09:00:00 PDT,+1.8249e+06-988217i,+717554-348950i,+496364-428819j,+610986-210448j
2016-10-07 10:00:00 PDT,+1.76244e+06-991076i,+696614-349637i,+480418-429983j,+585411-211456j
2016-10-07 11:00:00 PDT,+1.7272e+06-992694i,+685706-350048i,+472503-430503j,+568986-212143j
2016-10-07 12:00:00 PDT,+1.71688e+06-993100i,+685989-349998i,+470686-430587j,+560209-212515j
2016-10-07 13:00:00 PDT,+1.74611e+06-991788i,+696889-349639i,+478212-430029j,+571007-212120j
2016-10-07 14:00:00 PDT,+1.94521e+06-982350i,+763601-347636i,+526361-426125j,+655246-208589j
2016-10-07 15:00:00 PDT,+2.43814e+06-954626i,+942357-340566i,+653722-415050j,+842063-199010j
2016-10-07 16:00:00 PDT,+2.94087e+06-920221i,+1.14264e+06-329148i,+795410-401665j,+1.00282e+06-189408j
2016-10-07 17:00:00 PDT,+3.48325e+06-875850i,+1.33836e+06-315820i,+939318-386684j,+1.20558e+06-173346j
2016-10-07 18:00:00 PDT,+3.64775e+06-860766i,+1.40724e+06-309374i,+984205-382346j,+1.25631e+06-169046j
2016-10-07 19:00:00 PDT,+3.6878e+06-856956i,+1.42627e+06-307325i,+995573-381333j,+1.26596e+06-168298j
2016-10-07 20:00:00 PDT,+3.4308e+06-880313i,+1.33013e+06-314876i,+928379-388896j,+1.17229e+06-176542j
2016-10-07 21:00:00 PDT,+3.04414e+06-912357i,+1.18168e+06-325652i,+826494-399534j,+1.03597e+06-187171j
2016-10-07 22:00:00 PDT,+2.69651e+06-937953i,+1.04816e+06-334074i,+734626-408433j,+913724-195446j
2016-10-07 23:00:00 PDT,+2.40101e+06-957375i,+930588-340783i,+655327-415399j,+815094-201192j
