# file...... underground_lines_power_out_A.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# group..... class= underground_line
# property.. power_out_A
# limit..... -1
# interval.. 3600
# timestamp,O60-62,O62-63,O63-64,O64-65,O65-66
2016-09-02 00:00:00 PDT,+58626.3+47666.1i,+58590.6+47659.2i,+45516.4+47649i,+45448.8+47635.8i,+1.50661e-09+1.59729e-09i
2016-09-02 01:00:00 PDT,+60043.7+48901.8i,+60006.5+48895.6i,+47808.2+48885.9i,+47738.3+48872.4i,+2.03897e-08+1.18284e-09i
2016-09-02 02:00:00 PDT,+60050.3+48908.6i,+60013+48902.4i,+47814.8+48892.8i,+47744.8+48879.2i,+1.56731e-08-6.75156e-10i
2016-09-02 03:00:00 PDT,+59616.5+48881.2i,+59579.6+48875.1i,+47781.4+48865.5i,+47711.5+48851.9i,+6.76496e-09-1.30037e-10i
2016-09-02 04:00:00 PDT,+60404.1+48765.2i,+60366.6+48759i,+47678.6+48749.4i,+47608.8+48735.8i,-1.5898e-08+1.56091e-09i
2016-09-02 05:00:00 PDT,+63372+48569.1i,+63332.2+48562.3i,+47534.5+48552.6i,+47465+48538.9i,-1.11579e-08-2.09158e-09i
2016-09-02 06:00:00 PDT,+66414.8+48485.4i,+66372.6+48478.1i,+47504.9+48468.1i,+47435.6+48454.1i,-8.16976e-09-3.28643e-09i
2016-09-02 07:00:00 PDT,+64197.1+48712.3i,+64156.7+48705.3i,+47688.8+48695.2i,+47619.3+48681i,+9.41978e-09-2.37409e-09i
2016-09-02 08:00:00 PDT,+61130.8+49014.8i,+61092.8+49008.3i,+47944.5+48998.2i,+47874.4+48984.1i,-4.74781e-09+6.71558e-10i
2016-09-02 09:00:00 PDT,+60766.7+49143.3i,+60729+49136.8i,+48070.5+49126.8i,+48000.2+49112.7i,+6.9328e-09-1.62833e-09i
2016-09-02 10:00:00 PDT,+60841.6+49165.2i,+60803.8+49158.7i,+48095.3+49148.7i,+48024.9+49134.6i,+2.41643e-08+1.96162e-09i
2016-09-02 11:00:00 PDT,+61031+49167.1i,+60993+49160.6i,+48104.5+49150.7i,+48034.1+49136.6i,-9.1649e-09-2.26611e-09i
2016-09-02 12:00:00 PDT,+61210+49089.9i,+61172+49083.4i,+48043.5+49073.4i,+47973.2+49059.5i,+7.84122e-09+3.70088e-10i
2016-09-02 13:00:00 PDT,+61738.9+49007.9i,+61700.4+49001.3i,+47972.1+48991.3i,+47901.9+48977.4i,+4.27472e-09-3.27772e-09i
2016-09-02 14:00:00 PDT,+62255.2+48841.2i,+62216.3+48834.5i,+47818.2+48824.4i,+47748.4+48810.4i,-1.38627e-08+1.78189e-09i
2016-09-02 15:00:00 PDT,+64771+48519.2i,+64730.2+48512.1i,+47542.5+48502.1i,+47473.2+48488i,+1.36549e-08+2.27828e-09i
2016-09-02 16:00:00 PDT,+69044.1+48273.5i,+68999.6+48266i,+47352+48256.4i,+47282.9+48242.8i,+1.19814e-08+4.09777e-09i
2016-09-02 17:00:00 PDT,+72026.7+47949.4i,+71979.5+47941.4i,+47082.3+47931.9i,+47013.6+47918.5i,+1.076e-08+2.91764e-09i
2016-09-02 18:00:00 PDT,+75606.7+47736.6i,+75556.1+47727.9i,+46919.1+47718.3i,+46850.8+47704.7i,+2.35837e-09-1.53788e-10i
2016-09-02 19:00:00 PDT,+79416.2+47574.8i,+79361.8+47565.4i,+46825+47555.7i,+46756.8+47542.1i,-2.52076e-09+2.74324e-09i
2016-09-02 20:00:00 PDT,+77682.8+47775.5i,+77630.1+47766.4i,+46993.1+47756.7i,+46924.6+47743.1i,-1.51366e-09+2.31453e-09i
2016-09-02 21:00:00 PDT,+72515.9+48144.2i,+72468.3+48136.1i,+47280.8+48126.4i,+47211.8+48112.8i,-1.24048e-08-3.27172e-09i
2016-09-02 22:00:00 PDT,+68177+48469.4i,+68133.2+48462i,+47515.4+48452.3i,+47446+48438.7i,+3.1278e-09-3.98562e-09i
2016-09-02 23:00:00 PDT,+63034.8+48760.4i,+62995.3+48753.8i,+47717.2+48744.2i,+47647.4+48730.6i,-9.41103e-09+2.55317e-09i
2016-09-03 00:00:00 PDT,+61319.5+48819.6i,+61281.4+48813.2i,+47763.2+48803.6i,+47693.3+48790i,-1.32744e-08+3.48138e-09i
2016-09-03 01:00:00 PDT,+60470.4+48865.6i,+60432.9+48859.3i,+47794.7+48849.7i,+47724.7+48836.1i,+2.10571e-08-2.67591e-10i
2016-09-03 02:00:00 PDT,+60475.7+48870.8i,+60438.2+48864.5i,+47800+48854.9i,+47730+48841.3i,+9.00607e-09+1.6586e-09i
2016-09-03 03:00:00 PDT,+60049.9+48841.1i,+60012.7+48834.9i,+47764.5+48825.2i,+47694.6+48811.7i,+2.78073e-09-1.00978e-09i
2016-09-03 04:00:00 PDT,+61248.7+48710.3i,+61210.6+48703.9i,+47652.6+48694.3i,+47582.9+48680.7i,+3.3179e-09-2.25338e-09i
2016-09-03 05:00:00 PDT,+64239.3+48509.7i,+64198.8+48502.9i,+47501+48493.3i,+47431.6+48479.8i,+1.58736e-08-2.00256e-09i
2016-09-03 06:00:00 PDT,+67710.2+48416.5i,+67666.9+48409.2i,+47479.1+48399.6i,+47409.7+48386i,-6.50159e-09-3.8025e-10i
2016-09-03 07:00:00 PDT,+65125.4+48683.1i,+65084.3+48676.3i,+47706.1+48666.7i,+47636.3+48653.1i,+4.64577e-09+2.47898e-09i
2016-09-03 08:00:00 PDT,+61655.8+48994.1i,+61617.4+48987.7i,+47958.9+48978.2i,+47888.6+48964.6i,-1.13712e-09+2.21166e-09i
2016-09-03 09:00:00 PDT,+61358.9+49113.1i,+61320.6+49106.8i,+48072+49097.2i,+48001.5+49083.7i,-1.30809e-09-4.65597e-10i
2016-09-03 10:00:00 PDT,+61585.4+49105.2i,+61547+49098.9i,+48068.4+49089.3i,+47997.9+49075.8i,+8.20904e-09+5.82396e-10i
2016-09-03 11:00:00 PDT,+61931.3+49073.1i,+61892.6+49066.7i,+48044+49057.2i,+47973.5+49043.7i,+7.36967e-09-5.73208e-10i
2016-09-03 12:00:00 PDT,+62705.4+48969.9i,+62666.1+48963.4i,+47957.6+48953.9i,+47887.3+48940.4i,+3.4306e-09-6.85002e-10i
2016-09-03 13:00:00 PDT,+64164.7+48851i,+64124.3+48844.3i,+47865.9+48834.8i,+47795.8+48821.3i,+1.25816e-08+1.06811e-09i
2016-09-03 14:00:00 PDT,+65617.4+48672.6i,+65575.8+48665.7i,+47717.7+48656.1i,+47647.8+48642.7i,-1.30616e-08-6.38319e-10i
2016-09-03 15:00:00 PDT,+68912.8+48318.6i,+68868.4+48311.2i,+47420.6+48301.7i,+47351.3+48288.3i,+1.0016e-08-2.29577e-09i
2016-09-03 16:00:00 PDT,+74593.2+47845.5i,+74543.6+47837.2i,+47046.4+47827.7i,+46977.7+47814.3i,-3.63089e-09-2.17357e-11i
2016-09-03 17:00:00 PDT,+76912.8+47554.9i,+76860.9+47546.1i,+46804.1+47536.6i,+46735.8+47523.3i,+1.46886e-08-5.71707e-10i
2016-09-03 18:00:00 PDT,+79189.3+47431i,+79135.1+47421.7i,+46718.4+47412.1i,+46650.4+47398.6i,-4.88968e-09-1.08907e-09i
2016-09-03 19:00:00 PDT,+82912.3+47318.5i,+82854.2+47308.4i,+46667.6+47298.7i,+46599.7+47285.1i,+1.21086e-08-3.17102e-09i
2016-09-03 20:00:00 PDT,+80706.9+47557.6i,+80651.2+47548i,+46864.4+47538.3i,+46796.1+47524.7i,+2.43905e-09+5.70248e-09i
2016-09-03 21:00:00 PDT,+74660.4+47996.5i,+74610.7+47988i,+47193.4+47978.3i,+47124.6+47964.7i,-4.58538e-09+6.65716e-10i
2016-09-03 22:00:00 PDT,+69110.9+48380.6i,+69066.3+48373i,+47468.6+48363.3i,+47399.2+48349.7i,+9.4921e-09+2.50589e-09i
2016-09-03 23:00:00 PDT,+63478.2+48709.8i,+63438.3+48703.1i,+47690.3+48693.5i,+47620.5+48679.9i,-3.03655e-09+1.33031e-10i
2016-09-04 00:00:00 PDT,+61319.6+48819.6i,+61281.4+48813.2i,+47763.2+48803.6i,+47693.3+48790i,-1.94305e-08-1.80337e-09i
