# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-02-05 00:00:00 PST,+2.51983e+06-949668i,+982862-337651i,+686400-412797j,+850568-199221j
2016-02-05 01:00:00 PST,+2.43076e+06-955400i,+946078-339844i,+662096-414791j,+822590-200766j
2016-02-05 02:00:00 PST,+2.39758e+06-957483i,+932254-340633i,+653042-415532j,+812281-201319j
2016-02-05 03:00:00 PST,+2.39506e+06-957634i,+931284-340683i,+652310-415590j,+811461-201361j
2016-02-05 04:00:00 PST,+2.44886e+06-954332i,+948899-340069i,+665774-414224j,+834189-200038j
2016-02-05 05:00:00 PST,+2.62489e+06-942913i,+1.01394e+06-336961i,+711682-409834j,+899264-196118j
2016-02-05 06:00:00 PST,+2.89683e+06-923649i,+1.11395e+06-331186i,+782406-403188j,+1.00047e+06-189275j
2016-02-05 07:00:00 PST,+2.89344e+06-923624i,+1.12009e+06-329758i,+781048-404005j,+992296-189860j
2016-02-05 08:00:00 PST,+2.54925e+06-947599i,+982596-337734i,+688140-412874j,+878512-196991j
2016-02-05 09:00:00 PST,+2.17167e+06-970438i,+837327-344763i,+585996-421601j,+748343-204075j
2016-02-05 10:00:00 PST,+1.98439e+06-980400i,+770622-347112i,+537651-425713j,+676112-207576j
2016-02-05 11:00:00 PST,+1.89477e+06-984851i,+739650-348197i,+514763-427498j,+640361-209155j
2016-02-05 12:00:00 PST,+1.85237e+06-986927i,+726255-348678i,+505022-428206j,+621093-210043j
2016-02-05 13:00:00 PST,+1.8343e+06-987776i,+717187-349047i,+498885-428665j,+618229-210064j
2016-02-05 14:00:00 PST,+1.9067e+06-984266i,+743997-348120i,+517772-427196j,+644926-208949j
2016-02-05 15:00:00 PST,+2.07632e+06-975601i,+804758-345942i,+561625-423666j,+709939-205994j
