# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-08-05 00:00:00 PDT,+2.26469e+06-965578i,+877759-343898i,+617396-418092j,+769535-203589j
2016-08-05 01:00:00 PDT,+2.20948e+06-968765i,+856273-344896i,+602690-419315j,+750517-204555j
2016-08-05 02:00:00 PDT,+2.19277e+06-969703i,+850394-345123i,+598373-419693j,+744001-204887j
2016-08-05 03:00:00 PDT,+2.23643e+06-967264i,+864479-344749i,+609261-418608j,+762692-203907j
2016-08-05 04:00:00 PDT,+2.39446e+06-957909i,+921223-342520i,+650115-414793j,+823121-200596j
2016-08-05 05:00:00 PDT,+2.52116e+06-949845i,+970443-339843i,+683380-412004j,+867339-197999j
2016-08-05 06:00:00 PDT,+2.61783e+06-943303i,+1.00458e+06-337807i,+705328-410274j,+907923-195221j
2016-08-05 07:00:00 PDT,+2.38307e+06-958343i,+905160-342989i,+640617-416193j,+837293-199161j
2016-08-05 08:00:00 PDT,+2.07623e+06-975872i,+787437-347952i,+557435-423199j,+731356-204721j
2016-08-05 09:00:00 PDT,+1.88666e+06-985516i,+721863-349969i,+509135-427217j,+655662-208331j
2016-08-05 10:00:00 PDT,+1.85897e+06-986863i,+712163-350301i,+502103-427751j,+644700-208810j
2016-08-05 11:00:00 PDT,+1.8842e+06-985728i,+723608-349810i,+510653-427238j,+649937-208680j
2016-08-05 12:00:00 PDT,+1.98367e+06-980782i,+754624-348757i,+534897-425503j,+694148-206522j
2016-08-05 13:00:00 PDT,+2.14216e+06-972434i,+810497-346521i,+576702-422445j,+754962-203469j
2016-08-05 14:00:00 PDT,+2.40815e+06-956928i,+907228-342257i,+646802-416793j,+854125-197878j
2016-08-05 15:00:00 PDT,+2.93484e+06-920876i,+1.09805e+06-332645i,+784010-404026j,+1.05278e+06-184205j
2016-08-05 16:00:00 PDT,+3.41771e+06-882173i,+1.30473e+06-318415i,+923648-389210j,+1.18934e+06-174548j
2016-08-05 17:00:00 PDT,+3.67705e+06-858718i,+1.40617e+06-310783i,+993742-380985j,+1.27713e+06-166950j
2016-08-05 18:00:00 PDT,+3.75989e+06-850704i,+1.4369e+06-308229i,+1.01426e+06-378574j,+1.30872e+06-163901j
2016-08-05 19:00:00 PDT,+3.86907e+06-839916i,+1.47771e+06-304569i,+1.04176e+06-375512j,+1.3496e+06-159836j
2016-08-05 20:00:00 PDT,+3.68613e+06-857418i,+1.41802e+06-308482i,+995450-381424j,+1.27267e+06-167513j
2016-08-05 21:00:00 PDT,+3.16875e+06-902624i,+1.22492e+06-323363i,+857908-395955j,+1.08592e+06-183306j
2016-08-05 22:00:00 PDT,+2.72852e+06-935805i,+1.0578e+06-334165i,+741236-407286j,+929486-194354j
2016-08-05 23:00:00 PDT,+2.38631e+06-958283i,+925787-341479i,+650040-415377j,+810478-201428j
2016-08-06 00:00:00 PDT,+2.30447e+06-963238i,+892807-343248i,+627579-417178j,+784086-202812j
2016-08-06 01:00:00 PDT,+2.24392e+06-966783i,+869437-344344i,+611470-418532j,+763015-203907j
2016-08-06 02:00:00 PDT,+2.22582e+06-967816i,+863111-344578i,+606847-418957j,+755858-204281j
2016-08-06 03:00:00 PDT,+2.27329e+06-965120i,+878511-344149i,+618702-417771j,+776072-203200j
2016-08-06 04:00:00 PDT,+2.44258e+06-954889i,+940431-341595i,+662593-413642j,+839557-199652j
2016-08-06 05:00:00 PDT,+2.56299e+06-947128i,+992245-338622i,+696965-410679j,+873779-197827j
2016-08-06 06:00:00 PDT,+2.64813e+06-941341i,+1.02863e+06-336280i,+719532-408804j,+899972-196257j
2016-08-06 07:00:00 PDT,+2.32547e+06-961889i,+909994-342175i,+635839-416469j,+779642-203245j
2016-08-06 08:00:00 PDT,+2.01485e+06-979159i,+794430-347062i,+553685-423454j,+666739-208643j
2016-08-06 09:00:00 PDT,+1.81691e+06-988817i,+725262-349261i,+503194-427706j,+588452-211850j
2016-08-06 10:00:00 PDT,+1.79059e+06-990034i,+716785-349513i,+496942-428226j,+576859-212295j
2016-08-06 11:00:00 PDT,+1.81592e+06-988876i,+728636-349080i,+505126-427625j,+582162-212171j
2016-08-06 12:00:00 PDT,+1.91743e+06-984078i,+765207-347672i,+532257-425678j,+619965-210729j
2016-08-06 13:00:00 PDT,+2.07899e+06-975853i,+824844-345168i,+575217-422426j,+678928-208259j
2016-08-06 14:00:00 PDT,+2.3385e+06-961269i,+919843-340821i,+643707-416826j,+774950-203622j
2016-08-06 15:00:00 PDT,+2.84385e+06-928011i,+1.10542e+06-331307i,+777105-404156j,+961327-192548j
2016-08-06 16:00:00 PDT,+3.46121e+06-878355i,+1.33426e+06-315954i,+938116-387313j,+1.18884e+06-175087j
2016-08-06 17:00:00 PDT,+3.74912e+06-851760i,+1.43879e+06-307998i,+1.01122e+06-378824j,+1.29911e+06-164938j
2016-08-06 18:00:00 PDT,+3.84486e+06-842317i,+1.475e+06-304768i,+1.03566e+06-376010j,+1.3342e+06-161539j
2016-08-06 19:00:00 PDT,+3.97917e+06-828749i,+1.5245e+06-300276i,+1.06953e+06-372138j,+1.38514e+06-156335j
2016-08-06 20:00:00 PDT,+3.7981e+06-846579i,+1.4653e+06-304280i,+1.02389e+06-378114j,+1.30891e+06-164184j
2016-08-06 21:00:00 PDT,+3.2586e+06-895181i,+1.2598e+06-320878i,+881031-393501j,+1.11777e+06-180803j
2016-08-06 22:00:00 PDT,+2.79687e+06-930932i,+1.08497e+06-332498i,+759157-405594j,+952747-192840j
2016-08-06 23:00:00 PDT,+2.431e+06-955517i,+942669-340654i,+661585-414354j,+826750-200508j
