# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-10-07 00:00:00 PDT,+2.31753e+06-962409i,+899843-342413i,+632010-417232j,+785678-202765j
2016-10-07 01:00:00 PDT,+2.28266e+06-964491i,+885375-343185i,+622442-417990j,+774846-203315j
2016-10-07 02:00:00 PDT,+2.28114e+06-964578i,+884770-343207i,+621997-418034j,+774372-203337j
2016-10-07 03:00:00 PDT,+2.3394e+06-961170i,+903962-342570i,+636595-416611j,+798842-201989j
2016-10-07 04:00:00 PDT,+2.50696e+06-950776i,+964976-339928i,+680081-412498j,+861899-198350j
2016-10-07 05:00:00 PDT,+2.79636e+06-931059i,+1.06979e+06-334323i,+754587-405615j,+971982-191121j
2016-10-07 06:00:00 PDT,+2.89618e+06-923545i,+1.11194e+06-330891i,+779674-403881j,+1.00457e+06-188773j
2016-10-07 07:00:00 PDT,+2.57412e+06-946053i,+985108-337990i,+693144-412273j,+895871-195790j
2016-10-07 08:00:00 PDT,+2.20131e+06-968864i,+841411-344977i,+592080-420919j,+767824-202968j
2016-10-07 09:00:00 PDT,+1.92653e+06-983415i,+744487-348413i,+521332-426790j,+660716-208213j
2016-10-07 10:00:00 PDT,+1.86973e+06-986183i,+724748-349115i,+506738-427877j,+638247-209192j
2016-10-07 11:00:00 PDT,+1.81619e+06-988776i,+707622-349689i,+494292-428807j,+614280-210280j
2016-10-07 12:00:00 PDT,+1.82738e+06-988219i,+709547-349685i,+495838-428664j,+621995-209870j
2016-10-07 13:00:00 PDT,+1.87091e+06-986140i,+725257-349197i,+507206-427765j,+638445-209178j
2016-10-07 14:00:00 PDT,+2.04733e+06-977284i,+787042-347189i,+552460-424075j,+707828-206020j
2016-10-07 15:00:00 PDT,+2.52166e+06-949440i,+958368-340202i,+675256-413266j,+888039-195972j
2016-10-07 16:00:00 PDT,+3.01669e+06-914584i,+1.16229e+06-328286i,+815461-399645j,+1.03895e+06-186652j
2016-10-07 17:00:00 PDT,+3.48369e+06-875812i,+1.33846e+06-315815i,+939424-386673j,+1.20581e+06-173324j
2016-10-07 18:00:00 PDT,+3.64823e+06-860725i,+1.40723e+06-309380i,+984368-382331j,+1.25663e+06-169014j
2016-10-07 19:00:00 PDT,+3.68773e+06-856962i,+1.42627e+06-307324i,+995553-381335j,+1.26591e+06-168303j
2016-10-07 20:00:00 PDT,+3.43073e+06-880319i,+1.33013e+06-314875i,+928359-388898j,+1.17224e+06-176546j
2016-10-07 21:00:00 PDT,+3.03606e+06-912914i,+1.18169e+06-325577i,+823827-399740j,+1.03053e+06-187596j
2016-10-07 22:00:00 PDT,+2.6877e+06-938486i,+1.04817e+06-334003i,+731729-408638j,+907798-195844j
2016-10-07 23:00:00 PDT,+2.39223e+06-957848i,+930594-340721i,+652446-415588j,+809187-201539j
2016-10-08 00:00:00 PDT,+2.34921e+06-960502i,+912177-341833i,+640227-416503j,+796804-202166j
2016-10-08 01:00:00 PDT,+2.31228e+06-962731i,+896937-342660i,+630074-417310j,+785268-202761j
2016-10-08 02:00:00 PDT,+2.30783e+06-962997i,+895306-342732i,+628918-417416j,+783603-202849j
2016-10-08 03:00:00 PDT,+2.37206e+06-959183i,+916538-341994i,+644973-415849j,+810553-201339j
2016-10-08 04:00:00 PDT,+2.5502e+06-947957i,+981552-339093i,+691147-411464j,+877502-197401j
2016-10-08 05:00:00 PDT,+2.85038e+06-927181i,+1.09458e+06-332783i,+770611-404013j,+985196-190385j
2016-10-08 06:00:00 PDT,+2.93433e+06-920787i,+1.13802e+06-328983i,+795418-402219j,+1.00089e+06-189585j
2016-10-08 07:00:00 PDT,+2.53893e+06-948371i,+997113-336688i,+693886-412092j,+847927-199590j
2016-10-08 08:00:00 PDT,+2.16069e+06-971162i,+853800-343759i,+593425-420823j,+713468-206581j
2016-10-08 09:00:00 PDT,+1.88255e+06-985457i,+755692-347323i,+521967-426861j,+604889-211273j
2016-10-08 10:00:00 PDT,+1.82079e+06-988395i,+733383-348154i,+505939-428086j,+581471-212156j
2016-10-08 11:00:00 PDT,+1.77873e+06-990297i,+721040-348591i,+496229-428776j,+561459-212930j
2016-10-08 12:00:00 PDT,+1.77123e+06-990616i,+719156-348662i,+494445-428890j,+557624-213064j
2016-10-08 13:00:00 PDT,+1.8038e+06-989161i,+730133-348376i,+502696-428193j,+570972-212592j
2016-10-08 14:00:00 PDT,+1.98795e+06-980272i,+795837-346135i,+550111-424286j,+642006-209852j
2016-10-08 15:00:00 PDT,+2.46585e+06-953132i,+970595-338793i,+675029-413112j,+820222-201228j
2016-10-08 16:00:00 PDT,+3.08273e+06-909374i,+1.19775e+06-325596i,+835527-397545j,+1.04945e+06-186233j
2016-10-08 17:00:00 PDT,+3.5865e+06-866395i,+1.38114e+06-312240i,+965560-383801j,+1.2398e+06-170354j
2016-10-08 18:00:00 PDT,+3.76123e+06-849897i,+1.45356e+06-305241i,+1.01307e+06-379113j,+1.29459e+06-165543j
2016-10-08 19:00:00 PDT,+3.8095e+06-845176i,+1.47616e+06-302744i,+1.02685e+06-377849j,+1.30648e+06-164582j
2016-10-08 20:00:00 PDT,+3.54753e+06-869777i,+1.37837e+06-310715i,+958487-385738j,+1.21067e+06-173324j
2016-10-08 21:00:00 PDT,+3.13921e+06-904716i,+1.22159e+06-322629i,+850777-397169j,+1.06684e+06-184919j
2016-10-08 22:00:00 PDT,+2.77373e+06-932414i,+1.08156e+06-331881i,+754220-406618j,+937949-193914j
2016-10-08 23:00:00 PDT,+2.46745e+06-953108i,+960166-339101i,+672220-413918j,+835063-200088j
