# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-04-01 00:00:00 PDT,+2.33751e+06-961165i,+908765-341903i,+637316-416794j,+791433-202468j
2016-04-01 01:00:00 PDT,+2.30917e+06-962868i,+897592-342490i,+629684-417412j,+781889-202966j
2016-04-01 02:00:00 PDT,+2.30797e+06-962939i,+897147-342493i,+629378-417457j,+781445-202988j
2016-04-01 03:00:00 PDT,+2.36477e+06-959580i,+915781-341873i,+643543-416055j,+805446-201652j
2016-04-01 04:00:00 PDT,+2.53301e+06-949040i,+977082-339151i,+687259-411913j,+868670-197976j
2016-04-01 05:00:00 PDT,+2.70095e+06-937717i,+1.04189e+06-335403i,+731586-408008j,+927472-194306j
2016-04-01 06:00:00 PDT,+2.76746e+06-932836i,+1.06657e+06-333533i,+746182-407018j,+954708-192285j
2016-04-01 07:00:00 PDT,+2.52811e+06-949057i,+965126-339310i,+679823-413254j,+883157-196493j
2016-04-01 08:00:00 PDT,+2.18738e+06-969621i,+834904-345342i,+587593-421216j,+764885-203063j
2016-04-01 09:00:00 PDT,+1.9541e+06-982007i,+753587-348102i,+527850-426274j,+672658-207631j
2016-04-01 10:00:00 PDT,+1.88569e+06-985375i,+730027-348906i,+510336-427620j,+645325-208849j
2016-04-01 11:00:00 PDT,+1.80886e+06-989073i,+705078-349711i,+491976-429015j,+611803-210347j
2016-04-01 12:00:00 PDT,+1.81755e+06-988655i,+704936-349819i,+492622-428929j,+619995-209908j
2016-04-01 13:00:00 PDT,+1.87127e+06-986096i,+724173-349240i,+506496-427818j,+640598-209039j
2016-04-01 14:00:00 PDT,+1.98308e+06-980574i,+763674-348008i,+535299-425465j,+684107-207101j
2016-04-01 15:00:00 PDT,+2.37742e+06-958493i,+906306-342664i,+637365-416579j,+833752-199250j
2016-04-01 16:00:00 PDT,+2.7921e+06-931262i,+1.08192e+06-333269i,+757158-405219j,+953021-192774j
