# file...... node150_swingbus.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# target.... node 185
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,voltage_A,voltage_B,voltage_C
2016-03-04 00:00:00 PST,-24.3211-2396.75i,-2063.49+1219.44j,+2087.81+1177.31j
2016-03-04 01:00:00 PST,-24.2553-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-03-04 02:00:00 PST,-24.2323-2396.77i,-2063.55+1219.37j,+2087.78+1177.4j
2016-03-04 03:00:00 PST,-24.2604-2396.77i,-2063.53+1219.4j,+2087.79+1177.38j
2016-03-04 04:00:00 PST,-24.3392-2396.75i,-2063.48+1219.45j,+2087.82+1177.3j
2016-03-04 05:00:00 PST,-24.4915-2396.75i,-2063.4+1219.59j,+2087.89+1177.16j
2016-03-04 06:00:00 PST,-24.5576-2396.73i,-2063.35+1219.63j,+2087.91+1177.1j
2016-03-04 07:00:00 PST,-24.4656-2396.75i,-2063.41+1219.56j,+2087.88+1177.19j
2016-03-04 08:00:00 PST,-24.1885-2396.77i,-2063.57+1219.33j,+2087.76+1177.44j
2016-03-04 09:00:00 PST,-23.8846-2396.79i,-2063.74+1219.08j,+2087.62+1177.71j
2016-03-04 10:00:00 PST,-23.7859-2396.81i,-2063.81+1219.01j,+2087.59+1177.81j
2016-03-04 11:00:00 PST,-23.7616-2396.81i,-2063.82+1218.98j,+2087.58+1177.83j
2016-03-04 12:00:00 PST,-23.7438-2396.81i,-2063.83+1218.97j,+2087.57+1177.84j
2016-03-04 13:00:00 PST,-23.7606-2396.81i,-2063.82+1218.98j,+2087.58+1177.83j
2016-03-04 14:00:00 PST,-23.8478-2396.79i,-2063.76+1219.05j,+2087.61+1177.74j
2016-03-04 15:00:00 PST,-24.0923-2396.77i,-2063.62+1219.25j,+2087.71+1177.52j
2016-03-04 16:00:00 PST,-24.3612-2396.75i,-2063.47+1219.47j,+2087.83+1177.28j
2016-03-04 17:00:00 PST,-24.9147-2396.71i,-2063.15+1219.93j,+2088.07+1176.78j
2016-03-04 18:00:00 PST,-25.217-2396.67i,-2062.97+1220.17j,+2088.18+1176.5j
2016-03-04 19:00:00 PST,-25.3359-2396.67i,-2062.91+1220.28j,+2088.24+1176.39j
2016-03-04 20:00:00 PST,-25.2784-2396.67i,-2062.94+1220.23j,+2088.21+1176.44j
2016-03-04 21:00:00 PST,-25.05-2396.69i,-2063.07+1220.04j,+2088.12+1176.65j
2016-03-04 22:00:00 PST,-24.7534-2396.73i,-2063.25+1219.8j,+2088.01+1176.93j
2016-03-04 23:00:00 PST,-24.5112-2396.75i,-2063.39+1219.6j,+2087.9+1177.15j
2016-03-05 00:00:00 PST,-24.3776-2396.75i,-2063.46+1219.49j,+2087.84+1177.26j
2016-03-05 01:00:00 PST,-24.3096-2396.75i,-2063.49+1219.43j,+2087.8+1177.32j
2016-03-05 02:00:00 PST,-24.2889-2396.77i,-2063.52+1219.42j,+2087.81+1177.35j
2016-03-05 03:00:00 PST,-24.3213-2396.75i,-2063.49+1219.44j,+2087.81+1177.31j
2016-03-05 04:00:00 PST,-24.4028-2396.75i,-2063.45+1219.51j,+2087.85+1177.24j
2016-03-05 05:00:00 PST,-24.557-2396.73i,-2063.35+1219.63j,+2087.91+1177.1j
2016-03-05 06:00:00 PST,-24.612-2396.73i,-2063.32+1219.68j,+2087.93+1177.05j
2016-03-05 07:00:00 PST,-24.4755-2396.75i,-2063.41+1219.57j,+2087.88+1177.18j
2016-03-05 08:00:00 PST,-24.1697-2396.77i,-2063.58+1219.32j,+2087.75+1177.45j
2016-03-05 09:00:00 PST,-23.8631-2396.79i,-2063.75+1219.06j,+2087.61+1177.73j
2016-03-05 10:00:00 PST,-23.7799-2396.81i,-2063.81+1219j,+2087.59+1177.81j
2016-03-05 11:00:00 PST,-23.7608-2396.81i,-2063.82+1218.98j,+2087.58+1177.83j
2016-03-05 12:00:00 PST,-23.7337-2396.81i,-2063.83+1218.96j,+2087.57+1177.85j
2016-03-05 13:00:00 PST,-23.7473-2396.81i,-2063.83+1218.97j,+2087.57+1177.84j
2016-03-05 14:00:00 PST,-23.7656-2396.81i,-2063.82+1218.99j,+2087.58+1177.82j
2016-03-05 15:00:00 PST,-23.9829-2396.79i,-2063.69+1219.17j,+2087.67+1177.63j
2016-03-05 16:00:00 PST,-24.4141-2396.75i,-2063.44+1219.52j,+2087.85+1177.23j
2016-03-05 17:00:00 PST,-24.9728-2396.71i,-2063.12+1219.98j,+2088.1+1176.73j
2016-03-05 18:00:00 PST,-25.2905-2396.67i,-2062.93+1220.24j,+2088.22+1176.43j
2016-03-05 19:00:00 PST,-25.4208-2396.67i,-2062.87+1220.35j,+2088.29+1176.32j
2016-03-05 20:00:00 PST,-25.3701-2396.67i,-2062.89+1220.31j,+2088.26+1176.36j
2016-03-05 21:00:00 PST,-25.1304-2396.69i,-2063.03+1220.11j,+2088.16+1176.58j
2016-03-05 22:00:00 PST,-24.8244-2396.71i,-2063.2+1219.85j,+2088.02+1176.86j
2016-03-05 23:00:00 PST,-24.5648-2396.73i,-2063.35+1219.64j,+2087.91+1177.09j
