# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:41 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-07-01 00:00:00 PDT,+2.31187e+06-962844i,+894417-343238i,+629724-416988j,+787731-202618j
2016-07-01 01:00:00 PDT,+2.23975e+06-967057i,+866935-344509i,+610533-418600j,+762284-203947j
2016-07-01 02:00:00 PDT,+2.20952e+06-968788i,+855479-344949i,+602686-419332j,+751354-204507j
2016-07-01 03:00:00 PDT,+2.25852e+06-966005i,+872474-344382i,+615188-418140j,+770859-203484j
2016-07-01 04:00:00 PDT,+2.3641e+06-959757i,+912841-342672i,+643320-415558j,+807939-201526j
2016-07-01 05:00:00 PDT,+2.52282e+06-949752i,+972241-339661i,+684535-411965j,+866042-198126j
2016-07-01 06:00:00 PDT,+2.74666e+06-934479i,+1.04813e+06-335754i,+738334-407028j,+960202-191697j
2016-07-01 07:00:00 PDT,+2.73587e+06-935165i,+1.02489e+06-337601i,+730910-407811j,+980065-189753j
2016-07-01 08:00:00 PDT,+2.66203e+06-940177i,+989768-339543i,+708417-410048j,+963845-190585j
2016-07-01 09:00:00 PDT,+2.66553e+06-940004i,+991302-339124i,+710365-410268j,+963860-190612j
2016-07-01 10:00:00 PDT,+2.76256e+06-933284i,+1.02477e+06-337348i,+735959-408073j,+1.00183e+06-187864j
2016-07-01 11:00:00 PDT,+2.84224e+06-927707i,+1.05511e+06-335526i,+758609-406180j,+1.02852e+06-186002j
2016-07-01 12:00:00 PDT,+2.94181e+06-920281i,+1.0885e+06-333504i,+783718-404102j,+1.06959e+06-182675j
2016-07-01 13:00:00 PDT,+3.06177e+06-911093i,+1.13336e+06-330512i,+816008-401322j,+1.1124e+06-179259j
2016-07-01 14:00:00 PDT,+3.24599e+06-896193i,+1.20155e+06-325981i,+864450-396676j,+1.17999e+06-173536j
2016-07-01 15:00:00 PDT,+3.6457e+06-860876i,+1.35079e+06-315559i,+969133-385367j,+1.32577e+06-159950j
2016-07-01 16:00:00 PDT,+3.99928e+06-827065i,+1.5171e+06-300778i,+1.07568e+06-372546j,+1.4065e+06-153741j
2016-07-01 17:00:00 PDT,+4.0277e+06-824229i,+1.53585e+06-299308i,+1.08574e+06-370703j,+1.40611e+06-154219j
2016-07-01 18:00:00 PDT,+3.92553e+06-834507i,+1.50071e+06-302287i,+1.05896e+06-373809j,+1.36587e+06-158412j
2016-07-01 19:00:00 PDT,+3.96596e+06-830319i,+1.51518e+06-301002i,+1.06844e+06-372653j,+1.38234e+06-156664j
2016-07-01 20:00:00 PDT,+3.82154e+06-844556i,+1.46619e+06-304374i,+1.03139e+06-377554j,+1.32396e+06-162628j
2016-07-01 21:00:00 PDT,+3.30755e+06-891234i,+1.27578e+06-319557i,+895176-392383j,+1.1366e+06-179294j
2016-07-01 22:00:00 PDT,+2.84261e+06-927767i,+1.09969e+06-331596i,+771942-404562j,+970980-191609j
2016-07-01 23:00:00 PDT,+2.45999e+06-953765i,+952012-340251i,+669619-413671j,+838361-199843j
2016-07-02 00:00:00 PDT,+2.35711e+06-960130i,+911443-342436i,+641451-415979j,+804221-201715j
2016-07-02 01:00:00 PDT,+2.28264e+06-964567i,+883125-343783i,+621688-417655j,+777829-203128j
2016-07-02 02:00:00 PDT,+2.26103e+06-965819i,+875587-344064i,+616174-418170j,+769269-203585j
2016-07-02 03:00:00 PDT,+2.31088e+06-962931i,+891890-343552i,+628632-416945j,+790361-202434j
