# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-07-01 00:00:00 PDT,+2.31187e+06-962844i,+894417-343238i,+629724-416988j,+787731-202618j
2016-07-01 01:00:00 PDT,+2.23975e+06-967057i,+866935-344509i,+610533-418600j,+762284-203947j
2016-07-01 02:00:00 PDT,+2.20952e+06-968788i,+855479-344949i,+602686-419332j,+751354-204507j
2016-07-01 03:00:00 PDT,+2.25852e+06-966005i,+872474-344382i,+615188-418140j,+770859-203484j
2016-07-01 04:00:00 PDT,+2.3641e+06-959757i,+912841-342672i,+643320-415558j,+807939-201526j
2016-07-01 05:00:00 PDT,+2.52282e+06-949752i,+972241-339661i,+684535-411965j,+866042-198126j
2016-07-01 06:00:00 PDT,+2.63332e+06-942299i,+1.00937e+06-337725i,+709457-409768j,+914494-194806j
2016-07-01 07:00:00 PDT,+2.43329e+06-955295i,+921567-342423i,+653756-414932j,+857970-197941j
2016-07-01 08:00:00 PDT,+2.17806e+06-970359i,+824483-346506i,+585006-421004j,+768572-202849j
2016-07-01 09:00:00 PDT,+2.03166e+06-978318i,+774681-347938i,+548727-424402j,+708255-205979j
2016-07-01 10:00:00 PDT,+2.05198e+06-977299i,+782040-347543i,+554739-424108j,+715203-205648j
2016-07-01 11:00:00 PDT,+2.08589e+06-975593i,+796727-346779i,+565748-423469j,+723418-205346j
2016-07-01 12:00:00 PDT,+2.21487e+06-968452i,+840380-344932i,+598376-421033j,+776116-202486j
2016-07-01 13:00:00 PDT,+2.38252e+06-958602i,+901601-342041i,+642873-417572j,+838047-198989j
2016-07-01 14:00:00 PDT,+2.62295e+06-943165i,+989103-337680i,+705620-412160j,+928224-193325j
2016-07-01 15:00:00 PDT,+3.16428e+06-903042i,+1.18693e+06-326510i,+846445-398368j,+1.13091e+06-178164j
2016-07-01 16:00:00 PDT,+3.68001e+06-858401i,+1.40828e+06-309547i,+994402-381985j,+1.27733e+06-166869j
2016-07-01 17:00:00 PDT,+3.86846e+06-840287i,+1.48156e+06-303852i,+1.0452e+06-375511j,+1.3417e+06-160924j
2016-07-01 18:00:00 PDT,+3.85298e+06-841718i,+1.47594e+06-304333i,+1.0405e+06-375978j,+1.33654e+06-161407j
2016-07-01 19:00:00 PDT,+3.96596e+06-830319i,+1.51518e+06-301002i,+1.06844e+06-372653j,+1.38234e+06-156664j
2016-07-01 20:00:00 PDT,+3.82154e+06-844556i,+1.46619e+06-304374i,+1.03139e+06-377554j,+1.32396e+06-162628j
2016-07-01 21:00:00 PDT,+3.30755e+06-891234i,+1.27578e+06-319557i,+895176-392383j,+1.1366e+06-179294j
2016-07-01 22:00:00 PDT,+2.84261e+06-927767i,+1.09969e+06-331596i,+771942-404562j,+970980-191609j
2016-07-01 23:00:00 PDT,+2.45999e+06-953765i,+952012-340251i,+669619-413671j,+838361-199843j
2016-07-02 00:00:00 PDT,+2.35711e+06-960130i,+911443-342436i,+641451-415979j,+804221-201715j
2016-07-02 01:00:00 PDT,+2.28264e+06-964567i,+883125-343783i,+621688-417655j,+777829-203128j
2016-07-02 02:00:00 PDT,+2.26103e+06-965819i,+875587-344064i,+616174-418170j,+769269-203585j
2016-07-02 03:00:00 PDT,+2.31088e+06-962931i,+891890-343552i,+628632-416945j,+790361-202434j
2016-07-02 04:00:00 PDT,+2.42797e+06-955813i,+937518-341492i,+659869-414071j,+830581-200249j
