# file...... node150_swingbus.csv
# date...... Fri Oct 27 14:51:42 2017
# user...... mast9
# host...... (null)
# target.... node 185
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,voltage_A,voltage_B,voltage_C
2016-05-06 00:00:00 PDT,-24.208-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-05-06 01:00:00 PDT,-24.1832-2396.77i,-2063.57+1219.33j,+2087.76+1177.44j
2016-05-06 02:00:00 PDT,-24.183-2396.77i,-2063.57+1219.33j,+2087.76+1177.44j
2016-05-06 03:00:00 PDT,-24.229-2396.77i,-2063.55+1219.37j,+2087.78+1177.4j
2016-05-06 04:00:00 PDT,-24.332-2396.75i,-2063.48+1219.45j,+2087.81+1177.3j
2016-05-06 05:00:00 PDT,-24.4402-2396.75i,-2063.43+1219.54j,+2087.87+1177.21j
2016-05-06 06:00:00 PDT,-24.5978-2396.73i,-2063.33+1219.67j,+2087.93+1177.06j
2016-05-06 07:00:00 PDT,-24.5545-2396.73i,-2063.35+1219.63j,+2087.91+1177.1j
2016-05-06 08:00:00 PDT,-24.4365-2396.75i,-2063.43+1219.54j,+2087.86+1177.21j
2016-05-06 09:00:00 PDT,-24.3751-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-05-06 10:00:00 PDT,-24.3776-2396.75i,-2063.46+1219.49j,+2087.84+1177.26j
2016-05-06 11:00:00 PDT,-24.364-2396.75i,-2063.46+1219.47j,+2087.83+1177.28j
2016-05-06 12:00:00 PDT,-24.3628-2396.75i,-2063.47+1219.47j,+2087.83+1177.28j
2016-05-06 13:00:00 PDT,-24.371-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-05-06 14:00:00 PDT,-24.4311-2396.75i,-2063.43+1219.53j,+2087.86+1177.22j
2016-05-06 15:00:00 PDT,-24.6795-2396.73i,-2063.29+1219.74j,+2087.97+1176.99j
2016-05-06 16:00:00 PDT,-24.8835-2396.71i,-2063.17+1219.9j,+2088.05+1176.8j
2016-05-06 17:00:00 PDT,-24.9713-2396.71i,-2063.13+1219.98j,+2088.1+1176.73j
2016-05-06 18:00:00 PDT,-25.0025-2396.69i,-2063.09+1220j,+2088.09+1176.69j
2016-05-06 19:00:00 PDT,-25.2059-2396.69i,-2062.99+1220.17j,+2088.2+1176.52j
2016-05-06 20:00:00 PDT,-25.1392-2396.69i,-2063.02+1220.12j,+2088.16+1176.57j
2016-05-06 21:00:00 PDT,-24.8125-2396.71i,-2063.21+1219.84j,+2088.02+1176.87j
2016-05-06 22:00:00 PDT,-24.5213-2396.75i,-2063.39+1219.61j,+2087.91+1177.14j
2016-05-06 23:00:00 PDT,-24.2756-2396.77i,-2063.53+1219.41j,+2087.8+1177.36j
2016-05-07 00:00:00 PDT,-24.244-2396.77i,-2063.54+1219.38j,+2087.79+1177.39j
2016-05-07 01:00:00 PDT,-24.2132-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-05-07 02:00:00 PDT,-24.2111-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-05-07 03:00:00 PDT,-24.2657-2396.77i,-2063.53+1219.4j,+2087.8+1177.37j
2016-05-07 04:00:00 PDT,-24.3651-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-05-07 05:00:00 PDT,-24.4738-2396.75i,-2063.41+1219.57j,+2087.88+1177.18j
2016-05-07 06:00:00 PDT,-24.6171-2396.73i,-2063.32+1219.68j,+2087.94+1177.05j
2016-05-07 07:00:00 PDT,-24.505-2396.75i,-2063.39+1219.6j,+2087.9+1177.15j
2016-05-07 08:00:00 PDT,-24.3872-2396.75i,-2063.45+1219.49j,+2087.84+1177.26j
2016-05-07 09:00:00 PDT,-24.3176-2396.75i,-2063.49+1219.43j,+2087.81+1177.32j
2016-05-07 10:00:00 PDT,-24.3246-2396.75i,-2063.48+1219.44j,+2087.81+1177.31j
2016-05-07 11:00:00 PDT,-24.3037-2396.77i,-2063.51+1219.43j,+2087.82+1177.34j
2016-05-07 12:00:00 PDT,-24.2951-2396.77i,-2063.52+1219.43j,+2087.81+1177.35j
2016-05-07 13:00:00 PDT,-24.2984-2396.77i,-2063.52+1219.43j,+2087.81+1177.34j
2016-05-07 14:00:00 PDT,-24.3607-2396.75i,-2063.47+1219.47j,+2087.83+1177.28j
2016-05-07 15:00:00 PDT,-24.6105-2396.73i,-2063.32+1219.68j,+2087.93+1177.05j
2016-05-07 16:00:00 PDT,-24.9032-2396.71i,-2063.16+1219.92j,+2088.06+1176.79j
2016-05-07 17:00:00 PDT,-25.0132-2396.69i,-2063.09+1220.01j,+2088.1+1176.68j
2016-05-07 18:00:00 PDT,-25.0475-2396.69i,-2063.07+1220.04j,+2088.12+1176.65j
2016-05-07 19:00:00 PDT,-25.2655-2396.67i,-2062.94+1220.21j,+2088.21+1176.45j
2016-05-07 20:00:00 PDT,-25.2051-2396.69i,-2062.99+1220.17j,+2088.2+1176.52j
2016-05-07 21:00:00 PDT,-24.8808-2396.71i,-2063.17+1219.9j,+2088.05+1176.81j
2016-05-07 22:00:00 PDT,-24.5832-2396.73i,-2063.34+1219.65j,+2087.92+1177.08j
2016-05-07 23:00:00 PDT,-24.3289-2396.75i,-2063.48+1219.44j,+2087.81+1177.31j
