# file...... node150_swingbus.csv
# date...... Fri Oct 27 14:51:41 2017
# user...... mast9
# host...... (null)
# target.... node 185
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,voltage_A,voltage_B,voltage_C
2016-06-03 00:00:00 PDT,-24.1701-2396.77i,-2063.58+1219.32j,+2087.75+1177.45j
2016-06-03 01:00:00 PDT,-24.1266-2396.77i,-2063.6+1219.28j,+2087.73+1177.49j
2016-06-03 02:00:00 PDT,-24.1194-2396.77i,-2063.6+1219.27j,+2087.72+1177.5j
2016-06-03 03:00:00 PDT,-24.1615-2396.77i,-2063.58+1219.31j,+2087.75+1177.46j
2016-06-03 04:00:00 PDT,-24.2319-2396.77i,-2063.55+1219.37j,+2087.78+1177.4j
2016-06-03 05:00:00 PDT,-24.3749-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-06-03 06:00:00 PDT,-24.5374-2396.75i,-2063.38+1219.63j,+2087.92+1177.13j
2016-06-03 07:00:00 PDT,-24.5196-2396.75i,-2063.39+1219.61j,+2087.91+1177.14j
2016-06-03 08:00:00 PDT,-24.4389-2396.75i,-2063.43+1219.54j,+2087.87+1177.21j
2016-06-03 09:00:00 PDT,-24.4001-2396.75i,-2063.45+1219.51j,+2087.85+1177.24j
2016-06-03 10:00:00 PDT,-24.4342-2396.75i,-2063.43+1219.54j,+2087.86+1177.21j
2016-06-03 11:00:00 PDT,-24.4494-2396.75i,-2063.42+1219.55j,+2087.87+1177.2j
2016-06-03 12:00:00 PDT,-24.4991-2396.75i,-2063.4+1219.59j,+2087.9+1177.16j
2016-06-03 13:00:00 PDT,-24.5463-2396.73i,-2063.36+1219.62j,+2087.9+1177.11j
2016-06-03 14:00:00 PDT,-24.6349-2396.73i,-2063.31+1219.7j,+2087.95+1177.03j
2016-06-03 15:00:00 PDT,-24.9069-2396.71i,-2063.16+1219.92j,+2088.06+1176.78j
2016-06-03 16:00:00 PDT,-25.1029-2396.69i,-2063.04+1220.08j,+2088.14+1176.6j
2016-06-03 17:00:00 PDT,-25.179-2396.69i,-2063+1220.15j,+2088.18+1176.54j
2016-06-03 18:00:00 PDT,-25.1663-2396.69i,-2063.01+1220.14j,+2088.18+1176.55j
2016-06-03 19:00:00 PDT,-25.2484-2396.67i,-2062.95+1220.2j,+2088.2+1176.47j
2016-06-03 20:00:00 PDT,-25.1981-2396.69i,-2062.99+1220.17j,+2088.19+1176.52j
2016-06-03 21:00:00 PDT,-24.8578-2396.71i,-2063.18+1219.88j,+2088.04+1176.83j
2016-06-03 22:00:00 PDT,-24.528-2396.75i,-2063.38+1219.62j,+2087.91+1177.13j
2016-06-03 23:00:00 PDT,-24.2592-2396.77i,-2063.54+1219.39j,+2087.79+1177.38j
2016-06-04 00:00:00 PDT,-24.2076-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-06-04 01:00:00 PDT,-24.1674-2396.77i,-2063.58+1219.31j,+2087.75+1177.46j
2016-06-04 02:00:00 PDT,-24.158-2396.77i,-2063.59+1219.31j,+2087.74+1177.46j
2016-06-04 03:00:00 PDT,-24.2085-2396.77i,-2063.56+1219.35j,+2087.77+1177.42j
2016-06-04 04:00:00 PDT,-24.2805-2396.77i,-2063.52+1219.41j,+2087.8+1177.36j
2016-06-04 05:00:00 PDT,-24.419-2396.75i,-2063.44+1219.52j,+2087.86+1177.23j
2016-06-04 06:00:00 PDT,-24.5717-2396.73i,-2063.34+1219.64j,+2087.91+1177.09j
2016-06-04 07:00:00 PDT,-24.4796-2396.75i,-2063.41+1219.57j,+2087.89+1177.18j
2016-06-04 08:00:00 PDT,-24.3882-2396.75i,-2063.45+1219.5j,+2087.84+1177.25j
2016-06-04 09:00:00 PDT,-24.339-2396.75i,-2063.48+1219.45j,+2087.82+1177.3j
2016-06-04 10:00:00 PDT,-24.3735-2396.75i,-2063.46+1219.48j,+2087.83+1177.27j
2016-06-04 11:00:00 PDT,-24.4004-2396.75i,-2063.45+1219.51j,+2087.85+1177.24j
2016-06-04 12:00:00 PDT,-24.4223-2396.75i,-2063.44+1219.53j,+2087.86+1177.22j
2016-06-04 13:00:00 PDT,-24.4652-2396.75i,-2063.41+1219.56j,+2087.88+1177.19j
2016-06-04 14:00:00 PDT,-24.5746-2396.73i,-2063.34+1219.65j,+2087.92+1177.08j
2016-06-04 15:00:00 PDT,-24.8749-2396.71i,-2063.17+1219.9j,+2088.05+1176.81j
2016-06-04 16:00:00 PDT,-25.2-2396.69i,-2062.99+1220.17j,+2088.19+1176.52j
2016-06-04 17:00:00 PDT,-25.2971-2396.67i,-2062.93+1220.24j,+2088.22+1176.43j
2016-06-04 18:00:00 PDT,-25.3051-2396.67i,-2062.92+1220.25j,+2088.23+1176.42j
2016-06-04 19:00:00 PDT,-25.3925-2396.67i,-2062.88+1220.32j,+2088.27+1176.34j
2016-06-04 20:00:00 PDT,-25.334-2396.67i,-2062.91+1220.27j,+2088.24+1176.39j
2016-06-04 21:00:00 PDT,-24.9666-2396.71i,-2063.13+1219.98j,+2088.09+1176.73j
2016-06-04 22:00:00 PDT,-24.6066-2396.73i,-2063.33+1219.67j,+2087.93+1177.05j
2016-06-04 23:00:00 PDT,-24.3078-2396.75i,-2063.49+1219.43j,+2087.8+1177.32j
