# file...... underground_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# group..... class= underground_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O60-62,O62-63,O63-64,O64-65,O65-66
2016-09-02 00:00:00 PDT,+115937+59806.8j,+115794+59779.1j,+115694+59759.8j,+37053.4+26025.2j,+3.33909e-09+8.07106e-10j
2016-09-02 01:00:00 PDT,+72454.5-53498.1j,+72389-53511.9j,+72342.9-53521j,+38608.2+27468.5j,-1.28956e-08-9.99443e-09j
2016-09-02 02:00:00 PDT,+72470.2-53498.3j,+72404.7-53512.1j,+72358.6-53521.2j,+38613.9+27470.5j,-7.70769e-09+5.90219e-09j
2016-09-02 03:00:00 PDT,+72394.7-53490.5j,+72329.3-53504.3j,+72283.2-53513.4j,+38584+27460j,+1.01042e-10-3.02178e-09j
2016-09-02 04:00:00 PDT,+72174.5-53490.7j,+72109.1-53504.5j,+72063.2-53513.6j,+38501.2+27428.9j,-7.14339e-10+1.67245e-09j
2016-09-02 05:00:00 PDT,+71881.5-53481.6j,+71816.5-53495.4j,+71770.7-53504.6j,+38381.1+27400.1j,-1.98164e-09-3.72398e-09j
2016-09-02 06:00:00 PDT,+71844.4-53469.8j,+71779.6-53483.9j,+71734-53493.2j,+38350.9+27416.2j,-1.59109e-08+1.13719e-08j
2016-09-02 07:00:00 PDT,+72138.2-53372.9j,+72073.4-53387.1j,+72027.9-53396.5j,+38430.1+27483.5j,-1.64715e-08+1.36915e-09j
2016-09-02 08:00:00 PDT,+72607.4-53312.7j,+72542.4-53327j,+72496.7-53336.4j,+38585.7+27562.8j,-1.22746e-09-9.75464e-09j
2016-09-02 09:00:00 PDT,+72858.4-53320.9j,+72793.3-53335.2j,+72747.5-53344.6j,+38681.8+27593.8j,+1.29326e-08-1.66524e-08j
2016-09-02 10:00:00 PDT,+72897.8-53325.7j,+72832.7-53340j,+72786.8-53349.5j,+38697.6+27596.3j,-3.6731e-09+1.67581e-09j
2016-09-02 11:00:00 PDT,+72913.2-53361.4j,+72847.9-53375.6j,+72801.9-53385j,+38717.7+27586.3j,+5.1011e-10-1.93003e-09j
2016-09-02 12:00:00 PDT,+72767-53327.6j,+72701.9-53341.8j,+72656.1-53351.3j,+38649+27577.6j,+5.91915e-09+6.58575e-09j
2016-09-02 13:00:00 PDT,+72669.8-53329.4j,+72604.8-53343.7j,+72559.1-53353.2j,+38612.8+27565.9j,+7.96317e-09-9.10579e-09j
2016-09-02 14:00:00 PDT,+72449.8-53326.3j,+72384.9-53340.6j,+72339.3-53350.1j,+38528.6+27537.2j,-9.51356e-09-5.74723e-09j
2016-09-02 15:00:00 PDT,+71890.3-53329.6j,+71825.8-53343.9j,+71780.4-53353.4j,+38316.4+27460.9j,+6.22946e-09+2.7678e-09j
2016-09-02 16:00:00 PDT,+71344.4-53569.5j,+71279.6-53583.3j,+71233.9-53592.5j,+38205.6+27306.9j,-1.39389e-08+1.70137e-08j
2016-09-02 17:00:00 PDT,+70850.9-53633.5j,+70786.2-53647.2j,+70740.7-53656.3j,+38041.4+27221.8j,+2.30346e-09+2.72819e-09j
2016-09-02 18:00:00 PDT,+70611.1-53630j,+70546.8-53643.9j,+70501.5-53653.1j,+37942.8+27200.7j,+9.07652e-09-1.31798e-08j
2016-09-02 19:00:00 PDT,+70488-53669.5j,+70423.8-53683.5j,+70378.5-53692.7j,+37901.4+27184.7j,-1.66224e-08-2.0982e-09j
2016-09-02 20:00:00 PDT,+70823.4-53663.6j,+70759-53677.5j,+70713.6-53686.8j,+38028.9+27234.5j,-1.02328e-08+9.9402e-09j
2016-09-02 21:00:00 PDT,+71394.2-53625.4j,+71329.4-53639.3j,+71283.8-53648.6j,+38236.6+27318.1j,-2.49006e-09+4.91256e-10j
2016-09-02 22:00:00 PDT,+71879.6-53584.8j,+71814.5-53598.7j,+71768.6-53607.9j,+38410.4+27387.2j,-5.17248e-09-7.76355e-09j
2016-09-02 23:00:00 PDT,+72275.1-53532.5j,+72209.7-53546.3j,+72163.7-53555.4j,+38549.1+27443.8j,+1.71609e-09-5.43978e-09j
2016-09-03 00:00:00 PDT,+72348.1-53507.8j,+72282.7-53521.6j,+72236.6-53530.7j,+38569.4+27454.9j,-8.73119e-09-6.28473e-09j
