# file...... underground_lines_power_out_A.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# group..... class= underground_line
# property.. power_out_A
# limit..... -1
# interval.. 3600
# timestamp,O60-62,O62-63,O63-64,O64-65,O65-66
2016-09-02 00:00:00 PDT,+58634.9+47659.9i,+58599.2+47653i,+45525+47642.8i,+45457.4+47629.6i,-3.11383e-09-1.57293e-09i
2016-09-02 01:00:00 PDT,+60052.1+48895.3i,+60014.9+48889.1i,+47816.6+48879.5i,+47746.6+48865.9i,-2.05263e-08-1.62341e-10i
2016-09-02 02:00:00 PDT,+60058.8+48902.3i,+60021.6+48896.1i,+47823.4+48886.5i,+47753.4+48872.9i,-1.88311e-08+2.07512e-09i
2016-09-02 03:00:00 PDT,+59625.1+48874.9i,+59588.2+48868.8i,+47790+48859.2i,+47720+48845.6i,-2.22319e-10-2.96497e-09i
2016-09-02 04:00:00 PDT,+60411.7+48759.3i,+60374.2+48753i,+47686.2+48743.4i,+47616.4+48729.9i,+1.35137e-08+3.27224e-09i
2016-09-02 05:00:00 PDT,+63377.9+48567.3i,+63338.2+48560.5i,+47540.4+48550.9i,+47470.9+48537.2i,-1.35248e-08-1.55563e-09i
2016-09-02 06:00:00 PDT,+66419.5+48479.2i,+66377.3+48472i,+47509.6+48462.1i,+47440.2+48448.3i,+2.70563e-08+1.90557e-09i
2016-09-02 07:00:00 PDT,+64171.2+48698.9i,+64130.9+48691.9i,+47663+48681.9i,+47593.4+48667.9i,+4.24081e-11-1.69785e-09i
2016-09-02 08:00:00 PDT,+61076.6+48982.4i,+61038.7+48975.8i,+47890.5+48965.7i,+47820.5+48951.6i,-2.32718e-09-1.69738e-09i
2016-09-02 09:00:00 PDT,+60700.3+49104.6i,+60662.7+49098.1i,+48004.3+49088i,+47934.1+49073.8i,-1.61035e-08-3.58898e-10i
2016-09-02 10:00:00 PDT,+60766.6+49121.2i,+60728.9+49114.7i,+48020.5+49104.6i,+47950.3+49090.4i,+7.7464e-09+7.34339e-10i
2016-09-02 11:00:00 PDT,+60952.7+49121.1i,+60914.9+49114.5i,+48026.5+49104.5i,+47956.2+49090.4i,+8.57202e-09-4.16348e-10i
2016-09-02 12:00:00 PDT,+61124.6+49051.6i,+61086.7+49045i,+47958.4+49034.9i,+47888.3+49020.7i,-7.82058e-09+2.76208e-09i
