# file...... System_ABC_load_meter.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# target.... transformer 148
# trigger... (none)
# interval.. 1800
# limit..... -1
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2016-09-02 00:00:00 PDT,+2.25893e+06-965911i,+876211-343805i,+616313-418338j,+766405-203768j
2016-09-02 01:00:00 PDT,+2.21658e+06-968363i,+859236-344630i,+604900-419264j,+752449-204468j
2016-09-02 02:00:00 PDT,+2.20583e+06-968972i,+855491-344765i,+602192-419517j,+748149-204690j
2016-09-02 03:00:00 PDT,+2.25885e+06-965974i,+872895-344236i,+615455-418228j,+770504-203510j
2016-09-02 04:00:00 PDT,+2.42162e+06-956235i,+931344-341883i,+657529-414296j,+832749-200057j
2016-09-02 05:00:00 PDT,+2.65125e+06-941236i,+1.01529e+06-337562i,+716550-409023j,+919409-194652j
2016-09-02 06:00:00 PDT,+2.70283e+06-937486i,+1.03796e+06-335614i,+728498-408431j,+936363-193442j
2016-09-02 07:00:00 PDT,+2.46262e+06-953351i,+937850-341024i,+662397-414575j,+862371-197753j
2016-09-02 08:00:00 PDT,+2.10683e+06-974189i,+803495-346937i,+566687-422701j,+736646-204551j
2016-09-02 09:00:00 PDT,+1.92787e+06-983467i,+740936-348901i,+521240-426595j,+665690-207971j
2016-09-02 10:00:00 PDT,+1.90163e+06-984781i,+732218-349111i,+515169-427171j,+654239-208499j
2016-09-02 11:00:00 PDT,+1.89136e+06-985346i,+732087-348910i,+515034-427380j,+644240-209055j
2016-09-02 12:00:00 PDT,+2.00195e+06-979847i,+767628-347726i,+542515-425307j,+691810-206814j
2016-09-02 13:00:00 PDT,+2.07562e+06-976008i,+794160-346657i,+562041-423862j,+719419-205489j
2016-09-02 14:00:00 PDT,+2.24083e+06-966891i,+852501-344400i,+605017-420322j,+783307-202169j
2016-09-02 15:00:00 PDT,+2.66106e+06-940505i,+1.00426e+06-337710i,+714005-410377j,+942798-192418j
2016-09-02 16:00:00 PDT,+3.06741e+06-911012i,+1.17676e+06-327401i,+830998-398494j,+1.05965e+06-185118j
2016-09-02 17:00:00 PDT,+3.43986e+06-880060i,+1.31873e+06-317478i,+930259-387900j,+1.19087e+06-174682j
2016-09-02 18:00:00 PDT,+3.62614e+06-863104i,+1.38848e+06-311908i,+977867-382745j,+1.25979e+06-168451j
2016-09-02 19:00:00 PDT,+3.73939e+06-852300i,+1.43817e+06-306962i,+1.00856e+06-379723j,+1.29266e+06-165615j
2016-09-02 20:00:00 PDT,+3.48177e+06-875979i,+1.34399e+06-314246i,+941284-387378j,+1.19649e+06-174356j
2016-09-02 21:00:00 PDT,+3.04421e+06-912403i,+1.18034e+06-326127i,+825237-399365j,+1.03864e+06-186911j
2016-09-02 22:00:00 PDT,+2.67038e+06-939755i,+1.03875e+06-334945i,+726484-408851j,+905154-195958j
2016-09-02 23:00:00 PDT,+2.35758e+06-960010i,+916184-341722i,+642979-416176j,+798413-202112j
2016-09-03 00:00:00 PDT,+2.30097e+06-963445i,+891965-343133i,+627063-417371j,+781943-202940j
2016-09-03 01:00:00 PDT,+2.25163e+06-966348i,+872546-344073i,+613898-418469j,+765188-203807j
2016-09-03 02:00:00 PDT,+2.24318e+06-966830i,+869622-344170i,+611751-418676j,+761811-203984j
2016-09-03 03:00:00 PDT,+2.29922e+06-963607i,+888101-343576i,+625826-417312j,+785288-202718j
2016-09-03 04:00:00 PDT,+2.47455e+06-952885i,+952194-340856i,+671312-413039j,+851048-198990j
2016-09-03 05:00:00 PDT,+2.70811e+06-937371i,+1.04153e+06-336025i,+733962-407345j,+932617-194001j
2016-09-03 06:00:00 PDT,+2.75416e+06-933957i,+1.06917e+06-333566i,+747846-406490j,+937142-193901j
2016-09-03 07:00:00 PDT,+2.43295e+06-955287i,+950961-339804i,+664415-414280j,+817571-201202j
2016-09-03 08:00:00 PDT,+2.06861e+06-976298i,+814549-345959i,+567780-422571j,+686276-207767j
2016-09-03 09:00:00 PDT,+1.90538e+06-984564i,+757707-347743i,+526722-426230j,+620948-210591j
2016-09-03 10:00:00 PDT,+1.92201e+06-983789i,+764629-347328i,+532369-426003j,+625015-210459j
2016-09-03 11:00:00 PDT,+1.9576e+06-982054i,+781436-346416i,+544729-425325j,+631439-210313j
2016-09-03 12:00:00 PDT,+2.0887e+06-975362i,+828696-344363i,+580002-422738j,+680001-208261j
2016-09-03 13:00:00 PDT,+2.22978e+06-967586i,+881097-341927i,+617470-419771j,+731211-205888j
2016-09-03 14:00:00 PDT,+2.45538e+06-954144i,+962896-337997i,+676362-414691j,+816120-201456j
2016-09-03 15:00:00 PDT,+2.90043e+06-923836i,+1.12825e+06-329163i,+793659-403200j,+978523-191473j
2016-09-03 16:00:00 PDT,+3.45655e+06-878667i,+1.33614e+06-315082i,+938017-387809j,+1.1824e+06-175776j
2016-09-03 17:00:00 PDT,+3.79688e+06-847007i,+1.46008e+06-305452i,+1.02438e+06-377749j,+1.31242e+06-163806j
2016-09-03 18:00:00 PDT,+3.92578e+06-834120i,+1.50606e+06-301518i,+1.05624e+06-373985j,+1.36348e+06-158617j
